mode,policy,K,locality,n_reps,evidence_type,workload_trace_hashes,cache_hit_rate_mean,cache_hit_rate_ci95_low,cache_hit_rate_ci95_high,cache_hit_rate_ci95_halfwidth,observed_reuse_hit_rate_mean,observed_reuse_hit_rate_ci95_low,observed_reuse_hit_rate_ci95_high,observed_reuse_hit_rate_ci95_halfwidth,candidate_hit_rate_mean,candidate_hit_rate_ci95_low,candidate_hit_rate_ci95_high,candidate_hit_rate_ci95_halfwidth,ttft_p50_ms_mean,ttft_p50_ms_ci95_low,ttft_p50_ms_ci95_high,ttft_p50_ms_ci95_halfwidth,ttft_p95_ms_mean,ttft_p95_ms_ci95_low,ttft_p95_ms_ci95_high,ttft_p95_ms_ci95_halfwidth,ttft_p99_ms_mean,ttft_p99_ms_ci95_low,ttft_p99_ms_ci95_high,ttft_p99_ms_ci95_halfwidth,dispatcher_index_bytes_mean,dispatcher_index_bytes_ci95_low,dispatcher_index_bytes_ci95_high,dispatcher_index_bytes_ci95_halfwidth
closed_loop,exact,inf,high,5,live_t4_vllm,"[""0bfdacc373ccbb421c29c7e58653336cc9a54f476210981519a5585dc89d57ee"", ""538699bc01763e17525908ec8129b004ed865d38dde5fce956792cf746137eeb"", ""ab1bfe8f419ebc40929ee3076f814e04d9259476eb2443013af193a672dd83b4"", ""e88660a8c7411e28379dfd0e5bd307d002b6d31442ad576fa0edff7d4e5e5d47"", ""f4bf6169b2a7654bcd4e0dab3f826e5c0189b4ce7368b5ca3f758e62da74311c""]",0.5571428571428572,0.5357142857142857,0.5857142857142856,0.024999999999999967,0.5571428571428572,0.5357142857142857,0.5857142857142856,0.024999999999999967,0.5571428571428572,0.5357142857142857,0.5857142857142856,0.024999999999999967,82.1811548,62.7172228,92.268863,14.775820099999997,173.1227086,162.4257066,190.930102,14.252197699999996,175.5634766,163.49131500000001,195.32703,15.917857499999997,2470.4,2342.4,2560.0,108.79999999999995
closed_loop,exact,inf,low,5,live_t4_vllm,"[""0afcc8c513c83d02b89f3bde4fdb03afd464797d21fe12db73a56eeecd2e88eb"", ""234a33cc782765c3f2559101a433d6bbba3e1dbb2d2999ff7828ee1201ed9295"", ""687c2e66d54e0691edf20017925f1e7bb084923bfc65deae8ff962eaaa534314"", ""6c1d1761651d8bbbd4d0b6841d1a3b14fc2a34994d9eb5eaf8f498454ba97990"", ""c9a1f55ebf5845d41d4ddcdf92b2ff9995490d401c2e1918897c5566aee83057""]",0.07857142857142857,0.05714285714285714,0.10357142857142856,0.02321428571428571,0.07857142857142857,0.05714285714285714,0.10357142857142856,0.02321428571428571,0.07857142857142857,0.05714285714285714,0.10357142857142856,0.02321428571428571,123.32785,111.1536414,139.8335276,14.3399431,184.934203,180.2103794,189.2073844,4.498502500000001,188.8434532,183.199684,192.8806364,4.840476199999998,4198.4,4108.8,4275.2,83.19999999999982
closed_loop,exact,inf,medium,5,live_t4_vllm,"[""1395b2d57fbc40a8543d2fbbc929c3f76517d28e41d1a8199ea731980b4a0e09"", ""24a54bb72fe83f1176e8391da78a0f4f97ff72519db86bd03c31cd9d4f30dc44"", ""7dc3889b16cc47746430b3551bebd9c09caa236d0aecf3c9bec05c43015c85cb"", ""d2f52ba0b0a9a1a0e824733303feea39770bd3af7b1abae890989ed1138cd8dc"", ""ee9908f92cdd7cdb096e6d44f5968a090ffba24e2b7f0fb3c2080b706ff32471""]",0.21071428571428572,0.17142857142857143,0.26071428571428573,0.04464285714285715,0.21071428571428572,0.16785714285714284,0.2571428571428571,0.04464285714285714,0.21071428571428572,0.16785714285714284,0.26071428571428573,0.046428571428571444,99.9218562,95.9718294,106.5187774,5.273474,165.6012948,163.7658418,168.0629416,2.148549899999992,167.1626184,165.7593634,168.9533512,1.5969938999999869,3712.0,3520.0,3878.4,179.20000000000005
closed_loop,load_only,inf,high,5,live_t4_vllm,"[""0bfdacc373ccbb421c29c7e58653336cc9a54f476210981519a5585dc89d57ee"", ""538699bc01763e17525908ec8129b004ed865d38dde5fce956792cf746137eeb"", ""ab1bfe8f419ebc40929ee3076f814e04d9259476eb2443013af193a672dd83b4"", ""e88660a8c7411e28379dfd0e5bd307d002b6d31442ad576fa0edff7d4e5e5d47"", ""f4bf6169b2a7654bcd4e0dab3f826e5c0189b4ce7368b5ca3f758e62da74311c""]",0.47500000000000003,0.4357142857142857,0.5178571428571429,0.04107142857142859,0.47500000000000003,0.43214285714285716,0.5142857142857143,0.04107142857142859,0.0,0.0,0.0,0.0,91.708014,89.4308882,93.9851398,2.2771258000000003,386.799169,163.7518328,830.2503856000001,333.24927640000004,391.897399,165.2728498,843.2440182,338.9855842,384.0,384.0,384.0,0.0
closed_loop,load_only,inf,low,5,live_t4_vllm,"[""0afcc8c513c83d02b89f3bde4fdb03afd464797d21fe12db73a56eeecd2e88eb"", ""234a33cc782765c3f2559101a433d6bbba3e1dbb2d2999ff7828ee1201ed9295"", ""687c2e66d54e0691edf20017925f1e7bb084923bfc65deae8ff962eaaa534314"", ""6c1d1761651d8bbbd4d0b6841d1a3b14fc2a34994d9eb5eaf8f498454ba97990"", ""c9a1f55ebf5845d41d4ddcdf92b2ff9995490d401c2e1918897c5566aee83057""]",0.039285714285714285,0.03571428571428571,0.04642857142857142,0.0053571428571428555,0.039285714285714285,0.03571428571428571,0.04642857142857142,0.0053571428571428555,0.0,0.0,0.0,0.0,127.8905292,106.1579098,151.8425136,22.842301899999995,184.7704238,177.79148080000002,190.3266126,6.267565899999994,191.445157,186.6421674,196.2481466,4.802989600000004,384.0,384.0,384.0,0.0
closed_loop,load_only,inf,medium,5,live_t4_vllm,"[""1395b2d57fbc40a8543d2fbbc929c3f76517d28e41d1a8199ea731980b4a0e09"", ""24a54bb72fe83f1176e8391da78a0f4f97ff72519db86bd03c31cd9d4f30dc44"", ""7dc3889b16cc47746430b3551bebd9c09caa236d0aecf3c9bec05c43015c85cb"", ""d2f52ba0b0a9a1a0e824733303feea39770bd3af7b1abae890989ed1138cd8dc"", ""ee9908f92cdd7cdb096e6d44f5968a090ffba24e2b7f0fb3c2080b706ff32471""]",0.11428571428571428,0.075,0.15357142857142858,0.03928571428571429,0.11428571428571428,0.075,0.15357142857142858,0.03928571428571429,0.0,0.0,0.0,0.0,96.0170074,95.2954996,96.5236668,0.6140836000000007,165.4763884,164.5684696,166.3843072,0.9079188000000045,166.64217200000002,165.7697478,167.52773860000002,0.878995400000008,384.0,384.0,384.0,0.0
closed_loop,sketch_inf,inf,high,5,live_t4_vllm,"[""0bfdacc373ccbb421c29c7e58653336cc9a54f476210981519a5585dc89d57ee"", ""538699bc01763e17525908ec8129b004ed865d38dde5fce956792cf746137eeb"", ""ab1bfe8f419ebc40929ee3076f814e04d9259476eb2443013af193a672dd83b4"", ""e88660a8c7411e28379dfd0e5bd307d002b6d31442ad576fa0edff7d4e5e5d47"", ""f4bf6169b2a7654bcd4e0dab3f826e5c0189b4ce7368b5ca3f758e62da74311c""]",0.5571428571428572,0.5357142857142857,0.5857142857142856,0.024999999999999967,0.5571428571428572,0.5357142857142857,0.5857142857142856,0.024999999999999967,0.5571428571428572,0.5357142857142857,0.5857142857142856,0.024999999999999967,82.168336,62.9118576,92.4198836,14.754013000000004,173.3722924,162.012643,194.390258,16.188807499999996,176.6593292,164.2065282,199.66387880000002,17.728675300000006,2470.4,2368.0,2560.0,96.0
closed_loop,sketch_inf,inf,low,5,live_t4_vllm,"[""0afcc8c513c83d02b89f3bde4fdb03afd464797d21fe12db73a56eeecd2e88eb"", ""234a33cc782765c3f2559101a433d6bbba3e1dbb2d2999ff7828ee1201ed9295"", ""687c2e66d54e0691edf20017925f1e7bb084923bfc65deae8ff962eaaa534314"", ""6c1d1761651d8bbbd4d0b6841d1a3b14fc2a34994d9eb5eaf8f498454ba97990"", ""c9a1f55ebf5845d41d4ddcdf92b2ff9995490d401c2e1918897c5566aee83057""]",0.07857142857142857,0.05714285714285714,0.10357142857142856,0.02321428571428571,0.07857142857142857,0.05714285714285714,0.10357142857142856,0.02321428571428571,0.07857142857142857,0.05714285714285714,0.10357142857142856,0.02321428571428571,119.0145164,108.6015398,134.0348222,12.716641200000005,184.0768086,181.6682152,186.6142904,2.473037599999998,192.3902836,189.8891022,194.9195894,2.515243600000005,4198.4,4108.8,4275.2,83.19999999999982
closed_loop,sketch_inf,inf,medium,5,live_t4_vllm,"[""1395b2d57fbc40a8543d2fbbc929c3f76517d28e41d1a8199ea731980b4a0e09"", ""24a54bb72fe83f1176e8391da78a0f4f97ff72519db86bd03c31cd9d4f30dc44"", ""7dc3889b16cc47746430b3551bebd9c09caa236d0aecf3c9bec05c43015c85cb"", ""d2f52ba0b0a9a1a0e824733303feea39770bd3af7b1abae890989ed1138cd8dc"", ""ee9908f92cdd7cdb096e6d44f5968a090ffba24e2b7f0fb3c2080b706ff32471""]",0.21071428571428572,0.16785714285714284,0.2607142857142857,0.046428571428571416,0.21071428571428572,0.16785714285714284,0.2571428571428571,0.04464285714285714,0.21071428571428572,0.16785714285714284,0.2642857142857143,0.04821428571428572,100.6204888,98.9092946,103.3479722,2.2193388000000027,165.8488222,163.266898,170.3194834,3.526292699999999,169.7495376,165.3086604,177.9771682,6.334253899999993,3712.0,3507.2,3878.4,185.60000000000014
closed_loop,sketch_k16,16,high,5,live_t4_vllm,"[""0bfdacc373ccbb421c29c7e58653336cc9a54f476210981519a5585dc89d57ee"", ""538699bc01763e17525908ec8129b004ed865d38dde5fce956792cf746137eeb"", ""ab1bfe8f419ebc40929ee3076f814e04d9259476eb2443013af193a672dd83b4"", ""e88660a8c7411e28379dfd0e5bd307d002b6d31442ad576fa0edff7d4e5e5d47"", ""f4bf6169b2a7654bcd4e0dab3f826e5c0189b4ce7368b5ca3f758e62da74311c""]",0.5571428571428572,0.5357142857142857,0.5785714285714285,0.021428571428571408,0.5571428571428572,0.5357142857142857,0.5857142857142856,0.024999999999999967,0.5571428571428572,0.5357142857142857,0.5857142857142856,0.024999999999999967,69.9310354,53.0583164,86.67655260000001,16.809118100000003,174.1089496,161.2005686,197.5193968,18.159414100000006,176.5020484,162.99767559999998,200.9062064,18.95426540000001,2470.4,2342.4,2560.0,108.79999999999995
