experiment_id,experiment,evidence_type,mode,policy,K,J,policy_family,load_slack,serving_cache_namespace,locality,rep,seed,repetitions,workload_trace_hash,unique_prefixes,warmup_request_count,model,hardware,cache_capacity,status,request_count,cache_hit_rate,observed_reuse_hit_rate,candidate_hit_rate,raw_candidate_fanout_p95,evaluated_candidate_fanout_p95,dispatcher_index_bytes,ttft_p50_ms,ttft_p95_ms,ttft_p99_ms,request_error_rate,code_commit
20260715_trace_frozen_load_only_high_rep0,trace_replay_quality,trace_replay_simulation,frozen,load_only,inf,8,least_load_affinity_fallback,0,fixed_snapshot_no_live_cache,high,0,20260715,5,538699bc01763e17525908ec8129b004ed865d38dde5fce956792cf746137eeb,20,8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; one vLLM instance per GPU,128,Current,56,0.21428571428571427,0.21428571428571427,0.0,0.0,0.0,384,,,,0.0,88823be
20260715_trace_frozen_exact_high_rep0,trace_replay_quality,trace_replay_simulation,frozen,exact,inf,8,least_load_affinity_fallback,0,fixed_snapshot_no_live_cache,high,0,20260715,5,538699bc01763e17525908ec8129b004ed865d38dde5fce956792cf746137eeb,20,8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; one vLLM instance per GPU,128,Current,56,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.0,1.0,768,,,,0.0,88823be
20260715_trace_frozen_sketch_k2_high_rep0,trace_replay_quality,trace_replay_simulation,frozen,sketch_k2,2,8,least_load_affinity_fallback,0,fixed_snapshot_no_live_cache,high,0,20260715,5,538699bc01763e17525908ec8129b004ed865d38dde5fce956792cf746137eeb,20,8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; one vLLM instance per GPU,128,Current,56,0.5535714285714286,0.5535714285714286,0.5535714285714286,1.0,1.0,704,,,,0.0,88823be
20260715_trace_frozen_sketch_k4_high_rep0,trace_replay_quality,trace_replay_simulation,frozen,sketch_k4,4,8,least_load_affinity_fallback,0,fixed_snapshot_no_live_cache,high,0,20260715,5,538699bc01763e17525908ec8129b004ed865d38dde5fce956792cf746137eeb,20,8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; one vLLM instance per GPU,128,Current,56,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.0,1.0,768,,,,0.0,88823be
20260715_trace_frozen_sketch_k8_high_rep0,trace_replay_quality,trace_replay_simulation,frozen,sketch_k8,8,8,least_load_affinity_fallback,0,fixed_snapshot_no_live_cache,high,0,20260715,5,538699bc01763e17525908ec8129b004ed865d38dde5fce956792cf746137eeb,20,8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; one vLLM instance per GPU,128,Current,56,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.0,1.0,768,,,,0.0,88823be
20260715_trace_frozen_sketch_k16_high_rep0,trace_replay_quality,trace_replay_simulation,frozen,sketch_k16,16,8,least_load_affinity_fallback,0,fixed_snapshot_no_live_cache,high,0,20260715,5,538699bc01763e17525908ec8129b004ed865d38dde5fce956792cf746137eeb,20,8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; one vLLM instance per GPU,128,Current,56,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.0,1.0,768,,,,0.0,88823be
20260715_trace_frozen_sketch_inf_high_rep0,trace_replay_quality,trace_replay_simulation,frozen,sketch_inf,inf,8,least_load_affinity_fallback,0,fixed_snapshot_no_live_cache,high,0,20260715,5,538699bc01763e17525908ec8129b004ed865d38dde5fce956792cf746137eeb,20,8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; one vLLM instance per GPU,128,Current,56,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.0,1.0,768,,,,0.0,88823be
20260715_trace_closed_loop_load_only_high_rep0,trace_replay_quality,live_t4_vllm,closed_loop,load_only,inf,8,least_load_affinity_fallback,0,20260715_high_rep0__load_only,high,0,20260715,5,538699bc01763e17525908ec8129b004ed865d38dde5fce956792cf746137eeb,20,8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; one vLLM instance per GPU,128,Current,56,0.5178571428571429,0.5178571428571429,0.0,0.0,0.0,384,89.341697,1272.914645,1293.948212,0.0,88823be
20260715_trace_closed_loop_exact_high_rep0,trace_replay_quality,live_t4_vllm,closed_loop,exact,inf,8,least_load_affinity_fallback,0,20260715_high_rep0__exact,high,0,20260715,5,538699bc01763e17525908ec8129b004ed865d38dde5fce956792cf746137eeb,20,8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; one vLLM instance per GPU,128,Current,56,0.6071428571428571,0.6071428571428571,0.6071428571428571,4.0,4.0,2240,91.479155,208.947868,216.199174,0.0,88823be
20260715_trace_closed_loop_sketch_k2_high_rep0,trace_replay_quality,live_t4_vllm,closed_loop,sketch_k2,2,8,least_load_affinity_fallback,0,20260715_high_rep0__sketch_k2,high,0,20260715,5,538699bc01763e17525908ec8129b004ed865d38dde5fce956792cf746137eeb,20,8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; one vLLM instance per GPU,128,Current,56,0.5,0.5,0.42857142857142855,4.0,4.0,896,94.869264,211.153785,217.598122,0.0,88823be
