experiment_id,experiment,evidence_type,code_commit,model,hardware,cell_id,relay_cell_id,policy,workload,policy_definition,wire_frame_bytes,wire_bytes_per_msg_assumed,rep,repetitions,seed,workload_trace_hash,zipf_alpha,pool_size,lineage_steps,distinct_lineages_total,phase_shift_at_request,n_requests,warmup_request_count,concurrency,fixed_output_tokens,kv_cache_tokens_per_instance_shadow,max_queue_relay,drain_timeout_s,topk,j,guard_ms,prefill_tokens_per_ms,queue_penalty_ms,cell_order_index,cell_order_sequence,generation_mode,vllm_cache_salt,semantic_prompt_contains_policy,metric_scope,status,request_count,overlap_fraction,cluster_n,drain_fps,sync_s,fanin_frames_sent,apply_upsert_count,apply_upsert_p50_us,apply_upsert_p95_us,overlap_seed_prefixes,overlap_seed_requests,cell_active_s,upserts_generated,upserts_per_s,offered_wire_bit_per_s,affinity_selection_rate,dispatch_state_age_defined_count,dispatch_state_age_mean_s,dispatch_state_age_p50_s,dispatch_state_age_p95_s,dispatcher_view_missing_at_dispatch_rate,source_view_false_negative_rate,source_view_false_positive_rate,physical_false_positive_affinity_rate,source_unique_prefixes_at_end,dispatcher_unique_prefixes_at_end,dispatcher_unique_prefixes_per_wire_byte,vllm_cached_token_rate,vllm_cached_tokens_total,vllm_cached_tokens_per_request,stale_fallback_count,stale_fallback_rate,mean_coverage_shortfall_tokens,ttft_mean_ms,ttft_p50_ms,ttft_p95_ms,ttft_p99_ms,latency_p50_ms,latency_p95_ms,throughput_requests_per_s,validation_attempt_count,validation_failure_count,fallback_count,incorrect_kv_reuse_count,retried_request_count,request_error_rate,rho,sig_bit_per_s,background_traffic,background_rate,relay_max_inflight,source_local_topk,gateway_global_topk,c0_tokens,theta_s,util_lambda,delay_gate_s,queue_gate_frames,prefix_length,source_upserts_sent,source_tombstones_sent,forced_owner_resets,source_suppressed_upserts,net_msgs_sent,net_msgs_delivered,net_wire_bytes_sent,net_undelivered_at_drain_end,ad_delivery_delay_mean_s,ad_delivery_delay_p50_s,ad_delivery_delay_p95_s,ad_delivery_delay_p99_s,tombstone_delay_p95_s,tc_sig_backlog_bytes_before,tc_sig_backlog_bytes_mid,tc_sig_backlog_bytes_after,tc_sig_dropped_after,tc_class110_sent_bytes_after,tc_class120_sent_bytes_after,tc_class120_sent_bytes_before,relay_forwarded,relay_drop_rate_limit,relay_drop_superseded,relay_drop_duplicate_holder,relay_drop_low_utility,relay_drop_queue_drop,relay_drop_expired,relay_max_queue
20260726_formal4t4_reuse_intensive_StaticSemantic@N32_mu200_rep3,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,1bb831397787e9bad626d6260ef0d975d497cbcb,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,StaticSemantic@N32_mu200,35864,StaticSemantic,reuse_intensive,"Static semantic aggregation: latest-update replacement, non-preemptive invalidation priority, and at-most-two queued/advertised owners per prefix.",64,104,3,5,20260726,9dd0f18286197f4ca5262ad0558fa3a6c9071cd468bb53435d973ef46c451d56,1.2,64,3,128,60,120,24,4,4,104544,4096,180.0,8,4,0.5,50.0,2.0,2,"Ideal,Adaptive@N64_mu200,StaticSemantic@N32_mu200,RateFIFO@N64_mu200,RateFIFO@N16_mu200,StaticSemantic@N16_mu200,Adaptive@N4_mu200,StaticSemantic@N4_mu200,RateFIFO@N4_mu200,Adaptive@N32_mu200,RateFIFO@N32_mu200,StaticSemantic@N64_mu200,Adaptive@N16_mu200",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:fanin:StaticSemantic@N32_mu200:rep3,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,32,200.0,1.0,81927,9426,1.0957010090351105,2.1657906472682953,16,64,130.7095995573327,184,1.407700739831987,1171.2070155402132,0.28125,65,53.3817125247075,66.85816717147827,121.62980961799622,0.3541666666666667,0.3541666666666667,0.0,0.0,49,31,3.630170416593673e-06,1.0,119744.0,1247.3333333333333,0,0.0,0.0,1308.344044125,387.937011,6254.006886,7167.137676,779.044737,6771.472018,0.734452559912341,27,0,0,0,0,0.0,0.0,100000000,False,none,32,False,0,,,,2.0,8,0,184,0,0,0,82111,9426,8539544,72685,0.10975085629188608,0.10839128494262695,0.15883612632751465,0.18482279777526855,0.0,0,0,0,0,18903400,2226,2226,9458,0,48220,24377,0,0,0,100
20260726_formal4t4_reuse_intensive_RateFIFO@N64_mu200_rep3,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,1bb831397787e9bad626d6260ef0d975d497cbcb,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,RateFIFO@N64_mu200,35865,RateFIFO,reuse_intensive,FIFO plus only a token bucket at the same physical signaling rate; no KV-state semantics.,64,104,3,5,20260726,9dd0f18286197f4ca5262ad0558fa3a6c9071cd468bb53435d973ef46c451d56,1.2,64,3,128,60,120,24,4,4,104544,4096,180.0,8,4,0.5,50.0,2.0,3,"Ideal,Adaptive@N64_mu200,StaticSemantic@N32_mu200,RateFIFO@N64_mu200,RateFIFO@N16_mu200,StaticSemantic@N16_mu200,Adaptive@N4_mu200,StaticSemantic@N4_mu200,RateFIFO@N4_mu200,Adaptive@N32_mu200,RateFIFO@N32_mu200,StaticSemantic@N64_mu200,Adaptive@N16_mu200",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:fanin:RateFIFO@N64_mu200:rep3,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,64,200.0,1.0,199083,517,1.432374119758606,3.771856427192688,16,64,129.79322797060013,184,1.4176394475810281,1179.4760203874152,0.0,65,56.46226147138155,63.75574350357056,121.69851040840149,0.3541666666666667,0.3541666666666667,0.0,0.0,49,17,8.203141436441481e-07,1.0,119744.0,1247.3333333333333,0,0.0,0.0,1308.621195,375.366259,6551.757051,6773.055132,737.16168,7104.520125,0.7396379726509711,0,0,0,0,0,0.0,0.0,100000000,False,none,32,False,0,,,,2.0,8,0,184,0,0,0,199267,517,20723768,198750,0.08630262860015928,0.07087969779968262,0.2612648010253906,0.4480018615722656,0.0,0,0,0,0,18971610,2394,2226,549,180998,0,0,0,0,0,17720
20260726_formal4t4_reuse_intensive_RateFIFO@N16_mu200_rep3,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,1bb831397787e9bad626d6260ef0d975d497cbcb,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,RateFIFO@N16_mu200,35866,RateFIFO,reuse_intensive,FIFO plus only a token bucket at the same physical signaling rate; no KV-state semantics.,64,104,3,5,20260726,9dd0f18286197f4ca5262ad0558fa3a6c9071cd468bb53435d973ef46c451d56,1.2,64,3,128,60,120,24,4,4,104544,4096,180.0,8,4,0.5,50.0,2.0,4,"Ideal,Adaptive@N64_mu200,StaticSemantic@N32_mu200,RateFIFO@N64_mu200,RateFIFO@N16_mu200,StaticSemantic@N16_mu200,Adaptive@N4_mu200,StaticSemantic@N4_mu200,RateFIFO@N4_mu200,Adaptive@N32_mu200,RateFIFO@N32_mu200,StaticSemantic@N64_mu200,Adaptive@N16_mu200",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:fanin:RateFIFO@N16_mu200:rep3,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,16,200.0,1.0,33696,3091,1.107342541217804,3.5651028156280518,16,64,126.77522519603372,184,1.451387680167628,1207.5545498994666,0.03125,65,42.42656115018404,29.7599778175354,113.45940017700195,0.25,0.25,0.0,0.0,49,29,8.230405957678685e-06,1.0,128960.0,1343.3333333333333,0,0.0,0.0,1196.6735497604166,283.152242,6173.757376,6700.729751,785.633127,6715.562539,0.7572457461744146,3,0,0,0,0,0.0,0.0,100000000,False,none,32,False,0,,,,2.0,8,0,184,0,0,0,33880,3091,3523520,30789,0.2572358833937458,0.08182597160339355,1.3356339931488037,4.834213972091675,0.0,0,0,0,0,19334312,2478,2394,3123,26378,0,0,0,0,0,4379
20260726_formal4t4_reuse_intensive_StaticSemantic@N16_mu200_rep3,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,1bb831397787e9bad626d6260ef0d975d497cbcb,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,StaticSemantic@N16_mu200,35867,StaticSemantic,reuse_intensive,"Static semantic aggregation: latest-update replacement, non-preemptive invalidation priority, and at-most-two queued/advertised owners per prefix.",64,104,3,5,20260726,9dd0f18286197f4ca5262ad0558fa3a6c9071cd468bb53435d973ef46c451d56,1.2,64,3,128,60,120,24,4,4,104544,4096,180.0,8,4,0.5,50.0,2.0,5,"Ideal,Adaptive@N64_mu200,StaticSemantic@N32_mu200,RateFIFO@N64_mu200,RateFIFO@N16_mu200,StaticSemantic@N16_mu200,Adaptive@N4_mu200,StaticSemantic@N4_mu200,RateFIFO@N4_mu200,Adaptive@N32_mu200,RateFIFO@N32_mu200,StaticSemantic@N64_mu200,Adaptive@N16_mu200",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:fanin:StaticSemantic@N16_mu200:rep3,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,16,200.0,1.0,37202,2683,1.3560056686401367,2.4312175810337067,16,64,136.58934897975996,184,1.347103572675095,1120.7901724656792,0.19791666666666666,65,58.393789566480194,68.00086641311646,128.2486274242401,0.3541666666666667,0.3541666666666667,0.0,0.0,49,31,7.972955734149764e-06,1.0,119744.0,1247.3333333333333,0,0.0,0.0,1375.1154555104167,357.597123,6621.326197,7161.845145,791.710437,7170.048544,0.7028366466130931,19,0,0,0,0,0.0,0.0,100000000,False,none,32,False,0,,,,2.0,8,0,184,0,0,0,37386,2683,3888144,34703,0.1719282554949214,0.16111016273498535,0.27642107009887695,0.46971893310546875,0.0,0,0,0,0,19690966,2478,2478,2715,0,21731,12893,0,0,0,84
20260726_formal4t4_reuse_intensive_Adaptive@N4_mu200_rep3,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,1bb831397787e9bad626d6260ef0d975d497cbcb,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,Adaptive@N4_mu200,35868,Adaptive,reuse_intensive,StaticSemantic plus EWMA-delay/queue-aware utility admission and dynamic tightening of the global useful-prefix set.,64,104,3,5,20260726,9dd0f18286197f4ca5262ad0558fa3a6c9071cd468bb53435d973ef46c451d56,1.2,64,3,128,60,120,24,4,4,104544,4096,180.0,8,4,0.5,50.0,2.0,6,"Ideal,Adaptive@N64_mu200,StaticSemantic@N32_mu200,RateFIFO@N64_mu200,RateFIFO@N16_mu200,StaticSemantic@N16_mu200,Adaptive@N4_mu200,StaticSemantic@N4_mu200,RateFIFO@N4_mu200,Adaptive@N32_mu200,RateFIFO@N32_mu200,StaticSemantic@N64_mu200,Adaptive@N16_mu200",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:fanin:Adaptive@N4_mu200:rep3,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,4,200.0,1.0,0,149,2.2598542273044586,4.149973392486572,16,64,124.6111165471375,184,1.4765937831108116,1228.526027548195,0.4166666666666667,65,20.052952399620644,10.605509281158447,82.74564027786255,0.07291666666666667,0.07291666666666667,0.0,0.0,49,49,0.00256061872909699,1.0,140240.0,1460.8333333333333,0,0.0,0.0,1127.4838616979166,347.661094,6540.954164,7267.19369,846.139182,7073.959326,0.7703967564056408,40,0,0,0,0,0.0,0.0,100000000,False,none,32,False,16,1024.0,30.0,16.0,2.0,8,0,184,0,0,0,184,149,19136,35,0.04389033701595844,0.04371190071105957,0.04586601257324219,0.08969306945800781,0.0,0,0,0,0,19720442,2478,2478,149,0,3,32,0,0,0,3
20260726_formal4t4_reuse_intensive_StaticSemantic@N4_mu200_rep3,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,1bb831397787e9bad626d6260ef0d975d497cbcb,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,StaticSemantic@N4_mu200,35869,StaticSemantic,reuse_intensive,"Static semantic aggregation: latest-update replacement, non-preemptive invalidation priority, and at-most-two queued/advertised owners per prefix.",64,104,3,5,20260726,9dd0f18286197f4ca5262ad0558fa3a6c9071cd468bb53435d973ef46c451d56,1.2,64,3,128,60,120,24,4,4,104544,4096,180.0,8,4,0.5,50.0,2.0,7,"Ideal,Adaptive@N64_mu200,StaticSemantic@N32_mu200,RateFIFO@N64_mu200,RateFIFO@N16_mu200,StaticSemantic@N16_mu200,Adaptive@N4_mu200,StaticSemantic@N4_mu200,RateFIFO@N4_mu200,Adaptive@N32_mu200,RateFIFO@N32_mu200,StaticSemantic@N64_mu200,Adaptive@N16_mu200",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:fanin:StaticSemantic@N4_mu200:rep3,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,4,200.0,1.0,0,149,2.318061888217926,3.975816071033478,16,64,124.48142160708085,184,1.478132219447063,1229.8060065799564,0.4270833333333333,65,20.675503000846277,11.539224624633789,80.34495115280151,0.07291666666666667,0.07291666666666667,0.0,0.0,49,49,0.00256061872909699,1.0,140240.0,1460.8333333333333,0,0.0,0.0,1111.5066903541667,375.701277,6225.548739,7068.534991,835.49926,6746.936608,0.771199418841946,41,0,0,0,1,0.0,0.0,100000000,False,none,32,False,0,,,,2.0,8,0,184,0,0,0,184,149,19136,35,0.043939657659338625,0.0436396598815918,0.04583144187927246,0.08561110496520996,0.0,0,0,0,0,19749918,2478,2478,149,0,3,32,0,0,0,3
20260726_formal4t4_reuse_intensive_RateFIFO@N4_mu200_rep3,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,1bb831397787e9bad626d6260ef0d975d497cbcb,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,RateFIFO@N4_mu200,35870,RateFIFO,reuse_intensive,FIFO plus only a token bucket at the same physical signaling rate; no KV-state semantics.,64,104,3,5,20260726,9dd0f18286197f4ca5262ad0558fa3a6c9071cd468bb53435d973ef46c451d56,1.2,64,3,128,60,120,24,4,4,104544,4096,180.0,8,4,0.5,50.0,2.0,8,"Ideal,Adaptive@N64_mu200,StaticSemantic@N32_mu200,RateFIFO@N64_mu200,RateFIFO@N16_mu200,StaticSemantic@N16_mu200,Adaptive@N4_mu200,StaticSemantic@N4_mu200,RateFIFO@N4_mu200,Adaptive@N32_mu200,RateFIFO@N32_mu200,StaticSemantic@N64_mu200,Adaptive@N16_mu200",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:fanin:RateFIFO@N4_mu200:rep3,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,4,200.0,1.0,0,184,2.250075340270996,4.407018423080444,16,64,122.70853393990546,184,1.4994882107393692,1247.574191335155,0.14583333333333334,65,20.855235052108764,10.62330675125122,77.75241756439209,0.07291666666666667,0.07291666666666667,0.0,0.0,49,49,0.00256061872909699,1.0,140240.0,1460.8333333333333,0,0.0,0.0,1105.4961759791668,279.722413,6150.006291,7025.823672,737.445805,6653.700337,0.7823416751683665,14,0,0,0,0,0.0,0.0,100000000,False,none,32,False,0,,,,2.0,8,0,184,0,0,0,184,184,19136,0,0.04429214026616967,0.04376935958862305,0.04596424102783203,0.09865760803222656,0.0,0,0,0,0,19786254,2478,2478,184,0,0,0,0,0,0,3
20260726_formal4t4_reuse_intensive_Adaptive@N32_mu200_rep3,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,1bb831397787e9bad626d6260ef0d975d497cbcb,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,Adaptive@N32_mu200,35871,Adaptive,reuse_intensive,StaticSemantic plus EWMA-delay/queue-aware utility admission and dynamic tightening of the global useful-prefix set.,64,104,3,5,20260726,9dd0f18286197f4ca5262ad0558fa3a6c9071cd468bb53435d973ef46c451d56,1.2,64,3,128,60,120,24,4,4,104544,4096,180.0,8,4,0.5,50.0,2.0,9,"Ideal,Adaptive@N64_mu200,StaticSemantic@N32_mu200,RateFIFO@N64_mu200,RateFIFO@N16_mu200,StaticSemantic@N16_mu200,Adaptive@N4_mu200,StaticSemantic@N4_mu200,RateFIFO@N4_mu200,Adaptive@N32_mu200,RateFIFO@N32_mu200,StaticSemantic@N64_mu200,Adaptive@N16_mu200",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:fanin:Adaptive@N32_mu200:rep3,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,32,200.0,1.0,85156,3110,1.575332134962082,3.1460076570510864,16,64,137.8279438340105,184,1.3349977869625307,1110.7181587528255,0.1875,65,61.536427134733934,70.28462958335876,129.40096187591553,0.3541666666666667,0.3541666666666667,0.0,0.0,49,23,2.591444178038975e-06,1.0,119744.0,1247.3333333333333,0,0.0,0.0,1396.84402696875,406.223066,6697.295678,6977.915427,846.718288,7275.08233,0.6965205845021899,18,0,0,0,0,0.0,0.0,100000000,False,none,32,False,16,1024.0,30.0,16.0,2.0,8,0,184,0,0,0,85340,3110,8875360,82230,0.09603298546033656,0.09723877906799316,0.14727115631103516,0.1568746566772461,0.0,0,0,0,0,20212676,2478,2478,3141,0,1323,2219,78657,0,0,8
20260726_formal4t4_reuse_intensive_RateFIFO@N32_mu200_rep3,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,1bb831397787e9bad626d6260ef0d975d497cbcb,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,RateFIFO@N32_mu200,35872,RateFIFO,reuse_intensive,FIFO plus only a token bucket at the same physical signaling rate; no KV-state semantics.,64,104,3,5,20260726,9dd0f18286197f4ca5262ad0558fa3a6c9071cd468bb53435d973ef46c451d56,1.2,64,3,128,60,120,24,4,4,104544,4096,180.0,8,4,0.5,50.0,2.0,10,"Ideal,Adaptive@N64_mu200,StaticSemantic@N32_mu200,RateFIFO@N64_mu200,RateFIFO@N16_mu200,StaticSemantic@N16_mu200,Adaptive@N4_mu200,StaticSemantic@N4_mu200,RateFIFO@N4_mu200,Adaptive@N32_mu200,RateFIFO@N32_mu200,StaticSemantic@N64_mu200,Adaptive@N16_mu200",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:fanin:RateFIFO@N32_mu200:rep3,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,32,200.0,1.0,84141,1515,1.150183379650116,2.8139911592006683,16,64,134.84172588633373,184,1.3645627775122424,1135.3162308901858,0.0,65,58.135848712921145,67.42699193954468,126.5031750202179,0.3541666666666667,0.3541666666666667,0.0,0.0,49,17,1.938470660676412e-06,1.0,119744.0,1247.3333333333333,0,0.0,0.0,1364.8228412291667,367.349161,6699.950852,7217.832055,806.418661,7281.986541,0.711945796962909,0,0,0,0,0,0.0,0.0,100000000,False,none,32,False,0,,,,2.0,8,0,184,0,0,0,84325,1515,8769800,82810,0.6145819706491905,0.08773374557495117,3.0112295150756836,4.384968996047974,0.0,0,0,0,0,20404818,2562,2478,1547,68579,0,0,0,0,0,14199
20260726_formal4t4_reuse_intensive_StaticSemantic@N64_mu200_rep3,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,1bb831397787e9bad626d6260ef0d975d497cbcb,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,StaticSemantic@N64_mu200,35873,StaticSemantic,reuse_intensive,"Static semantic aggregation: latest-update replacement, non-preemptive invalidation priority, and at-most-two queued/advertised owners per prefix.",64,104,3,5,20260726,9dd0f18286197f4ca5262ad0558fa3a6c9071cd468bb53435d973ef46c451d56,1.2,64,3,128,60,120,24,4,4,104544,4096,180.0,8,4,0.5,50.0,2.0,11,"Ideal,Adaptive@N64_mu200,StaticSemantic@N32_mu200,RateFIFO@N64_mu200,RateFIFO@N16_mu200,StaticSemantic@N16_mu200,Adaptive@N4_mu200,StaticSemantic@N4_mu200,RateFIFO@N4_mu200,Adaptive@N32_mu200,RateFIFO@N32_mu200,StaticSemantic@N64_mu200,Adaptive@N16_mu200",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:fanin:StaticSemantic@N64_mu200:rep3,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,64,200.0,1.0,223154,15018,0.966247171163559,2.017710357904434,16,64,143.93250426184386,184,1.2783769791517339,1063.6096466542424,0.25,65,54.29758597887479,25.2133367061615,136.2150902748108,0.3020833333333333,0.3020833333333333,0.0,0.0,49,32,1.3776979631424465e-06,1.0,119760.0,1247.5,0,0.0,0.0,1414.54252146875,474.024522,6885.870599,7433.26934,891.810025,7443.79614,0.6669792934704698,24,0,0,0,0,0.0,0.0,100000000,False,none,32,False,0,,,,2.0,8,0,184,0,0,0,223338,15018,23227152,208320,0.10301180755207805,0.10508155822753906,0.14118552207946777,0.14653587341308594,0.0,0,0,0,0,22107028,2562,2562,15050,0,156276,51922,0,0,0,132
20260726_formal4t4_reuse_intensive_Adaptive@N16_mu200_rep3,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,1bb831397787e9bad626d6260ef0d975d497cbcb,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,Adaptive@N16_mu200,35874,Adaptive,reuse_intensive,StaticSemantic plus EWMA-delay/queue-aware utility admission and dynamic tightening of the global useful-prefix set.,64,104,3,5,20260726,9dd0f18286197f4ca5262ad0558fa3a6c9071cd468bb53435d973ef46c451d56,1.2,64,3,128,60,120,24,4,4,104544,4096,180.0,8,4,0.5,50.0,2.0,12,"Ideal,Adaptive@N64_mu200,StaticSemantic@N32_mu200,RateFIFO@N64_mu200,RateFIFO@N16_mu200,StaticSemantic@N16_mu200,Adaptive@N4_mu200,StaticSemantic@N4_mu200,RateFIFO@N4_mu200,Adaptive@N32_mu200,RateFIFO@N32_mu200,StaticSemantic@N64_mu200,Adaptive@N16_mu200",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:fanin:Adaptive@N16_mu200:rep3,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,16,200.0,1.0,38311,1096,1.3383105397224426,2.5741755962371826,16,64,140.03537807194516,184,1.313953677516173,1093.209459693456,0.16666666666666666,65,58.91151722394503,70.07450985908508,131.72177052497864,0.3541666666666667,0.3541666666666667,0.0,0.0,49,21,5.245436470270864e-06,1.0,119744.0,1247.3333333333333,0,0.0,0.0,1426.4782299166666,376.814325,6929.134212,7444.701113,851.030635,7485.469004,0.6855410491388729,16,0,0,0,0,0.0,0.0,100000000,False,none,32,False,16,1024.0,30.0,16.0,2.0,8,0,184,0,0,0,38495,1096,4003480,37399,0.09196539147056802,0.08431506156921387,0.18739819526672363,0.2606537342071533,0.0,0,0,0,0,22272618,2646,2562,1128,0,1449,1263,34648,0,0,8
20260726_formal4t4_reuse_intensive_Ideal_rep4,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,1bb831397787e9bad626d6260ef0d975d497cbcb,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,Ideal,35875,Ideal,reuse_intensive,Immediate dispatcher visibility; no signaling cost; upper bound.,64,104,4,5,20260726,6a9684cbc17368ebc8849e6840a1401139bb5246b6d5e33ed6784cc9d0b2d0b0,1.2,64,3,128,60,120,24,4,4,104544,4096,180.0,8,4,0.5,50.0,2.0,0,"Ideal,RateFIFO@N64_mu200,StaticSemantic@N16_mu200,RateFIFO@N16_mu200,StaticSemantic@N64_mu200,RateFIFO@N4_mu200,Adaptive@N32_mu200,Adaptive@N64_mu200,StaticSemantic@N4_mu200,StaticSemantic@N32_mu200,Adaptive@N4_mu200,RateFIFO@N32_mu200,Adaptive@N16_mu200",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:fanin:Ideal:rep4,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,4,200.0,1.0,0,184,1.8076971173286438,3.62517312169075,16,64,112.7620854889974,184,1.6317541414924748,1357.619445721739,0.28125,66,8.754820769483393,2.561037063598633,49.98087167739868,0.0,0.0,0.0,0.0,45,45,0.0,1.0,151504.0,1578.1666666666667,0,0.0,0.0,1012.7280912916667,322.982473,5915.078443,6518.686648,896.160096,6442.243409,0.851349986865639,27,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
