experiment_id,rep,cell_id,policy,request_id,trace_id,workload,phase,lineage_id,step,digest,reusable_prefix_tokens,selected_instance,advertised_owners,candidate_hit,dispatch_time_unix,source_truth_coverage_tokens,dispatcher_view_coverage_tokens,advertised_coverage_tokens,dispatch_state_age_s,dispatcher_view_missing,source_view_false_negative,source_view_false_positive,physical_false_positive_affinity,expected_coverage_tokens,expected_net_prefill_ms,raw_candidate_fanout,evaluated_candidate_fanout,actual_reusable_coverage_tokens,validation_attempt,validation_result,fallback,stale_fallback,forced_owner_resets_before_request,coverage_shortfall_tokens,prompt_sha256,ok,error,prior_attempt_errors,attempt_count,sse_parse_errors,ttft_ms,latency_ms,chunks,input_tokens,output_tokens,vllm_cached_tokens
20260726_formal4t4_reuse_intensive_Ideal_rep0,0,Ideal,Ideal,24,reuse_intensive:rep0:req24,reuse_intensive,0,0,2,L0000,2048,3,0;3,True,1785062607.9234562,2048,2048,2048,0.012330293655395508,False,False,False,False,2048,40.96,2,2,2080.0,True,cache_reused,False,False,2,0.0,7c1587d536a8e0f530162f18e061072e45e5e899f5e370b80c5bca3e94ce563b,True,,,1,0,351.260203,1375.074726,6,2108,4,2080
20260726_formal4t4_reuse_intensive_Ideal_rep0,0,Ideal,Ideal,25,reuse_intensive:rep0:req25,reuse_intensive,0,2,0,L0002,1024,1,1;3,False,1785062607.9235065,1024,1024,1024,0.012360334396362305,False,False,False,False,1024,0.0,2,2,1056.0,False,cache_reused,False,False,2,0.0,6f3065290d5854273c435533ca01e722b69f921cac1a00a4b59755ba1eee8ee1,True,,,1,0,258.587718,601.975141,6,1084,4,1056
20260726_formal4t4_reuse_intensive_Ideal_rep0,0,Ideal,Ideal,26,reuse_intensive:rep0:req26,reuse_intensive,0,13,0,L0013,2048,0,0;3,False,1785062607.9235387,2048,2048,2048,188.46348333358765,False,False,False,False,2048,0.0,2,2,2080.0,False,cache_reused,False,False,2,0.0,4ed39e05f0701d603caa901b9035097df9b0573a5c395590a6bce6042484cd77,True,,,1,0,208.758408,765.915121,6,2108,4,2080
20260726_formal4t4_reuse_intensive_Ideal_rep0,0,Ideal,Ideal,27,reuse_intensive:rep0:req27,reuse_intensive,0,34,0,L0034,2048,3,0;3,True,1785062607.9235706,2048,2048,2048,69.73540115356445,False,False,False,False,2048,38.96,2,2,2080.0,True,cache_reused,False,False,2,0.0,64ab30812aed84d6a58f8f6c24634c65084cb1e273138714c5afb41ccc1896b9,True,,,1,0,693.166497,1552.251095,6,2108,4,2080
20260726_formal4t4_reuse_intensive_Ideal_rep0,0,Ideal,Ideal,28,reuse_intensive:rep0:req28,reuse_intensive,0,32,0,L0032,2048,3,0;3,True,1785062609.4781785,2048,2048,2048,79.15732312202454,False,False,False,False,2048,40.96,2,2,2080.0,True,cache_reused,False,False,2,0.0,affc74c3e2f44037824b24e212e408b090e72164ee502ace01cd97fcad4cb6c8,True,,,1,0,208.236191,732.842615,6,2108,4,2080
20260726_formal4t4_reuse_intensive_Ideal_rep0,0,Ideal,Ideal,29,reuse_intensive:rep0:req29,reuse_intensive,0,0,0,L0000,2048,0,0;3,False,1785062609.4782026,2048,2048,2048,5.314781188964844,False,False,False,False,2048,0.0,2,2,2080.0,False,cache_reused,False,False,2,0.0,4665fe59874e9a2cf97f9dc9647f373de6373ad84f36ce5725bc4599f0daae0a,True,,,1,0,215.113888,760.051028,6,2108,4,2080
20260726_formal4t4_reuse_intensive_Ideal_rep0,0,Ideal,Ideal,30,reuse_intensive:rep0:req30,reuse_intensive,0,2,1,L0002,1024,1,1;3,False,1785062609.4782178,1024,1024,1024,0.0002815723419189453,False,False,False,False,1024,0.0,2,2,1056.0,False,cache_reused,False,False,2,0.0,ecc80922ea642711f6d2adbba21c099e74138b9816f73398b3fc8138e39683ef,True,,,1,0,125.180015,434.221738,6,1084,4,1056
20260726_formal4t4_reuse_intensive_Ideal_rep0,0,Ideal,Ideal,31,reuse_intensive:rep0:req31,reuse_intensive,0,3,1,L0003,1024,2,,False,1785062609.4782288,0,0,0,,False,False,False,False,0,0.0,0,0,0.0,False,cache_miss,False,False,2,0.0,f58f55151b8bac2ccdbe9f28a90522e27f9ba8dbde7842ddd406526d3d58a0bd,True,,,1,0,1072.737913,1391.387225,6,1084,4,0
20260726_formal4t4_reuse_intensive_Ideal_rep0,0,Ideal,Ideal,32,reuse_intensive:rep0:req32,reuse_intensive,0,0,1,L0000,2048,0,0;3,True,1785062610.8714018,2048,2048,2048,0.00041985511779785156,False,False,False,False,2048,40.96,2,2,2080.0,True,cache_reused,False,False,2,0.0,7a78f794d866c4fba046abec857cdde680cd521c725585d99ccacd564c3ba988,True,,,1,0,216.113685,1049.125017,6,2108,4,2080
20260726_formal4t4_reuse_intensive_Ideal_rep0,0,Ideal,Ideal,33,reuse_intensive:rep0:req33,reuse_intensive,0,3,2,L0003,1024,2,2,False,1785062610.8714478,1024,1024,1024,0.00019359588623046875,False,False,False,False,1024,0.0,1,1,1056.0,False,cache_reused,False,False,2,0.0,8a13d7d0d99691896580422d97fe25800c3aa429dda3d15e1c62f2ff879529a6,True,,,1,0,127.050117,439.260088,6,1084,4,1056
20260726_formal4t4_reuse_intensive_Ideal_rep0,0,Ideal,Ideal,34,reuse_intensive:rep0:req34,reuse_intensive,0,22,0,L0022,2048,3,0;3,False,1785062610.8714852,2048,2048,2048,128.63694167137146,False,False,False,False,2048,0.0,2,2,2080.0,False,cache_reused,False,False,2,0.0,7cc5950a5c0ad64f254727218679ff869f33948d211bfcf5984115c8c1da47ba,True,,,1,0,214.269855,757.559047,6,2108,4,2080
20260726_formal4t4_reuse_intensive_Ideal_rep0,0,Ideal,Ideal,35,reuse_intensive:rep0:req35,reuse_intensive,0,35,0,L0035,1024,0,0;3,True,1785062610.8715172,1024,1024,1024,71.26559066772461,False,False,False,False,1024,18.48,2,2,1056.0,True,cache_reused,False,False,2,0.0,3f1af5c3910683be70078c0a9d9512197af026aa362407c8916b13a881d4e67c,True,,,1,0,494.118732,1151.141743,6,1084,4,1056
20260726_formal4t4_reuse_intensive_Ideal_rep0,0,Ideal,Ideal,36,reuse_intensive:rep0:req36,reuse_intensive,0,1,1,L0001,2048,0,0,True,1785062612.035133,2048,2048,2048,4.12399435043335,False,False,False,False,2048,40.96,1,1,2080.0,True,cache_reused,False,False,3,0.0,27c0a39e29c896d1aae497a8effa0b2c12cf2b387f6998718d1a57fa6b178202,True,,,1,0,210.56079,1187.168341,6,2108,4,2080
20260726_formal4t4_reuse_intensive_Ideal_rep0,0,Ideal,Ideal,37,reuse_intensive:rep0:req37,reuse_intensive,0,1,2,L0001,2048,0,0,True,1785062612.0351799,2048,2048,2048,4.124041318893433,False,False,False,False,2048,38.96,1,1,2080.0,True,cache_reused,False,False,3,0.0,39643266ce94f06c011f23bb54e4d626e60c7223b7295d64c56fa3bc27fd1e49,True,,,1,0,625.530125,1464.494695,6,2108,4,2080
20260726_formal4t4_reuse_intensive_Ideal_rep0,0,Ideal,Ideal,38,reuse_intensive:rep0:req38,reuse_intensive,0,7,0,L0007,1024,0,0,True,1785062612.035211,1024,1024,1024,220.656742811203,False,False,False,False,1024,16.48,1,1,1056.0,True,cache_reused,False,False,3,0.0,ba012c891e7b5fee38f759e7c04630e122d4cb071dfdff6ee83af90ba43ed26f,True,,,1,0,625.057117,1464.244426,6,1084,4,1056
20260726_formal4t4_reuse_intensive_Ideal_rep0,0,Ideal,Ideal,39,reuse_intensive:rep0:req39,reuse_intensive,0,1,0,L0001,2048,0,0,True,1785062612.0352373,2048,2048,2048,4.124098777770996,False,False,False,False,2048,34.96,1,1,2080.0,True,cache_reused,False,False,3,0.0,d4088d38a29ba60dd8f32dff857e33174fd77ed5cbd41f06a1ed27977108f534,True,,,1,0,624.122377,1463.68403,6,2108,4,2080
