cell,coverage_tokens,event,gateway_arrival_time,gateway_send_time,generation_time,op,owner,payload_bytes,policy,prefix_digest64,queue_age_s,selected,semantic_score,stage,suppression_reason,update_id
41245,2048,update,1785062763.8348913,,1785062763.8343406,upsert,0,64,RateFIFO,15769623694692820738,0.0005507469177246094,True,,enqueued,,0
41245,2048,update,1785062763.8353882,1785062763.8353882,1785062763.8343406,upsert,0,64,RateFIFO,15769623694692820738,0.0010476112365722656,True,,forwarded,,0
41245,2048,update,1785062763.8355486,,1785062763.83444,upsert,1,64,RateFIFO,15769623694692820738,0.0011086463928222656,False,,suppressed,rate_limit,1
41245,2048,update,1785062763.8356562,,1785062763.8345935,upsert,3,64,RateFIFO,15769623694692820738,0.001062631607055664,False,,suppressed,rate_limit,3
41245,2048,update,1785062763.8357465,,1785062763.8345244,upsert,2,64,RateFIFO,15769623694692820738,0.0012221336364746094,False,,suppressed,rate_limit,2
41245,2048,update,1785062767.7838671,,1785062767.783408,upsert,0,64,RateFIFO,12613465747135452669,0.0004591941833496094,True,,enqueued,,4
41245,2048,update,1785062767.784285,1785062767.784285,1785062767.783408,upsert,0,64,RateFIFO,12613465747135452669,0.0008771419525146484,True,,forwarded,,4
41245,2048,update,1785062767.7844338,,1785062767.7835853,upsert,3,64,RateFIFO,12613465747135452669,0.0008485317230224609,False,,suppressed,rate_limit,7
41245,2048,update,1785062767.784535,,1785062767.783549,upsert,2,64,RateFIFO,12613465747135452669,0.000985860824584961,False,,suppressed,rate_limit,6
41245,2048,update,1785062767.7846222,,1785062767.783505,upsert,1,64,RateFIFO,12613465747135452669,0.0011172294616699219,False,,suppressed,rate_limit,5
41245,1024,update,1785062769.128543,,1785062769.1280496,upsert,0,64,RateFIFO,12523743054995375112,0.0004932880401611328,False,,suppressed,rate_limit,8
41245,1024,update,1785062769.128957,,1785062769.1282332,upsert,3,64,RateFIFO,12523743054995375112,0.0007238388061523438,False,,suppressed,rate_limit,11
41245,1024,update,1785062769.1290874,,1785062769.1281483,upsert,1,64,RateFIFO,12523743054995375112,0.0009391307830810547,False,,suppressed,rate_limit,9
41245,1024,update,1785062769.1291869,,1785062769.1281955,upsert,2,64,RateFIFO,12523743054995375112,0.0009913444519042969,False,,suppressed,rate_limit,10
41245,1024,update,1785062770.5222483,,1785062770.5218635,upsert,0,64,RateFIFO,9971321710674973507,0.0003848075866699219,True,,enqueued,,12
41245,1024,update,1785062770.522659,1785062770.522659,1785062770.5218635,upsert,0,64,RateFIFO,9971321710674973507,0.0007956027984619141,True,,forwarded,,12
41245,1024,update,1785062770.5228252,,1785062770.5220466,upsert,3,64,RateFIFO,9971321710674973507,0.0007786750793457031,False,,suppressed,rate_limit,15
41245,1024,update,1785062770.5229282,,1785062770.5219622,upsert,1,64,RateFIFO,9971321710674973507,0.0009660720825195312,False,,suppressed,rate_limit,13
41245,1024,update,1785062770.5230136,,1785062770.5220096,upsert,2,64,RateFIFO,9971321710674973507,0.0010039806365966797,False,,suppressed,rate_limit,14
41245,4096,update,1785062782.5510046,,1785062782.5506618,upsert,0,64,RateFIFO,4650049274038987083,0.0003428459167480469,True,,enqueued,,16
41245,4096,update,1785062782.5512912,1785062782.5512912,1785062782.5506618,upsert,0,64,RateFIFO,4650049274038987083,0.000629425048828125,True,,forwarded,,16
41245,4096,update,1785062782.5513954,,1785062782.5507593,upsert,3,64,RateFIFO,4650049274038987083,0.0006361007690429688,False,,suppressed,rate_limit,19
41245,4096,update,1785062782.5514724,,1785062782.5507402,upsert,2,64,RateFIFO,4650049274038987083,0.0007321834564208984,False,,suppressed,rate_limit,18
41245,4096,update,1785062782.5515413,,1785062782.5507164,upsert,1,64,RateFIFO,4650049274038987083,0.0008249282836914062,False,,suppressed,rate_limit,17
41245,4096,update,1785062795.1567183,,1785062795.1562457,upsert,0,64,RateFIFO,3163096543987652428,0.0004725456237792969,True,,enqueued,,20
41245,4096,update,1785062795.1572418,1785062795.1572418,1785062795.1562457,upsert,0,64,RateFIFO,3163096543987652428,0.0009961128234863281,True,,forwarded,,20
41245,4096,update,1785062795.1574128,,1785062795.156436,upsert,3,64,RateFIFO,3163096543987652428,0.0009768009185791016,False,,suppressed,rate_limit,23
41245,4096,update,1785062795.1575484,,1785062795.156397,upsert,2,64,RateFIFO,3163096543987652428,0.0011513233184814453,False,,suppressed,rate_limit,22
41245,4096,update,1785062795.1576645,,1785062795.1563482,upsert,1,64,RateFIFO,3163096543987652428,0.0013163089752197266,False,,suppressed,rate_limit,21
41245,2048,update,1785062799.2270925,,1785062799.2265964,upsert,0,64,RateFIFO,10402019323283478844,0.0004961490631103516,True,,enqueued,,24
41245,2048,update,1785062799.227573,1785062799.227573,1785062799.2265964,upsert,0,64,RateFIFO,10402019323283478844,0.0009765625,True,,forwarded,,24
41245,2048,update,1785062799.227736,,1785062799.2267878,upsert,3,64,RateFIFO,10402019323283478844,0.0009481906890869141,False,,suppressed,rate_limit,27
41245,2048,update,1785062799.2278876,,1785062799.2267387,upsert,2,64,RateFIFO,10402019323283478844,0.0011489391326904297,False,,suppressed,rate_limit,26
41245,2048,update,1785062799.2280028,,1785062799.2266924,upsert,1,64,RateFIFO,10402019323283478844,0.0013103485107421875,False,,suppressed,rate_limit,25
41245,1024,update,1785062800.6190798,,1785062800.6186562,upsert,0,64,RateFIFO,14064140743279553366,0.00042366981506347656,False,,suppressed,rate_limit,28
41245,1024,update,1785062800.6194744,,1785062800.6188214,upsert,2,64,RateFIFO,14064140743279553366,0.0006530284881591797,False,,suppressed,rate_limit,30
41245,1024,update,1785062800.6196108,,1785062800.6187499,upsert,1,64,RateFIFO,14064140743279553366,0.0008609294891357422,False,,suppressed,rate_limit,29
41245,1024,update,1785062800.6197278,,1785062800.6188598,upsert,3,64,RateFIFO,14064140743279553366,0.0008680820465087891,False,,suppressed,rate_limit,31
41245,1024,update,1785062802.028015,,1785062802.0275145,upsert,0,64,RateFIFO,12376960631178457983,0.0005004405975341797,True,,enqueued,,32
41245,1024,update,1785062802.028473,1785062802.028473,1785062802.0275145,upsert,0,64,RateFIFO,12376960631178457983,0.0009584426879882812,True,,forwarded,,32
41245,1024,update,1785062802.0286272,,1785062802.0276508,upsert,2,64,RateFIFO,12376960631178457983,0.0009763240814208984,False,,suppressed,rate_limit,34
41245,1024,update,1785062802.0287294,,1785062802.0276883,upsert,3,64,RateFIFO,12376960631178457983,0.0010411739349365234,False,,suppressed,rate_limit,35
41245,1024,update,1785062802.0288377,,1785062802.0276072,upsert,1,64,RateFIFO,12376960631178457983,0.001230478286743164,False,,suppressed,rate_limit,33
41245,1024,update,1785062803.4336455,,1785062803.4332182,upsert,0,64,RateFIFO,947483498426156190,0.00042724609375,False,,suppressed,rate_limit,36
41245,1024,update,1785062803.434059,,1785062803.4333522,upsert,2,64,RateFIFO,947483498426156190,0.0007066726684570312,False,,suppressed,rate_limit,38
41245,1024,update,1785062803.4341977,,1785062803.4333072,upsert,1,64,RateFIFO,947483498426156190,0.0008904933929443359,False,,suppressed,rate_limit,37
41245,1024,update,1785062803.4343164,,1785062803.433388,upsert,3,64,RateFIFO,947483498426156190,0.0009284019470214844,False,,suppressed,rate_limit,39
41245,2048,update,1785062807.4231687,,1785062807.4226832,upsert,0,64,RateFIFO,3073007241776570211,0.00048542022705078125,True,,enqueued,,40
41245,2048,update,1785062807.4236593,1785062807.4236593,1785062807.4226832,upsert,0,64,RateFIFO,3073007241776570211,0.0009760856628417969,True,,forwarded,,40
41245,2048,update,1785062807.4238536,,1785062807.4228826,upsert,2,64,RateFIFO,3073007241776570211,0.0009710788726806641,False,,suppressed,rate_limit,42
41245,2048,update,1785062807.4239836,,1785062807.4228299,upsert,1,64,RateFIFO,3073007241776570211,0.001153707504272461,False,,suppressed,rate_limit,41
41245,2048,update,1785062807.4240952,,1785062807.4229217,upsert,3,64,RateFIFO,3073007241776570211,0.0011734962463378906,False,,suppressed,rate_limit,43
41245,4096,update,1785062820.0130775,,1785062820.012653,upsert,0,64,RateFIFO,14108233664250482536,0.00042438507080078125,True,,enqueued,,44
41245,4096,update,1785062820.013508,1785062820.013508,1785062820.012653,upsert,0,64,RateFIFO,14108233664250482536,0.0008549690246582031,True,,forwarded,,44
41245,4096,update,1785062820.0136611,,1785062820.012821,upsert,2,64,RateFIFO,14108233664250482536,0.0008401870727539062,False,,suppressed,rate_limit,46
41245,4096,update,1785062820.0137649,,1785062820.0127497,upsert,1,64,RateFIFO,14108233664250482536,0.0010151863098144531,False,,suppressed,rate_limit,45
41245,4096,update,1785062820.013884,,1785062820.0128593,upsert,3,64,RateFIFO,14108233664250482536,0.0010247230529785156,False,,suppressed,rate_limit,47
