experiment_id,experiment,evidence_type,locality,rep,baseline_policy,treatment_policy,workload_trace_hash,baseline_policy_order,treatment_policy_order,delta_ttft_p50_ms,delta_ttft_p95_ms,delta_latency_p95_ms,delta_observed_reuse_hit_rate,status
20260715_paired_latency_low_exact_rep11,paired_t4_latency_replay_v3,live_t4_vllm,low,11,load_only,exact,a3fe32835242ddf314a069ba5306051e11fed06bdf63ba12414d9ab8a4a52509,1,0,-7.912869000000001,-8.724675000000047,-23.994068999999968,0.171875,Current
20260715_paired_latency_low_sketch_k8_rep12,paired_t4_latency_replay_v3,live_t4_vllm,low,12,load_only,sketch_k8,18f09165d34354e927d790b8b8a152b72e63df9b27a68c1afd646ceacb8c47c8,2,0,7.790694000000002,6.197316000000001,343.978395,0.0078125,Current
20260715_paired_latency_low_sketch_k16_rep12,paired_t4_latency_replay_v3,live_t4_vllm,low,12,load_only,sketch_k16,18f09165d34354e927d790b8b8a152b72e63df9b27a68c1afd646ceacb8c47c8,2,1,6.5840980000000116,7.305002000000002,356.5290100000001,0.03515625,Current
20260715_paired_latency_low_exact_rep12,paired_t4_latency_replay_v3,live_t4_vllm,low,12,load_only,exact,18f09165d34354e927d790b8b8a152b72e63df9b27a68c1afd646ceacb8c47c8,2,3,-1.8811929999999961,-9.709689000000026,-14.999764000000027,0.125,Current
20260715_paired_latency_low_sketch_k8_rep13,paired_t4_latency_replay_v3,live_t4_vllm,low,13,load_only,sketch_k8,0bcf226aada9c21a4b6276ca65bf10baa3eedd229aded7ddc69cead3ac770e14,0,3,6.654678999999987,2.3872890000000098,329.05941699999994,0.046875,Current
20260715_paired_latency_low_sketch_k16_rep13,paired_t4_latency_replay_v3,live_t4_vllm,low,13,load_only,sketch_k16,0bcf226aada9c21a4b6276ca65bf10baa3eedd229aded7ddc69cead3ac770e14,0,1,8.088175000000007,-3.0820909999999913,313.51434100000006,0.0703125,Current
20260715_paired_latency_low_exact_rep13,paired_t4_latency_replay_v3,live_t4_vllm,low,13,load_only,exact,0bcf226aada9c21a4b6276ca65bf10baa3eedd229aded7ddc69cead3ac770e14,0,2,-2.257304000000005,-5.9293160000000285,-15.393938999999932,0.140625,Current
20260715_paired_latency_low_sketch_k8_rep14,paired_t4_latency_replay_v3,live_t4_vllm,low,14,load_only,sketch_k8,8f394c3feabd1ca23fac3ae61319ecb6c26059164584cbc4317ac2bb3e6720b4,2,0,10.352045000000004,1.6464190000000372,348.07468700000015,0.02734375,Current
20260715_paired_latency_low_sketch_k16_rep14,paired_t4_latency_replay_v3,live_t4_vllm,low,14,load_only,sketch_k16,8f394c3feabd1ca23fac3ae61319ecb6c26059164584cbc4317ac2bb3e6720b4,2,3,16.068757000000005,-0.97455599999995,316.3652840000001,0.0703125,Current
20260715_paired_latency_low_exact_rep14,paired_t4_latency_replay_v3,live_t4_vllm,low,14,load_only,exact,8f394c3feabd1ca23fac3ae61319ecb6c26059164584cbc4317ac2bb3e6720b4,2,1,-2.2345599999999877,-11.221910999999977,-21.074338999999895,0.1875,Current
20260715_paired_latency_low_sketch_k8_rep15,paired_t4_latency_replay_v3,live_t4_vllm,low,15,load_only,sketch_k8,89548d198bcae9d54866a48a20d9779a31ca16806e7be5e6be86e878f54a18e8,1,0,3.090023000000002,3.5009259999999927,333.46183499999995,0.02734375,Current
20260715_paired_latency_low_sketch_k16_rep15,paired_t4_latency_replay_v3,live_t4_vllm,low,15,load_only,sketch_k16,89548d198bcae9d54866a48a20d9779a31ca16806e7be5e6be86e878f54a18e8,1,2,1.6532379999999876,-1.0853250000000116,324.6736629999999,0.01953125,Current
20260715_paired_latency_low_exact_rep15,paired_t4_latency_replay_v3,live_t4_vllm,low,15,load_only,exact,89548d198bcae9d54866a48a20d9779a31ca16806e7be5e6be86e878f54a18e8,1,3,-7.609192000000007,-13.102187000000015,-30.572768999999994,0.1171875,Current
20260715_paired_latency_low_sketch_k8_rep16,paired_t4_latency_replay_v3,live_t4_vllm,low,16,load_only,sketch_k8,81a6cdd7ccc95f0922d2005643f295c752d464d34f13fc6edb6c580cd879ea8b,3,1,3.889922999999982,-2.190360000000055,317.621222,0.03515625,Current
20260715_paired_latency_low_sketch_k16_rep16,paired_t4_latency_replay_v3,live_t4_vllm,low,16,load_only,sketch_k16,81a6cdd7ccc95f0922d2005643f295c752d464d34f13fc6edb6c580cd879ea8b,3,0,6.933064999999999,3.2384079999999926,356.3423089999999,0.04296875,Current
20260715_paired_latency_low_exact_rep16,paired_t4_latency_replay_v3,live_t4_vllm,low,16,load_only,exact,81a6cdd7ccc95f0922d2005643f295c752d464d34f13fc6edb6c580cd879ea8b,3,2,-3.630268000000001,-8.296538000000055,-13.132352000000083,0.1640625,Current
20260715_paired_latency_low_sketch_k8_rep17,paired_t4_latency_replay_v3,live_t4_vllm,low,17,load_only,sketch_k8,1fc69114945abebfdde57fc09574bf113d0fbb62647668cba0189e61d161faf6,1,0,5.5063690000000065,3.761976000000004,314.6649490000001,0.03125,Current
20260715_paired_latency_low_sketch_k16_rep17,paired_t4_latency_replay_v3,live_t4_vllm,low,17,load_only,sketch_k16,1fc69114945abebfdde57fc09574bf113d0fbb62647668cba0189e61d161faf6,1,3,4.7226280000000145,7.852979000000005,355.466051,-0.00390625,Current
20260715_paired_latency_low_exact_rep17,paired_t4_latency_replay_v3,live_t4_vllm,low,17,load_only,exact,1fc69114945abebfdde57fc09574bf113d0fbb62647668cba0189e61d161faf6,1,2,-7.163625999999994,-5.4005939999999555,-30.099338999999986,0.17578125,Current
20260715_paired_latency_low_sketch_k8_rep18,paired_t4_latency_replay_v3,live_t4_vllm,low,18,load_only,sketch_k8,4ad1250164cba05d5f76043a04cb1ee0c4c73afa87827c26d0ef350b989a313c,2,0,8.201415999999995,0.5164609999999925,331.62501899999995,0.01953125,Current
20260715_paired_latency_low_sketch_k16_rep18,paired_t4_latency_replay_v3,live_t4_vllm,low,18,load_only,sketch_k16,4ad1250164cba05d5f76043a04cb1ee0c4c73afa87827c26d0ef350b989a313c,2,3,4.904268999999999,6.604391999999962,348.90104099999996,0.02734375,Current
20260715_paired_latency_low_exact_rep18,paired_t4_latency_replay_v3,live_t4_vllm,low,18,load_only,exact,4ad1250164cba05d5f76043a04cb1ee0c4c73afa87827c26d0ef350b989a313c,2,1,-3.5905190000000005,-11.219464000000016,-25.52953100000002,0.1484375,Current
20260715_paired_latency_low_sketch_k8_rep19,paired_t4_latency_replay_v3,live_t4_vllm,low,19,load_only,sketch_k8,08eb0e165508f53d4d6d72cc0aac6620a564892f681fd14df0094a510a08031e,3,2,6.218851000000001,-1.2420799999999872,329.7949350000001,0.0234375,Current
20260715_paired_latency_low_sketch_k16_rep19,paired_t4_latency_replay_v3,live_t4_vllm,low,19,load_only,sketch_k16,08eb0e165508f53d4d6d72cc0aac6620a564892f681fd14df0094a510a08031e,3,1,4.786662000000007,-16.44597299999998,307.41331000000014,0.03125,Current
20260715_paired_latency_low_exact_rep19,paired_t4_latency_replay_v3,live_t4_vllm,low,19,load_only,exact,08eb0e165508f53d4d6d72cc0aac6620a564892f681fd14df0094a510a08031e,3,0,-9.803725999999983,-18.74391099999997,-41.54700099999991,0.16796875,Current
20260715_paired_latency_medium_sketch_k8_rep0,paired_t4_latency_replay_v3,live_t4_vllm,medium,0,load_only,sketch_k8,7451b2b420855e747722da11f1259dcfa0135901126a9a6ca9734cb7bff12d90,2,3,5.61388199999999,5.283728000000025,225.20071099999996,0.01953125,Current
20260715_paired_latency_medium_sketch_k16_rep0,paired_t4_latency_replay_v3,live_t4_vllm,medium,0,load_only,sketch_k16,7451b2b420855e747722da11f1259dcfa0135901126a9a6ca9734cb7bff12d90,2,1,6.536829999999995,6.118425000000002,242.17121599999996,0.05078125,Current
20260715_paired_latency_medium_exact_rep0,paired_t4_latency_replay_v3,live_t4_vllm,medium,0,load_only,exact,7451b2b420855e747722da11f1259dcfa0135901126a9a6ca9734cb7bff12d90,2,0,-6.820928000000009,-20.191752999999977,93.92434500000002,0.08984375,Current
20260715_paired_latency_medium_sketch_k8_rep1,paired_t4_latency_replay_v3,live_t4_vllm,medium,1,load_only,sketch_k8,1e2e9ed5ed2188cc5e71536ca48c4dd8664e65f0f56eae71d9870d62b03cc6a8,1,2,8.174307999999996,6.345470999999975,220.97052899999994,0.01953125,Current
20260715_paired_latency_medium_sketch_k16_rep1,paired_t4_latency_replay_v3,live_t4_vllm,medium,1,load_only,sketch_k16,1e2e9ed5ed2188cc5e71536ca48c4dd8664e65f0f56eae71d9870d62b03cc6a8,1,0,3.156260000000003,17.627334999999988,251.21155199999998,0.06640625,Current
20260715_paired_latency_medium_exact_rep1,paired_t4_latency_replay_v3,live_t4_vllm,medium,1,load_only,exact,1e2e9ed5ed2188cc5e71536ca48c4dd8664e65f0f56eae71d9870d62b03cc6a8,1,3,-2.712473000000003,0.033410999999972546,-17.94895400000007,0.08984375,Current
20260715_paired_latency_medium_sketch_k8_rep2,paired_t4_latency_replay_v3,live_t4_vllm,medium,2,load_only,sketch_k8,8cac80d6e3df6b13b3fda2afc2508279baf7a223d0ab889d9aafdb347913e578,2,0,6.607106000000002,11.694725000000005,257.996854,0.0,Current
20260715_paired_latency_medium_sketch_k16_rep2,paired_t4_latency_replay_v3,live_t4_vllm,medium,2,load_only,sketch_k16,8cac80d6e3df6b13b3fda2afc2508279baf7a223d0ab889d9aafdb347913e578,2,1,4.871810999999994,17.401004999999998,262.09705299999996,0.02734375,Current
20260715_paired_latency_medium_exact_rep2,paired_t4_latency_replay_v3,live_t4_vllm,medium,2,load_only,exact,8cac80d6e3df6b13b3fda2afc2508279baf7a223d0ab889d9aafdb347913e578,2,3,-6.813907,-0.8835049999999853,36.69280099999992,0.0859375,Current
20260715_paired_latency_medium_sketch_k8_rep3,paired_t4_latency_replay_v3,live_t4_vllm,medium,3,load_only,sketch_k8,92c19bfdadb49bd51d377cebd214ffae1f685e995658c982bbf880a47a0f6d2e,0,2,11.469383000000008,12.477839999999986,258.414898,0.02734375,Current
20260715_paired_latency_medium_sketch_k16_rep3,paired_t4_latency_replay_v3,live_t4_vllm,medium,3,load_only,sketch_k16,92c19bfdadb49bd51d377cebd214ffae1f685e995658c982bbf880a47a0f6d2e,0,3,11.125872000000001,5.642831000000001,263.35164999999995,0.05859375,Current
20260715_paired_latency_medium_exact_rep3,paired_t4_latency_replay_v3,live_t4_vllm,medium,3,load_only,exact,92c19bfdadb49bd51d377cebd214ffae1f685e995658c982bbf880a47a0f6d2e,0,1,-0.513694000000001,-1.5849589999999978,97.47502999999995,0.125,Current
20260715_paired_latency_medium_sketch_k8_rep4,paired_t4_latency_replay_v3,live_t4_vllm,medium,4,load_only,sketch_k8,da63b549e372705f6e1f69955df2637f848d6dad62f7f5754cdc19f4750d7378,1,3,3.598977000000005,5.504324999999994,271.880219,0.07421875,Current
20260715_paired_latency_medium_sketch_k16_rep4,paired_t4_latency_replay_v3,live_t4_vllm,medium,4,load_only,sketch_k16,da63b549e372705f6e1f69955df2637f848d6dad62f7f5754cdc19f4750d7378,1,0,7.895038999999997,1.3938810000000217,265.199068,0.08984375,Current
20260715_paired_latency_medium_exact_rep4,paired_t4_latency_replay_v3,live_t4_vllm,medium,4,load_only,exact,da63b549e372705f6e1f69955df2637f848d6dad62f7f5754cdc19f4750d7378,1,2,-6.456646000000006,-12.713738999999975,28.994598999999994,0.15625,Current
20260715_paired_latency_medium_sketch_k8_rep5,paired_t4_latency_replay_v3,live_t4_vllm,medium,5,load_only,sketch_k8,d75c3cfb359e4e8abd0c17804cb8b3560e2d46a7bb7b530b7930f39c7d07ae92,0,2,10.155450000000002,5.482092999999992,87.41559000000007,0.01171875,Current
20260715_paired_latency_medium_sketch_k16_rep5,paired_t4_latency_replay_v3,live_t4_vllm,medium,5,load_only,sketch_k16,d75c3cfb359e4e8abd0c17804cb8b3560e2d46a7bb7b530b7930f39c7d07ae92,0,1,8.811588,7.973487000000006,56.63467600000001,0.08984375,Current
20260715_paired_latency_medium_exact_rep5,paired_t4_latency_replay_v3,live_t4_vllm,medium,5,load_only,exact,d75c3cfb359e4e8abd0c17804cb8b3560e2d46a7bb7b530b7930f39c7d07ae92,0,3,-0.4148830000000032,-8.230135000000018,-25.369822999999997,0.125,Current
20260715_paired_latency_medium_sketch_k8_rep6,paired_t4_latency_replay_v3,live_t4_vllm,medium,6,load_only,sketch_k8,ae80f56d02c115cba987316bfbe482d71f5120a57bf38009991f8f43ab61c0f9,0,3,7.777214999999998,24.736378000000002,302.8243759999999,0.02734375,Current
20260715_paired_latency_medium_sketch_k16_rep6,paired_t4_latency_replay_v3,live_t4_vllm,medium,6,load_only,sketch_k16,ae80f56d02c115cba987316bfbe482d71f5120a57bf38009991f8f43ab61c0f9,0,2,8.955560000000006,16.137331000000017,269.61763499999995,0.05859375,Current
20260715_paired_latency_medium_exact_rep6,paired_t4_latency_replay_v3,live_t4_vllm,medium,6,load_only,exact,ae80f56d02c115cba987316bfbe482d71f5120a57bf38009991f8f43ab61c0f9,0,1,-3.3098970000000065,-1.2588369999999998,6.95360699999992,0.12890625,Current
20260715_paired_latency_medium_sketch_k8_rep7,paired_t4_latency_replay_v3,live_t4_vllm,medium,7,load_only,sketch_k8,353259cbb3f88b224b692102ec714524684f6c38aa609aae7361b607a3bab8ee,0,3,7.898666999999989,-14.920506999999986,231.3107,0.0390625,Current
20260715_paired_latency_medium_sketch_k16_rep7,paired_t4_latency_replay_v3,live_t4_vllm,medium,7,load_only,sketch_k16,353259cbb3f88b224b692102ec714524684f6c38aa609aae7361b607a3bab8ee,0,2,9.71178599999999,0.0328269999999975,256.20220299999994,0.0703125,Current
20260715_paired_latency_medium_exact_rep7,paired_t4_latency_replay_v3,live_t4_vllm,medium,7,load_only,exact,353259cbb3f88b224b692102ec714524684f6c38aa609aae7361b607a3bab8ee,0,1,-5.683074000000005,-27.881153000000012,-42.79622500000005,0.140625,Current
20260715_paired_latency_medium_sketch_k8_rep8,paired_t4_latency_replay_v3,live_t4_vllm,medium,8,load_only,sketch_k8,d1ec5b9c7939359bc336df5ca0b6404d2df0975e03ae61abd22229e52995ecfb,1,0,9.362034999999992,9.424311999999986,309.28335100000004,0.03515625,Current
20260715_paired_latency_medium_sketch_k16_rep8,paired_t4_latency_replay_v3,live_t4_vllm,medium,8,load_only,sketch_k16,d1ec5b9c7939359bc336df5ca0b6404d2df0975e03ae61abd22229e52995ecfb,1,2,7.485344999999995,7.361053999999967,286.8133700000001,0.06640625,Current
20260715_paired_latency_medium_exact_rep8,paired_t4_latency_replay_v3,live_t4_vllm,medium,8,load_only,exact,d1ec5b9c7939359bc336df5ca0b6404d2df0975e03ae61abd22229e52995ecfb,1,3,0.3532809999999955,-9.335996000000023,117.96287100000006,0.1328125,Current
20260715_paired_latency_medium_sketch_k8_rep9,paired_t4_latency_replay_v3,live_t4_vllm,medium,9,load_only,sketch_k8,aede9b628beea9777d19fd7e2a0604417a24c53c7b971420d2810a677ecc5605,2,0,8.35155499999999,4.4177760000000035,251.076233,0.0078125,Current
20260715_paired_latency_medium_sketch_k16_rep9,paired_t4_latency_replay_v3,live_t4_vllm,medium,9,load_only,sketch_k16,aede9b628beea9777d19fd7e2a0604417a24c53c7b971420d2810a677ecc5605,2,1,5.469405999999992,7.388400999999988,280.99046899999996,0.05859375,Current
20260715_paired_latency_medium_exact_rep9,paired_t4_latency_replay_v3,live_t4_vllm,medium,9,load_only,exact,aede9b628beea9777d19fd7e2a0604417a24c53c7b971420d2810a677ecc5605,2,3,4.992467000000005,-1.0352350000000001,75.68528299999991,0.1015625,Current
20260715_paired_latency_medium_sketch_k8_rep10,paired_t4_latency_replay_v3,live_t4_vllm,medium,10,load_only,sketch_k8,29ceb025eb77a96f98631ddbdc682fe5cd715a92df55ef49b5f974d6e5e358ac,0,2,3.973657000000003,1.0804999999999723,278.882196,0.03125,Current
20260715_paired_latency_medium_sketch_k16_rep10,paired_t4_latency_replay_v3,live_t4_vllm,medium,10,load_only,sketch_k16,29ceb025eb77a96f98631ddbdc682fe5cd715a92df55ef49b5f974d6e5e358ac,0,3,1.830804999999998,2.740003999999999,281.936472,0.078125,Current
20260715_paired_latency_medium_exact_rep10,paired_t4_latency_replay_v3,live_t4_vllm,medium,10,load_only,exact,29ceb025eb77a96f98631ddbdc682fe5cd715a92df55ef49b5f974d6e5e358ac,0,1,-4.309747999999999,-19.028433000000007,121.68353100000002,0.09375,Current
20260715_paired_latency_medium_sketch_k8_rep11,paired_t4_latency_replay_v3,live_t4_vllm,medium,11,load_only,sketch_k8,6d4d5f3a65c954bbccfb2ad49e9473d7fd332fccc32411b018e8dd6cdd50c354,3,0,8.545285999999976,-1.758878999999979,265.615445,0.0234375,Current
20260715_paired_latency_medium_sketch_k16_rep11,paired_t4_latency_replay_v3,live_t4_vllm,medium,11,load_only,sketch_k16,6d4d5f3a65c954bbccfb2ad49e9473d7fd332fccc32411b018e8dd6cdd50c354,3,1,2.5373280000000022,4.0437840000000165,285.60189,0.0703125,Current
20260715_paired_latency_medium_exact_rep11,paired_t4_latency_replay_v3,live_t4_vllm,medium,11,load_only,exact,6d4d5f3a65c954bbccfb2ad49e9473d7fd332fccc32411b018e8dd6cdd50c354,3,2,-10.950441000000012,-18.74398400000001,-14.350537000000031,0.140625,Current
20260715_paired_latency_medium_sketch_k8_rep12,paired_t4_latency_replay_v3,live_t4_vllm,medium,12,load_only,sketch_k8,9b68ad4200afb910f5f518658af343673ec031a9d22e3b0702f2c73766784bd3,2,1,9.034098,0.6014499999999998,264.445961,-0.00390625,Current
20260715_paired_latency_medium_sketch_k16_rep12,paired_t4_latency_replay_v3,live_t4_vllm,medium,12,load_only,sketch_k16,9b68ad4200afb910f5f518658af343673ec031a9d22e3b0702f2c73766784bd3,2,0,6.164045000000016,7.6615639999999985,279.2780170000001,0.03515625,Current
20260715_paired_latency_medium_exact_rep12,paired_t4_latency_replay_v3,live_t4_vllm,medium,12,load_only,exact,9b68ad4200afb910f5f518658af343673ec031a9d22e3b0702f2c73766784bd3,2,3,-3.8284340000000014,-14.580878999999982,75.41321000000005,0.11328125,Current
20260715_paired_latency_medium_sketch_k8_rep13,paired_t4_latency_replay_v3,live_t4_vllm,medium,13,load_only,sketch_k8,32f5bdf6493e80f3d28fc0a699afd46b506d550982f88f8102ff62f6fe1b057b,0,1,6.925359999999998,-1.3651930000000334,273.0361730000001,0.03515625,Current
20260715_paired_latency_medium_sketch_k16_rep13,paired_t4_latency_replay_v3,live_t4_vllm,medium,13,load_only,sketch_k16,32f5bdf6493e80f3d28fc0a699afd46b506d550982f88f8102ff62f6fe1b057b,0,3,7.819550000000007,-5.526684000000046,266.88304300000004,0.07421875,Current
20260715_paired_latency_medium_exact_rep13,paired_t4_latency_replay_v3,live_t4_vllm,medium,13,load_only,exact,32f5bdf6493e80f3d28fc0a699afd46b506d550982f88f8102ff62f6fe1b057b,0,2,-6.459313000000009,-10.99235200000004,13.791049000000044,0.13671875,Current
20260715_paired_latency_medium_sketch_k8_rep14,paired_t4_latency_replay_v3,live_t4_vllm,medium,14,load_only,sketch_k8,8d23c10ff1bc81484ce843296905b584d87623b8f290157b47f9a722f8f7b2d4,0,3,4.43881300000001,0.9116340000000491,312.4027229999999,0.01953125,Current
20260715_paired_latency_medium_sketch_k16_rep14,paired_t4_latency_replay_v3,live_t4_vllm,medium,14,load_only,sketch_k16,8d23c10ff1bc81484ce843296905b584d87623b8f290157b47f9a722f8f7b2d4,0,1,6.9622209999999995,-3.7360629999999446,281.5737469999999,0.0546875,Current
20260715_paired_latency_medium_exact_rep14,paired_t4_latency_replay_v3,live_t4_vllm,medium,14,load_only,exact,8d23c10ff1bc81484ce843296905b584d87623b8f290157b47f9a722f8f7b2d4,0,2,-4.955027000000001,-15.337901999999985,61.467796999999905,0.11328125,Current
20260715_paired_latency_medium_sketch_k8_rep15,paired_t4_latency_replay_v3,live_t4_vllm,medium,15,load_only,sketch_k8,25d15c09396dd081b7569c9ee278bb05e0f20769e434976bfc3037ec1347a17e,3,0,9.68605199999999,-6.529917999999952,252.17050900000004,-0.00390625,Current
20260715_paired_latency_medium_sketch_k16_rep15,paired_t4_latency_replay_v3,live_t4_vllm,medium,15,load_only,sketch_k16,25d15c09396dd081b7569c9ee278bb05e0f20769e434976bfc3037ec1347a17e,3,1,9.771169999999984,-2.0577429999999595,279.33026499999994,0.05078125,Current
20260715_paired_latency_medium_exact_rep15,paired_t4_latency_replay_v3,live_t4_vllm,medium,15,load_only,exact,25d15c09396dd081b7569c9ee278bb05e0f20769e434976bfc3037ec1347a17e,3,2,-1.5692439999999976,-17.889785999999958,118.707449,0.140625,Current
20260715_paired_latency_medium_sketch_k8_rep16,paired_t4_latency_replay_v3,live_t4_vllm,medium,16,load_only,sketch_k8,cb9210788708d52698d2f3f49d701055a399030439a6c20b20f8a46b8a5527cb,0,2,6.874968999999993,2.729786000000047,284.9770719999999,-0.0078125,Current
20260715_paired_latency_medium_sketch_k16_rep16,paired_t4_latency_replay_v3,live_t4_vllm,medium,16,load_only,sketch_k16,cb9210788708d52698d2f3f49d701055a399030439a6c20b20f8a46b8a5527cb,0,1,6.5313759999999945,9.200641000000019,312.3124230000001,0.078125,Current
20260715_paired_latency_medium_exact_rep16,paired_t4_latency_replay_v3,live_t4_vllm,medium,16,load_only,exact,cb9210788708d52698d2f3f49d701055a399030439a6c20b20f8a46b8a5527cb,0,3,-4.9394840000000215,-13.301384999999982,137.31661999999994,0.125,Current
20260715_paired_latency_medium_sketch_k8_rep17,paired_t4_latency_replay_v3,live_t4_vllm,medium,17,load_only,sketch_k8,d5fd17e17f7479d745897a078c68a7b04fa50b18eca9679a325e654449738b5a,1,0,4.224208000000004,-2.784208000000035,267.0959099999999,0.0625,Current
20260715_paired_latency_medium_sketch_k16_rep17,paired_t4_latency_replay_v3,live_t4_vllm,medium,17,load_only,sketch_k16,d5fd17e17f7479d745897a078c68a7b04fa50b18eca9679a325e654449738b5a,1,2,1.5947460000000149,2.9693189999999845,295.5419989999999,0.046875,Current
20260715_paired_latency_medium_exact_rep17,paired_t4_latency_replay_v3,live_t4_vllm,medium,17,load_only,exact,d5fd17e17f7479d745897a078c68a7b04fa50b18eca9679a325e654449738b5a,1,3,-6.956982000000011,-10.600322000000006,-6.379121000000055,0.12109375,Current
20260715_paired_latency_medium_sketch_k8_rep18,paired_t4_latency_replay_v3,live_t4_vllm,medium,18,load_only,sketch_k8,b307a9e33983a440fabb40ceee84978aa2b44bab5a69f97bb158fbfca3f7ddbc,2,1,2.301776999999987,-5.140233999999964,287.89951999999994,0.0,Current
20260715_paired_latency_medium_sketch_k16_rep18,paired_t4_latency_replay_v3,live_t4_vllm,medium,18,load_only,sketch_k16,b307a9e33983a440fabb40ceee84978aa2b44bab5a69f97bb158fbfca3f7ddbc,2,3,1.4958279999999888,-5.029381999999998,279.66478800000004,0.04296875,Current
20260715_paired_latency_medium_exact_rep18,paired_t4_latency_replay_v3,live_t4_vllm,medium,18,load_only,exact,b307a9e33983a440fabb40ceee84978aa2b44bab5a69f97bb158fbfca3f7ddbc,2,0,-9.51432299999999,-20.468504999999993,167.41283199999998,0.09375,Current
20260715_paired_latency_medium_sketch_k8_rep19,paired_t4_latency_replay_v3,live_t4_vllm,medium,19,load_only,sketch_k8,f02e4d0e53cae5345947df76126c4489796f13f3d8c6b91ef1ff8a43bf6961e6,2,3,3.3798120000000154,6.118736000000013,322.5380029999999,0.05859375,Current
20260715_paired_latency_medium_sketch_k16_rep19,paired_t4_latency_replay_v3,live_t4_vllm,medium,19,load_only,sketch_k16,f02e4d0e53cae5345947df76126c4489796f13f3d8c6b91ef1ff8a43bf6961e6,2,0,5.031132000000014,1.1788530000000037,294.44108400000005,0.05859375,Current
20260715_paired_latency_medium_exact_rep19,paired_t4_latency_replay_v3,live_t4_vllm,medium,19,load_only,exact,f02e4d0e53cae5345947df76126c4489796f13f3d8c6b91ef1ff8a43bf6961e6,2,1,-10.266733999999985,-11.664510000000007,104.98699299999998,0.13671875,Current
