experiment,evidence_type,treatment_policy,baseline_policy,n_reps,status,exact_normalized_estimated_saved_prefill_mean,exact_normalized_estimated_saved_prefill_ci95_low,exact_normalized_estimated_saved_prefill_ci95_high,exact_normalized_estimated_saved_prefill_median,exact_normalized_estimated_saved_prefill_iqr,exact_normalized_physical_cached_tokens_mean,exact_normalized_physical_cached_tokens_ci95_low,exact_normalized_physical_cached_tokens_ci95_high,exact_normalized_physical_cached_tokens_median,exact_normalized_physical_cached_tokens_iqr,delta_mean_ttft_ms_mean,delta_mean_ttft_ms_ci95_low,delta_mean_ttft_ms_ci95_high,delta_mean_ttft_ms_median,delta_mean_ttft_ms_iqr,delta_ttft_p50_ms_mean,delta_ttft_p50_ms_ci95_low,delta_ttft_p50_ms_ci95_high,delta_ttft_p50_ms_median,delta_ttft_p50_ms_iqr,delta_ttft_p95_ms_mean,delta_ttft_p95_ms_ci95_low,delta_ttft_p95_ms_ci95_high,delta_ttft_p95_ms_median,delta_ttft_p95_ms_iqr,treatment_dispatcher_index_bytes_mean,treatment_dispatcher_index_bytes_ci95_low,treatment_dispatcher_index_bytes_ci95_high,treatment_dispatcher_index_bytes_median,treatment_dispatcher_index_bytes_iqr,treatment_estimated_saved_prefill_tokens_total_mean,treatment_estimated_saved_prefill_tokens_total_ci95_low,treatment_estimated_saved_prefill_tokens_total_ci95_high,treatment_estimated_saved_prefill_tokens_total_median,treatment_estimated_saved_prefill_tokens_total_iqr,treatment_physical_cached_tokens_total_mean,treatment_physical_cached_tokens_total_ci95_low,treatment_physical_cached_tokens_total_ci95_high,treatment_physical_cached_tokens_total_median,treatment_physical_cached_tokens_total_iqr
difficult_live_k_tradeoff_v5,live_t4_vllm,exact,load_only,2,Current,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,9.363938374999996,7.509278531250004,11.218598218749989,9.363938374999996,3.7093196874999848,-5.816011500000002,-11.395469000000006,-0.23655399999999815,-5.816011500000002,11.158915000000007,63.922076499999996,57.648819,70.19533399999999,63.922076499999996,12.546514999999985,3072.0,3072.0,3072.0,3072.0,0.0,26880.0,26880.0,26880.0,26880.0,0.0,67072.0,67072.0,67072.0,67072.0,0.0
difficult_live_k_tradeoff_v5,live_t4_vllm,sketch_k16_abstain,load_only,2,Current,0.6,0.6,0.6,0.6,0.0,0.28947996183206104,0.28912213740458015,0.289837786259542,0.28947996183206104,0.0007156488549618367,560.7050058125,559.9615087812499,561.44850284375,560.7050058125,1.4869940625001163,758.769968,752.305272,765.234664,758.769968,12.929392000000007,822.3173965000001,800.819731,843.815062,822.3173965000001,42.995330999999965,3616.0,3584.0,3648.0,3616.0,64.0,16128.0,16128.0,16128.0,16128.0,0.0,19416.0,19392.0,19440.0,19416.0,48.0
difficult_live_k_tradeoff_v5,live_t4_vllm,sketch_k16_affinity_first,load_only,2,Current,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,7.784594140624996,4.742452718750002,10.82673556249999,7.784594140624996,6.084282843749989,-5.72333050000001,-12.025455000000008,0.5787939999999878,-5.72333050000001,12.604248999999996,66.03248099999999,58.63193799999999,73.433024,66.03248099999999,14.801086000000012,3072.0,3072.0,3072.0,3072.0,0.0,26880.0,26880.0,26880.0,26880.0,0.0,67072.0,67072.0,67072.0,67072.0,0.0
difficult_live_k_tradeoff_v5,live_t4_vllm,sketch_k4_abstain,load_only,2,Current,0.5666666666666667,0.5333333333333333,0.6,0.5666666666666667,0.06666666666666665,0.2743320610687023,0.2588263358778626,0.289837786259542,0.2743320610687023,0.031011450381679406,608.05592878125,572.4792526250001,643.6326049375,608.05592878125,71.15335231249992,763.4513019999999,754.548148,772.354456,763.4513019999999,17.806308000000058,861.86487,808.1933,915.53644,861.86487,107.34313999999995,1408.0,1408.0,1408.0,1408.0,0.0,15232.0,14336.0,16128.0,15232.0,1792.0,18400.0,17360.0,19440.0,18400.0,2080.0
difficult_live_k_tradeoff_v5,live_t4_vllm,sketch_k4_affinity_first,load_only,2,Current,0.6333333333333333,0.6,0.6666666666666666,0.6333333333333333,0.06666666666666665,1.0,1.0,1.0,1.0,0.0,2.358230515625003,1.9710115312499994,2.7454495000000065,2.358230515625003,0.7744379687500071,-4.996321000000002,-9.461197999999996,-0.5314440000000076,-4.996321000000002,8.929753999999988,-0.9650449999999964,-1.7158529999999956,-0.21423699999999712,-0.9650449999999964,1.5016159999999985,1408.0,1408.0,1408.0,1408.0,0.0,17024.0,16128.0,17920.0,17024.0,1792.0,67072.0,67072.0,67072.0,67072.0,0.0
