experiment_id,experiment,evidence_type,code_commit,model,hardware,load_regime,interface,K,J,guard_ms,rep,repetitions,seed,workload_trace_hash,source_name,source_url,source_license,metric_scope,status,request_count,modeled_ttft_mean_ms,modeled_ttft_p50_ms,modeled_ttft_p95_ms,slo_miss_rate,saved_prefill_tokens_total,affinity_selected_rate,deadline_abstention_rate,raw_candidate_fanout_p95,evaluated_candidate_fanout_p95,dispatcher_index_bytes
20260716_slo_steady_slo_load_only_inf_rep0,slo_aware_interface_replay_v5,dispatcher_level_simulation,4d72fa16e12e68a3e577ebc82e94a6b4ef93c566,structural AgentTrace-derived state replay,CPU-only deterministic dispatcher simulation,steady,slo_load_only,inf,4,2.0,0,20,20260716,433a8eb6246165e1c822f93bf28ca39ffef57894d68ae0487a339b5b21bdbdb4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,Modeled TTFT/deadline outcomes; not live serving latency.,Current,767,33.09730719085347,28.057692307692378,80.07692307692287,0.0,964982.0,0.0,0.0,0.0,0.0,384
20260716_slo_steady_slo_sketch_coverage_8_rep0,slo_aware_interface_replay_v5,dispatcher_level_simulation,4d72fa16e12e68a3e577ebc82e94a6b4ef93c566,structural AgentTrace-derived state replay,CPU-only deterministic dispatcher simulation,steady,slo_sketch_coverage,8,4,2.0,0,20,20260716,433a8eb6246165e1c822f93bf28ca39ffef57894d68ae0487a339b5b21bdbdb4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,Modeled TTFT/deadline outcomes; not live serving latency.,Current,767,33.09730719085347,28.057692307692378,80.07692307692287,0.0,964982.0,0.0,0.1694915254237288,1.0,1.0,2432
20260716_slo_steady_slo_sketch_coverage_16_rep0,slo_aware_interface_replay_v5,dispatcher_level_simulation,4d72fa16e12e68a3e577ebc82e94a6b4ef93c566,structural AgentTrace-derived state replay,CPU-only deterministic dispatcher simulation,steady,slo_sketch_coverage,16,4,2.0,0,20,20260716,433a8eb6246165e1c822f93bf28ca39ffef57894d68ae0487a339b5b21bdbdb4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,Modeled TTFT/deadline outcomes; not live serving latency.,Current,767,33.09730719085347,28.057692307692378,80.07692307692287,0.0,964982.0,0.0,0.2777053455019557,1.0,1.0,4480
20260716_slo_steady_slo_sketch_coverage_32_rep0,slo_aware_interface_replay_v5,dispatcher_level_simulation,4d72fa16e12e68a3e577ebc82e94a6b4ef93c566,structural AgentTrace-derived state replay,CPU-only deterministic dispatcher simulation,steady,slo_sketch_coverage,32,4,2.0,0,20,20260716,433a8eb6246165e1c822f93bf28ca39ffef57894d68ae0487a339b5b21bdbdb4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,Modeled TTFT/deadline outcomes; not live serving latency.,Current,767,33.09730719085347,28.057692307692378,80.07692307692287,0.0,964982.0,0.0,0.41590612777053454,1.0,1.0,8576
20260716_slo_steady_slo_exact_inf_rep0,slo_aware_interface_replay_v5,dispatcher_level_simulation,4d72fa16e12e68a3e577ebc82e94a6b4ef93c566,structural AgentTrace-derived state replay,CPU-only deterministic dispatcher simulation,steady,slo_exact,inf,4,2.0,0,20,20260716,433a8eb6246165e1c822f93bf28ca39ffef57894d68ae0487a339b5b21bdbdb4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,Modeled TTFT/deadline outcomes; not live serving latency.,Current,767,33.09730719085347,28.057692307692378,80.07692307692287,0.0,964982.0,0.0,0.757496740547588,2.0,2.0,33152
20260716_slo_burst_slo_load_only_inf_rep0,slo_aware_interface_replay_v5,dispatcher_level_simulation,4d72fa16e12e68a3e577ebc82e94a6b4ef93c566,structural AgentTrace-derived state replay,CPU-only deterministic dispatcher simulation,burst,slo_load_only,inf,4,2.0,0,20,20260716,433a8eb6246165e1c822f93bf28ca39ffef57894d68ae0487a339b5b21bdbdb4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,Modeled TTFT/deadline outcomes; not live serving latency.,Current,767,40.82892889379204,34.23076923076951,96.36538461538476,0.009126466753585397,951112.0,0.0,0.0,0.0,0.0,384
20260716_slo_burst_slo_sketch_coverage_8_rep0,slo_aware_interface_replay_v5,dispatcher_level_simulation,4d72fa16e12e68a3e577ebc82e94a6b4ef93c566,structural AgentTrace-derived state replay,CPU-only deterministic dispatcher simulation,burst,slo_sketch_coverage,8,4,2.0,0,20,20260716,433a8eb6246165e1c822f93bf28ca39ffef57894d68ae0487a339b5b21bdbdb4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,Modeled TTFT/deadline outcomes; not live serving latency.,Current,767,40.82892889379204,34.23076923076951,96.36538461538476,0.009126466753585397,951112.0,0.0,0.14732724902216426,1.0,1.0,2432
20260716_slo_burst_slo_sketch_coverage_16_rep0,slo_aware_interface_replay_v5,dispatcher_level_simulation,4d72fa16e12e68a3e577ebc82e94a6b4ef93c566,structural AgentTrace-derived state replay,CPU-only deterministic dispatcher simulation,burst,slo_sketch_coverage,16,4,2.0,0,20,20260716,433a8eb6246165e1c822f93bf28ca39ffef57894d68ae0487a339b5b21bdbdb4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,Modeled TTFT/deadline outcomes; not live serving latency.,Current,767,40.82892889379204,34.23076923076951,96.36538461538476,0.009126466753585397,951112.0,0.0,0.258148631029987,1.0,1.0,4480
20260716_slo_burst_slo_sketch_coverage_32_rep0,slo_aware_interface_replay_v5,dispatcher_level_simulation,4d72fa16e12e68a3e577ebc82e94a6b4ef93c566,structural AgentTrace-derived state replay,CPU-only deterministic dispatcher simulation,burst,slo_sketch_coverage,32,4,2.0,0,20,20260716,433a8eb6246165e1c822f93bf28ca39ffef57894d68ae0487a339b5b21bdbdb4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,Modeled TTFT/deadline outcomes; not live serving latency.,Current,767,40.82892889379204,34.23076923076951,96.36538461538476,0.009126466753585397,951112.0,0.0,0.41590612777053454,1.0,1.0,8576
20260716_slo_burst_slo_exact_inf_rep0,slo_aware_interface_replay_v5,dispatcher_level_simulation,4d72fa16e12e68a3e577ebc82e94a6b4ef93c566,structural AgentTrace-derived state replay,CPU-only deterministic dispatcher simulation,burst,slo_exact,inf,4,2.0,0,20,20260716,433a8eb6246165e1c822f93bf28ca39ffef57894d68ae0487a339b5b21bdbdb4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,Modeled TTFT/deadline outcomes; not live serving latency.,Current,767,40.82892889379204,34.23076923076951,96.36538461538476,0.009126466753585397,951112.0,0.0,0.7744458930899609,2.0,2.0,33152
