experiment_id,rep,cell_id,policy,rho,workload,event,cell,update_id,owner,prefix_digest64,op,generation_time,dispatcher_arrival_time,coverage_tokens,payload_bytes
20260726_formal4t4_reuse_intensive_Adaptive@rho1.2_c01024_theta30_rep0,0,Adaptive@rho1.2_c01024_theta30,Adaptive,1.2,reuse_intensive,dispatcher_arrival,43507,0,0,15769623694692820738,upsert,1789714237.967998,1789714237.9709635,2048,64
20260726_formal4t4_reuse_intensive_Adaptive@rho1.2_c01024_theta30_rep0,0,Adaptive@rho1.2_c01024_theta30,Adaptive,1.2,reuse_intensive,dispatcher_arrival,43507,2,2,15769623694692820738,upsert,1789714237.968152,1789714237.9710727,2048,64
20260726_formal4t4_reuse_intensive_Adaptive@rho1.2_c01024_theta30_rep0,0,Adaptive@rho1.2_c01024_theta30,Adaptive,1.2,reuse_intensive,dispatcher_arrival,43507,4,0,12613465747135452669,upsert,1789714240.7923362,1789714240.7953331,2048,64
20260726_formal4t4_reuse_intensive_Adaptive@rho1.2_c01024_theta30_rep0,0,Adaptive@rho1.2_c01024_theta30,Adaptive,1.2,reuse_intensive,dispatcher_arrival,43507,7,3,12613465747135452669,upsert,1789714240.7925248,1789714240.7954204,2048,64
20260726_formal4t4_reuse_intensive_Adaptive@rho1.2_c01024_theta30_rep0,0,Adaptive@rho1.2_c01024_theta30,Adaptive,1.2,reuse_intensive,dispatcher_arrival,43507,8,0,12523743054995375112,upsert,1789714243.380813,1789714243.383748,2048,64
20260726_formal4t4_reuse_intensive_Adaptive@rho1.2_c01024_theta30_rep0,0,Adaptive@rho1.2_c01024_theta30,Adaptive,1.2,reuse_intensive,dispatcher_arrival,43507,11,3,12523743054995375112,upsert,1789714243.3809917,1789714243.3838274,2048,64
20260726_formal4t4_reuse_intensive_Adaptive@rho1.2_c01024_theta30_rep0,0,Adaptive@rho1.2_c01024_theta30,Adaptive,1.2,reuse_intensive,dispatcher_arrival,43507,12,0,9971321710674973507,upsert,1789714246.1887598,1789714246.191644,2048,64
20260726_formal4t4_reuse_intensive_Adaptive@rho1.2_c01024_theta30_rep0,0,Adaptive@rho1.2_c01024_theta30,Adaptive,1.2,reuse_intensive,dispatcher_arrival,43507,15,3,9971321710674973507,upsert,1789714246.188938,1789714246.1917224,2048,64
20260726_formal4t4_reuse_intensive_Adaptive@rho1.2_c01024_theta30_rep0,0,Adaptive@rho1.2_c01024_theta30,Adaptive,1.2,reuse_intensive,dispatcher_arrival,43507,16,0,4650049274038987083,upsert,1789714249.1255505,1789714249.128423,2048,64
20260726_formal4t4_reuse_intensive_Adaptive@rho1.2_c01024_theta30_rep0,0,Adaptive@rho1.2_c01024_theta30,Adaptive,1.2,reuse_intensive,dispatcher_arrival,43507,17,1,4650049274038987083,upsert,1789714249.1256435,1789714249.1285057,2048,64
20260726_formal4t4_reuse_intensive_Adaptive@rho1.2_c01024_theta30_rep0,0,Adaptive@rho1.2_c01024_theta30,Adaptive,1.2,reuse_intensive,dispatcher_arrival,43507,20,0,3163096543987652428,upsert,1789714251.962869,1789714251.9652233,2048,64
20260726_formal4t4_reuse_intensive_Adaptive@rho1.2_c01024_theta30_rep0,0,Adaptive@rho1.2_c01024_theta30,Adaptive,1.2,reuse_intensive,dispatcher_arrival,43507,21,1,3163096543987652428,upsert,1789714251.9629664,1789714251.9652724,2048,64
20260726_formal4t4_reuse_intensive_Adaptive@rho1.2_c01024_theta30_rep0,0,Adaptive@rho1.2_c01024_theta30,Adaptive,1.2,reuse_intensive,dispatcher_arrival,43507,24,0,10402019323283478844,upsert,1789714254.9500265,1789714254.951879,2048,64
20260726_formal4t4_reuse_intensive_Adaptive@rho1.2_c01024_theta30_rep0,0,Adaptive@rho1.2_c01024_theta30,Adaptive,1.2,reuse_intensive,dispatcher_arrival,43507,27,3,10402019323283478844,upsert,1789714254.9501474,1789714254.9519308,2048,64
20260726_formal4t4_reuse_intensive_Adaptive@rho1.2_c01024_theta30_rep0,0,Adaptive@rho1.2_c01024_theta30,Adaptive,1.2,reuse_intensive,dispatcher_arrival,43507,28,0,14064140743279553366,upsert,1789714257.9827971,1789714257.9856937,2048,64
20260726_formal4t4_reuse_intensive_Adaptive@rho1.2_c01024_theta30_rep0,0,Adaptive@rho1.2_c01024_theta30,Adaptive,1.2,reuse_intensive,dispatcher_arrival,43507,31,3,14064140743279553366,upsert,1789714257.9829748,1789714257.9857621,2048,64
