prefix_length,condition,n,ttft_mean_ms,ttft_std_ms,ttft_p50_ms,ttft_p95_ms,cached_tokens_mean
512,hit,15,44.3550466,1.53185263974993,44.606847,46.3580949,528.0
512,miss,15,149.21179986666667,5.988930071490174,149.408195,155.4528349,0.0
1024,hit,15,54.513400133333334,1.6890735167700186,54.628567,57.0756974,1040.0
1024,miss,15,370.61396433333334,56.18166901342242,338.822655,454.2552625,0.0
2048,hit,15,65.96360706666667,3.777678842317869,64.939828,70.61893490000001,2064.0
2048,miss,15,845.6086968666666,57.27319737992165,866.328764,913.6362089,0.0
4096,hit,15,97.957299,2.7204215762751067,97.519545,102.3978616,4112.0
4096,miss,15,2267.3502891333333,104.3757789582798,2252.614724,2405.699858,0.0
