rep,cell_id,policy,workload,rho,saved_prefill_retention_vs_ideal,delta_ttft_mean_ms_vs_ideal,delta_ttft_p95_ms_vs_ideal,delta_stale_fallback_rate_vs_ideal
0,StaticSemantic@rho0.5,StaticSemantic,reuse_intensive,0.5,0.9857181112202089,-32.89644893918921,-304.2220830000001,0.0
