rep,cell_id,policy,workload,rho,saved_prefill_retention_vs_ideal,delta_ttft_mean_ms_vs_ideal,delta_ttft_p95_ms_vs_ideal,delta_stale_fallback_rate_vs_ideal
0,FullSync@rho1.0,FullSync,reuse_intensive,1.0,0.5492957746478874,-197.15784374999987,-477.1876199999997,0.0
0,Adaptive@rho1.0,Adaptive,reuse_intensive,1.0,0.5492957746478874,-160.51941349999993,-572.3324049999999,0.0
