rep,cell_id,policy,workload,rho,saved_prefill_retention_vs_ideal,delta_ttft_mean_ms_vs_ideal,delta_ttft_p95_ms_vs_ideal,delta_stale_fallback_rate_vs_ideal
0,Adaptive@rho1.0+bg,Adaptive,reuse_intensive,1.0,0.8649966747949457,171.37522928125009,-294.97573999999986,0.0
1,Adaptive@rho1.0+bg,Adaptive,reuse_intensive,1.0,0.8780022874571102,-64.97745759374993,-117.20361400000002,0.0
2,Adaptive@rho1.0+bg,Adaptive,reuse_intensive,1.0,0.9612215220552593,-168.10743944791648,-172.45881000000008,0.0
3,Adaptive@rho1.0+bg,Adaptive,reuse_intensive,1.0,0.8931485304236705,337.9754768020832,22.234558000000106,0.0
4,Adaptive@rho1.0+bg,Adaptive,reuse_intensive,1.0,0.904367816091954,116.6862105312498,359.28376500000013,0.0
