rep,cell_id,policy,workload,rho,saved_prefill_retention_vs_ideal,delta_ttft_mean_ms_vs_ideal,delta_ttft_p95_ms_vs_ideal,delta_stale_fallback_rate_vs_ideal
0,RateFIFO@rho0.5,RateFIFO,reuse_intensive,0.5,0.9148965631836938,679.9237654966216,992.6188509999993,0.0
