experiment_id,experiment,evidence_type,code_commit,model,hardware,cell_id,relay_cell_id,policy,workload,policy_definition,wire_frame_bytes,wire_bytes_per_msg_assumed,rep,repetitions,seed,workload_trace_hash,zipf_alpha,pool_size,lineage_steps,distinct_lineages_total,phase_shift_at_request,n_requests,warmup_request_count,concurrency,fixed_output_tokens,kv_cache_tokens_per_instance_shadow,max_queue_relay,drain_timeout_s,topk,j,guard_ms,prefill_tokens_per_ms,queue_penalty_ms,cell_order_index,cell_order_sequence,generation_mode,vllm_cache_salt,semantic_prompt_contains_policy,metric_scope,status,request_count,overlap_fraction,overlap_seed_prefixes,overlap_seed_requests,cell_active_s,upserts_generated,upserts_per_s,offered_wire_bit_per_s,affinity_selection_rate,dispatch_state_age_defined_count,dispatch_state_age_mean_s,dispatch_state_age_p50_s,dispatch_state_age_p95_s,dispatcher_view_missing_at_dispatch_rate,source_view_false_negative_rate,source_view_false_positive_rate,physical_false_positive_affinity_rate,source_unique_prefixes_at_end,dispatcher_unique_prefixes_at_end,dispatcher_unique_prefixes_per_wire_byte,vllm_cached_token_rate,vllm_cached_tokens_total,vllm_cached_tokens_per_request,stale_fallback_count,stale_fallback_rate,mean_coverage_shortfall_tokens,ttft_mean_ms,ttft_p50_ms,ttft_p95_ms,ttft_p99_ms,latency_p50_ms,latency_p95_ms,throughput_requests_per_s,validation_attempt_count,validation_failure_count,fallback_count,incorrect_kv_reuse_count,retried_request_count,request_error_rate,rho,sig_bit_per_s,background_traffic,background_rate,relay_max_inflight,source_local_topk,gateway_global_topk,source_upserts_sent,source_tombstones_sent,source_suppressed_upserts,net_msgs_sent,net_msgs_delivered,net_wire_bytes_sent,net_undelivered_at_drain_end,ad_delivery_delay_mean_s,ad_delivery_delay_p50_s,ad_delivery_delay_p95_s,ad_delivery_delay_p99_s,tombstone_delay_p95_s,tc_sig_backlog_bytes_before,tc_sig_backlog_bytes_mid,tc_sig_backlog_bytes_after,tc_sig_dropped_after,tc_class110_sent_bytes_after,tc_class120_sent_bytes_after,tc_class120_sent_bytes_before,relay_forwarded,relay_drop_rate_limit,relay_drop_superseded,relay_drop_duplicate_holder,relay_drop_low_utility,relay_drop_queue_drop,relay_drop_expired,relay_max_queue
20260726_formal4t4_reuse_intensive_Ideal_rep0,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,b75605b64c52e03ab224d31761e6324b86b40dfd,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,Ideal,45871,Ideal,reuse_intensive,Immediate dispatcher visibility; no signaling cost; upper bound.,64,104,0,1,2026072620,7ebaa605991faa8fbd6a83ff523235757f4dbe6e557de44f3d033872ec994105,1.2,32,3,64,24,48,12,4,4,104544,4096,60.0,8,4,0.5,50.0,2.0,0,"Ideal,RateFIFO@rho0.8,RateFIFO@rho1.0,RateFIFO@rho1.2",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:calib_ratefifo_burst1_20260726:Ideal:rep0,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,36,0.25,8,32,34.670992779545486,80,2.3074043627385494,1919.760429798473,0.3055555555555556,18,4.10543602042728,3.543816089630127,10.512268304824829,0.0,0.0,0.0,0.0,28,28,0.0,1.0,58496.0,1624.888888888889,0,0.0,0.0,1020.7149498611111,455.472423,3083.881138,3412.82518,753.371296,3449.564239,1.0383319632323473,11,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260726_formal4t4_reuse_intensive_RateFIFO@rho0.8_rep0,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,b75605b64c52e03ab224d31761e6324b86b40dfd,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,RateFIFO@rho0.8,45872,RateFIFO,reuse_intensive,FIFO plus only a token bucket at the same physical signaling rate; no KV-state semantics.,64,104,0,1,2026072620,7ebaa605991faa8fbd6a83ff523235757f4dbe6e557de44f3d033872ec994105,1.2,32,3,64,24,48,12,4,4,104544,4096,60.0,8,4,0.5,50.0,2.0,1,"Ideal,RateFIFO@rho0.8,RateFIFO@rho1.0,RateFIFO@rho1.2",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:calib_ratefifo_burst1_20260726:RateFIFO@rho0.8:rep0,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,36,0.25,8,32,40.13892343360931,80,1.993077869473052,1658.2407874015794,0.25,18,16.492495510313248,12.03910493850708,33.66744637489319,0.2222222222222222,0.2222222222222222,0.0,0.0,28,15,0.0018028846153846155,1.0,43136.0,1198.2222222222222,0,0.0,0.0,1192.8994414722222,931.413881,3169.318321,3561.424043,1081.210091,3419.127711,0.8968850412628734,9,0,0,0,0,0.0,0.8,2399,False,none,4,False,0,80,0,0,80,20,8320,60,0.007579398155212402,0.003691434860229492,0.004531383514404297,0.0857536792755127,0.0,0,0,0,0,240798,1008,1008,20,60,0,0,0,0,0,1
20260726_formal4t4_reuse_intensive_RateFIFO@rho1.0_rep0,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,b75605b64c52e03ab224d31761e6324b86b40dfd,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,RateFIFO@rho1.0,45873,RateFIFO,reuse_intensive,FIFO plus only a token bucket at the same physical signaling rate; no KV-state semantics.,64,104,0,1,2026072620,7ebaa605991faa8fbd6a83ff523235757f4dbe6e557de44f3d033872ec994105,1.2,32,3,64,24,48,12,4,4,104544,4096,60.0,8,4,0.5,50.0,2.0,2,"Ideal,RateFIFO@rho0.8,RateFIFO@rho1.0,RateFIFO@rho1.2",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:calib_ratefifo_burst1_20260726:RateFIFO@rho1.0:rep0,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,36,0.25,8,32,41.0305431811139,80,1.9497670222611994,1622.2061625213178,0.25,18,16.866667217678494,11.719969987869263,34.74352049827576,0.2222222222222222,0.2222222222222222,0.0,0.0,28,15,0.0018028846153846155,1.0,43136.0,1198.2222222222222,0,0.0,0.0,1246.2087931111112,967.706545,3277.427157,3492.39448,1117.116703,3533.47154,0.8773951600175397,9,0,0,0,0,0.0,1.0,1919,False,none,4,False,0,80,0,0,80,20,8320,60,0.0079423189163208,0.003882169723510742,0.00511622428894043,0.08670330047607422,0.0,0,0,0,0,244990,1008,1008,20,60,0,0,0,0,0,1
20260726_formal4t4_reuse_intensive_RateFIFO@rho1.2_rep0,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,b75605b64c52e03ab224d31761e6324b86b40dfd,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,RateFIFO@rho1.2,45874,RateFIFO,reuse_intensive,FIFO plus only a token bucket at the same physical signaling rate; no KV-state semantics.,64,104,0,1,2026072620,7ebaa605991faa8fbd6a83ff523235757f4dbe6e557de44f3d033872ec994105,1.2,32,3,64,24,48,12,4,4,104544,4096,60.0,8,4,0.5,50.0,2.0,3,"Ideal,RateFIFO@rho0.8,RateFIFO@rho1.0,RateFIFO@rho1.2",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:calib_ratefifo_burst1_20260726:RateFIFO@rho1.2:rep0,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,36,0.25,8,32,41.25814155861735,80,1.939011234578763,1613.2573471695307,0.25,18,16.715084830919903,11.805149793624878,34.08380150794983,0.2222222222222222,0.2222222222222222,0.0,0.0,28,15,0.0018028846153846155,1.0,43136.0,1198.2222222222222,0,0.0,0.0,1205.0499599444445,935.289204,3293.854031,3524.531746,1084.572388,3565.101884,0.8725550555604433,9,0,0,0,0,0.0,1.2,1599,False,none,4,False,0,80,0,0,80,20,8320,60,0.007347512245178223,0.0037391185760498047,0.004602909088134766,0.08020901679992676,0.0,0,0,0,0,249182,1008,1008,20,60,0,0,0,0,0,1
