rep,cell_id,policy,workload,rho,saved_prefill_retention_vs_ideal,delta_ttft_mean_ms_vs_ideal,delta_ttft_p95_ms_vs_ideal,delta_stale_fallback_rate_vs_ideal
0,LatestOnly@rho0.5,LatestOnly,reuse_intensive,0.5,0.9668865606001811,100.34786960810811,523.3563780000004,0.0
