rep,cell_id,policy,workload,rho,saved_prefill_retention_vs_ideal,delta_ttft_mean_ms_vs_ideal,delta_ttft_p95_ms_vs_ideal,delta_stale_fallback_rate_vs_ideal
0,Adaptive@rho1.0,Adaptive,reuse_intensive,1.0,0.6717948717948717,439.4132840000001,200.39916400000038,0.0
0,FullSync@rho1.0,FullSync,reuse_intensive,1.0,0.6444444444444445,469.87777383333344,223.4998340000002,0.0
