experiment,evidence_type,mode,policy,K,n_reps,status,observed_reuse_hit_rate_mean,observed_reuse_hit_rate_ci95_low,observed_reuse_hit_rate_ci95_high,mean_reuse_coverage_mean,mean_reuse_coverage_ci95_low,mean_reuse_coverage_ci95_high,saved_prefill_tokens_total_mean,saved_prefill_tokens_total_ci95_low,saved_prefill_tokens_total_ci95_high,dispatcher_index_bytes_mean,dispatcher_index_bytes_ci95_low,dispatcher_index_bytes_ci95_high
agenttrace_structural_replay_v3,trace_derived_simulation,closed_loop,exact,inf,10,Current,1.0,1.0,1.0,0.8074530950042095,0.801142229193296,0.8139870316426937,98714.0,98474.3,99027.8,8576.0,8576.0,8576.0
agenttrace_structural_replay_v3,trace_derived_simulation,closed_loop,load_only,inf,10,Current,1.0,1.0,1.0,0.8069952831360684,0.8004562477243575,0.8138158291131534,98544.8,98392.2,98741.7,384.0,384.0,384.0
agenttrace_structural_replay_v3,trace_derived_simulation,closed_loop,sketch_k16,16,10,Current,1.0,1.0,1.0,0.8067784072202551,0.8000388296766946,0.8133484675238395,98534.6,98330.7,98852.3,1408.0,1408.0,1408.0
agenttrace_structural_replay_v3,trace_derived_simulation,closed_loop,sketch_k8,8,10,Current,1.0,1.0,1.0,0.8063359957500109,0.800275322868991,0.8131122928913437,98312.8,98304.0,98330.4,896.0,896.0,896.0
agenttrace_structural_replay_v3,trace_derived_simulation,frozen,exact,inf,10,Current,1.0,1.0,1.0,0.808220492261235,0.8017638618503107,0.8145952115872664,99087.4,98776.0,99423.4,8864.0,8832.0,8908.8
agenttrace_structural_replay_v3,trace_derived_simulation,frozen,load_only,inf,10,Current,1.0,1.0,1.0,0.8069644080310062,0.800484281321024,0.813710944918465,98575.1,98364.2,98820.8,384.0,384.0,384.0
agenttrace_structural_replay_v3,trace_derived_simulation,frozen,sketch_k16,16,10,Current,1.0,1.0,1.0,0.8080114433505784,0.801819385338533,0.8145521300758974,99041.2,98725.0,99382.0,4480.0,4480.0,4480.0
agenttrace_structural_replay_v3,trace_derived_simulation,frozen,sketch_k8,8,10,Current,1.0,1.0,1.0,0.8076660859266928,0.8014521145166241,0.814723508801981,98958.4,98637.1,99277.1,2432.0,2432.0,2432.0
