experiment_id,experiment,evidence_type,code_commit,source_dataset,source_url,source_license,source_file_sha256,source_raw_text_retained,model,hardware,mode,policy,K,J,rep,repetitions,seed,workload_trace_hash,request_count_total,warmup_request_count,cache_capacity,metric_scope,status,request_count,observed_reuse_hit_rate,mean_reuse_coverage,saved_prefill_tokens_total,raw_candidate_fanout_p95,evaluated_candidate_fanout_p95,dispatcher_index_bytes
20260715_agenttrace_frozen_load_only_rep0,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,load_only,inf,8,0,10,20260715,907f975a629a4d903b8adf910cda3ead32c7bf6a46569fb6dda01ae43e8a1644,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.8018074280307379,98314.0,0.0,0.0,384
20260715_agenttrace_frozen_sketch_k16_rep4,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,sketch_k16,16,8,4,10,20260715,f117c7bca95f04d484471f8ec446ba4f0a8b0ef68e7140e06d1ef9d936c6174d,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.8145174241039527,98639.0,4.0,4.0,4480
20260715_agenttrace_frozen_exact_rep4,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,exact,inf,8,4,10,20260715,f117c7bca95f04d484471f8ec446ba4f0a8b0ef68e7140e06d1ef9d936c6174d,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.815005905439411,98738.0,4.0,4.0,8896
20260715_agenttrace_closed_loop_load_only_rep4,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,load_only,inf,8,4,10,20260715,f117c7bca95f04d484471f8ec446ba4f0a8b0ef68e7140e06d1ef9d936c6174d,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.8148203399260765,98675.0,0.0,0.0,384
20260715_agenttrace_closed_loop_sketch_k8_rep4,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,sketch_k8,8,8,4,10,20260715,f117c7bca95f04d484471f8ec446ba4f0a8b0ef68e7140e06d1ef9d936c6174d,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.8133325982750996,98304.0,1.0,1.0,896
20260715_agenttrace_closed_loop_sketch_k16_rep4,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,sketch_k16,16,8,4,10,20260715,f117c7bca95f04d484471f8ec446ba4f0a8b0ef68e7140e06d1ef9d936c6174d,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.8141000513656074,98571.0,1.0,1.0,1408
20260715_agenttrace_closed_loop_exact_rep4,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,exact,inf,8,4,10,20260715,f117c7bca95f04d484471f8ec446ba4f0a8b0ef68e7140e06d1ef9d936c6174d,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.8149890448281605,98813.0,1.0,1.0,8576
20260715_agenttrace_frozen_load_only_rep5,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,load_only,inf,8,5,10,20260715,e17ddab5c4134079efbfc060558815bb5fc735a73c2efb550a1d54ff7d946cdf,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.8146460543283668,98304.0,0.0,0.0,384
20260715_agenttrace_frozen_sketch_k8_rep5,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,sketch_k8,8,8,5,10,20260715,e17ddab5c4134079efbfc060558815bb5fc735a73c2efb550a1d54ff7d946cdf,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.8168381817631657,98996.0,4.0,4.0,2432
20260715_agenttrace_frozen_sketch_k16_rep5,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,sketch_k16,16,8,5,10,20260715,e17ddab5c4134079efbfc060558815bb5fc735a73c2efb550a1d54ff7d946cdf,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.8168381817631657,98996.0,4.0,4.0,4480
20260715_agenttrace_frozen_exact_rep5,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,exact,inf,8,5,10,20260715,e17ddab5c4134079efbfc060558815bb5fc735a73c2efb550a1d54ff7d946cdf,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.8169153194013964,99021.0,4.0,4.0,8896
20260715_agenttrace_closed_loop_load_only_rep5,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,load_only,inf,8,5,10,20260715,e17ddab5c4134079efbfc060558815bb5fc735a73c2efb550a1d54ff7d946cdf,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.8147231919665975,98329.0,0.0,0.0,384
20260715_agenttrace_closed_loop_sketch_k8_rep5,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,sketch_k8,8,8,5,10,20260715,e17ddab5c4134079efbfc060558815bb5fc735a73c2efb550a1d54ff7d946cdf,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.8146460543283668,98304.0,1.0,1.0,896
20260715_agenttrace_closed_loop_sketch_k16_rep5,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,sketch_k16,16,8,5,10,20260715,e17ddab5c4134079efbfc060558815bb5fc735a73c2efb550a1d54ff7d946cdf,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.8146460543283668,98304.0,1.0,1.0,1408
20260715_agenttrace_closed_loop_exact_rep5,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,exact,inf,8,5,10,20260715,e17ddab5c4134079efbfc060558815bb5fc735a73c2efb550a1d54ff7d946cdf,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.8149524830719111,98402.0,1.0,1.0,8576
20260715_agenttrace_frozen_load_only_rep6,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,load_only,inf,8,6,10,20260715,0d1725e40089d8ce76fdc1cee45df7d4e6e556f866fd4335b6f0f5894b2f24f9,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.7994605528583002,98977.0,0.0,0.0,384
20260715_agenttrace_frozen_sketch_k8_rep6,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,sketch_k8,8,8,6,10,20260715,0d1725e40089d8ce76fdc1cee45df7d4e6e556f866fd4335b6f0f5894b2f24f9,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.7999465810367421,99127.0,4.0,4.0,2432
20260715_agenttrace_frozen_sketch_k16_rep6,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,sketch_k16,16,8,6,10,20260715,0d1725e40089d8ce76fdc1cee45df7d4e6e556f866fd4335b6f0f5894b2f24f9,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.8007352698177939,99333.0,4.0,4.0,4480
20260715_agenttrace_frozen_exact_rep6,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,exact,inf,8,6,10,20260715,0d1725e40089d8ce76fdc1cee45df7d4e6e556f866fd4335b6f0f5894b2f24f9,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.8008386127297934,99353.0,4.0,4.0,8832
20260715_agenttrace_closed_loop_load_only_rep6,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,load_only,inf,8,6,10,20260715,0d1725e40089d8ce76fdc1cee45df7d4e6e556f866fd4335b6f0f5894b2f24f9,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.7981749766827382,98413.0,0.0,0.0,384
20260715_agenttrace_closed_loop_sketch_k8_rep6,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,sketch_k8,8,8,6,10,20260715,0d1725e40089d8ce76fdc1cee45df7d4e6e556f866fd4335b6f0f5894b2f24f9,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.7977133352014969,98304.0,1.0,1.0,896
20260715_agenttrace_closed_loop_sketch_k16_rep6,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,sketch_k16,16,8,6,10,20260715,0d1725e40089d8ce76fdc1cee45df7d4e6e556f866fd4335b6f0f5894b2f24f9,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.7991034381540998,98762.0,1.0,1.0,1408
20260715_agenttrace_closed_loop_exact_rep6,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,exact,inf,8,6,10,20260715,0d1725e40089d8ce76fdc1cee45df7d4e6e556f866fd4335b6f0f5894b2f24f9,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.8004243841972702,99118.0,1.0,1.0,8576
20260715_agenttrace_frozen_load_only_rep7,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,load_only,inf,8,7,10,20260715,5bb9f0d417b518ff114f0f7a2161265186bc32b8b71e73f5a9a10e7a8d348a3b,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.8286633470493965,98321.0,0.0,0.0,384
20260715_agenttrace_frozen_sketch_k8_rep7,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,sketch_k8,8,8,7,10,20260715,5bb9f0d417b518ff114f0f7a2161265186bc32b8b71e73f5a9a10e7a8d348a3b,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.8285955509799733,98304.0,4.0,4.0,2432
20260715_agenttrace_frozen_sketch_k16_rep7,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,sketch_k16,16,8,7,10,20260715,5bb9f0d417b518ff114f0f7a2161265186bc32b8b71e73f5a9a10e7a8d348a3b,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.8285955509799733,98304.0,4.0,4.0,4480
20260715_agenttrace_frozen_exact_rep7,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,exact,inf,8,7,10,20260715,5bb9f0d417b518ff114f0f7a2161265186bc32b8b71e73f5a9a10e7a8d348a3b,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.8287378938051216,98336.0,4.0,4.0,9024
20260715_agenttrace_closed_loop_load_only_rep7,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,load_only,inf,8,7,10,20260715,5bb9f0d417b518ff114f0f7a2161265186bc32b8b71e73f5a9a10e7a8d348a3b,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.8289822699007076,98443.0,0.0,0.0,384
20260715_agenttrace_closed_loop_sketch_k8_rep7,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,sketch_k8,8,8,7,10,20260715,5bb9f0d417b518ff114f0f7a2161265186bc32b8b71e73f5a9a10e7a8d348a3b,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.8285955509799733,98304.0,1.0,1.0,896
20260715_agenttrace_closed_loop_sketch_k16_rep7,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,sketch_k16,16,8,7,10,20260715,5bb9f0d417b518ff114f0f7a2161265186bc32b8b71e73f5a9a10e7a8d348a3b,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.8285955509799733,98304.0,1.0,1.0,1408
20260715_agenttrace_closed_loop_exact_rep7,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,exact,inf,8,7,10,20260715,5bb9f0d417b518ff114f0f7a2161265186bc32b8b71e73f5a9a10e7a8d348a3b,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.8288207518391328,98402.0,1.0,1.0,8576
20260715_agenttrace_frozen_load_only_rep8,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,load_only,inf,8,8,10,20260715,02b3fefb4564fe5eccc6834c79cce8635bca04a4866290e68c555d324a0ae789,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.7894194344388775,98304.0,0.0,0.0,384
20260715_agenttrace_frozen_sketch_k8_rep8,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,sketch_k8,8,8,8,10,20260715,02b3fefb4564fe5eccc6834c79cce8635bca04a4866290e68c555d324a0ae789,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.7908155209292278,99054.0,4.0,4.0,2432
20260715_agenttrace_frozen_sketch_k16_rep8,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,sketch_k16,16,8,8,10,20260715,02b3fefb4564fe5eccc6834c79cce8635bca04a4866290e68c555d324a0ae789,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.7911493884505953,99124.0,4.0,4.0,4480
20260715_agenttrace_frozen_exact_rep8,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,exact,inf,8,8,10,20260715,02b3fefb4564fe5eccc6834c79cce8635bca04a4866290e68c555d324a0ae789,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.7914023208033785,99184.0,4.0,4.0,8832
20260715_agenttrace_closed_loop_load_only_rep8,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,load_only,inf,8,8,10,20260715,02b3fefb4564fe5eccc6834c79cce8635bca04a4866290e68c555d324a0ae789,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.7912560367385707,99144.0,0.0,0.0,384
