experiment,evidence_type,mode,policy,K,n_reps,status,observed_reuse_hit_rate_mean,observed_reuse_hit_rate_ci95_low,observed_reuse_hit_rate_ci95_high,mean_reuse_coverage_mean,mean_reuse_coverage_ci95_low,mean_reuse_coverage_ci95_high,saved_prefill_tokens_total_mean,saved_prefill_tokens_total_ci95_low,saved_prefill_tokens_total_ci95_high,dispatcher_index_bytes_mean,dispatcher_index_bytes_ci95_low,dispatcher_index_bytes_ci95_high
agenttrace_structural_replay_v3,trace_derived_simulation,closed_loop,exact,inf,10,Current,1.0,1.0,1.0,0.48825408112475,0.48334722702937766,0.4941394278098251,121933.4,119594.4,123913.3,8576.0,8576.0,8576.0
agenttrace_structural_replay_v3,trace_derived_simulation,closed_loop,load_only,inf,10,Current,1.0,1.0,1.0,0.4749408273330312,0.47005342690804497,0.47942199415692655,115092.1,113748.1,116455.4,384.0,384.0,384.0
agenttrace_structural_replay_v3,trace_derived_simulation,closed_loop,sketch_k16,16,10,Current,1.0,1.0,1.0,0.44759804566381545,0.44144001932293,0.45397579137056177,100627.1,99730.8,101768.7,1408.0,1408.0,1408.0
agenttrace_structural_replay_v3,trace_derived_simulation,closed_loop,sketch_k8,8,10,Current,1.0,1.0,1.0,0.4454493150749854,0.4393935341713935,0.4516862510006187,99248.7,98682.3,100092.8,896.0,896.0,896.0
agenttrace_structural_replay_v3,trace_derived_simulation,frozen,exact,inf,10,Current,1.0,1.0,1.0,0.483498604593545,0.4775505766990108,0.4899158252594933,117770.0,115259.9,120947.2,10700.8,10451.2,10950.4
agenttrace_structural_replay_v3,trace_derived_simulation,frozen,load_only,inf,10,Current,1.0,1.0,1.0,0.45478937139716485,0.4487900719466694,0.46011300786911186,103730.5,102552.8,105078.0,384.0,384.0,384.0
agenttrace_structural_replay_v3,trace_derived_simulation,frozen,sketch_k16,16,10,Current,1.0,1.0,1.0,0.4549359044109087,0.44978290251970676,0.4603686253375271,104552.1,102196.0,107346.2,4480.0,4480.0,4480.0
agenttrace_structural_replay_v3,trace_derived_simulation,frozen,sketch_k8,8,10,Current,1.0,1.0,1.0,0.44820862778249193,0.44224502772850327,0.4540417026991959,100679.0,100028.3,101468.8,2432.0,2432.0,2432.0
