experiment_id,rep,baseline_policy,treatment_policy,workload_trace_hash,status,exact_normalized_estimated_saved_prefill,exact_normalized_physical_cached_tokens,delta_mean_ttft_ms,treatment_mean_ttft_ms,delta_ttft_p50_ms,treatment_ttft_p50_ms,delta_ttft_p95_ms,treatment_ttft_p95_ms,delta_dispatcher_index_bytes,treatment_dispatcher_index_bytes,delta_estimated_saved_prefill_tokens_total,treatment_estimated_saved_prefill_tokens_total,delta_physical_cached_tokens_total,treatment_physical_cached_tokens_total,delta_mean_selected_coverage_tokens,treatment_mean_selected_coverage_tokens
20260720_crosssystem_eviction_sglang_approx_rep0,0,load_only,sglang_approx,9191dbefce608422aab2e70484a81daf58e1bcf16397204d509dd1e6ae200795,Current,1.0625,1.001399471310838,-258.2957804140626,902.8347826953125,-146.41863899999998,1089.944575,-23.01623699999982,1507.302114,8704.0,9088,69888.0,91392.0,74496.0,103040.0,624.0,816.0
20260720_crosssystem_eviction_preble_global_rep0,0,load_only,preble_global,9191dbefce608422aab2e70484a81daf58e1bcf16397204d509dd1e6ae200795,Current,1.0,1.0,-245.38962733593758,915.7409357734375,-154.13136600000007,1082.231848,-8.704874999999902,1521.613476,0.0,384,64512.0,86016.0,74352.0,102896.0,576.0,768.0
20260720_crosssystem_eviction_sketch_coverage_k16_rep0,0,load_only,sketch_coverage_k16,9191dbefce608422aab2e70484a81daf58e1bcf16397204d509dd1e6ae200795,Current,0.8125,0.8185352200279894,-229.21272820312504,931.91783490625,-92.79481299999998,1143.568401,-19.144677999999885,1511.173673,4096.0,4480,48384.0,69888.0,55680.0,84224.0,432.0,624.0
20260720_crosssystem_eviction_exact_rep0,0,load_only,exact,9191dbefce608422aab2e70484a81daf58e1bcf16397204d509dd1e6ae200795,Current,1.0,1.0,-315.43308800781256,845.6974751015625,-199.14721600000007,1037.215998,-219.00145299999986,1311.316898,6144.0,6528,64512.0,86016.0,74352.0,102896.0,576.0,768.0
20260720_crosssystem_eviction_sglang_approx_rep1,1,load_only,sglang_approx,8d77b67f3b57b990ae60f663a1bb750385e13e350fede1213a98f1aa57d5594b,Current,1.0666666666666667,1.001759235988942,-25.13267487500002,1174.7023726796874,-0.06397500000002765,1244.692498,111.09092099999998,1730.009307,9408.0,9792,34048.0,57344.0,33056.0,63776.0,304.0,512.0
20260720_crosssystem_eviction_preble_global_rep1,1,load_only,preble_global,8d77b67f3b57b990ae60f663a1bb750385e13e350fede1213a98f1aa57d5594b,Current,1.0,1.0,-55.30743972656251,1144.527607828125,-9.631395999999995,1235.125077,130.66370400000005,1749.58209,0.0,384,30464.0,53760.0,32944.0,63664.0,272.0,480.0
20260720_crosssystem_eviction_sketch_coverage_k16_rep1,1,load_only,sketch_coverage_k16,8d77b67f3b57b990ae60f663a1bb750385e13e350fede1213a98f1aa57d5594b,Current,0.8,0.8396582055792913,-127.11459114062495,1072.7204564140625,-80.60552199999984,1164.150951,-66.36405300000001,1552.554333,4096.0,4480,19712.0,43008.0,22736.0,53456.0,176.0,384.0
20260720_crosssystem_eviction_exact_rep1,1,load_only,exact,8d77b67f3b57b990ae60f663a1bb750385e13e350fede1213a98f1aa57d5594b,Current,1.0,1.0,-134.93119072656236,1064.903856828125,-129.1477,1115.608773,-57.73044200000004,1561.187944,6144.0,6528,30464.0,53760.0,32944.0,63664.0,272.0,480.0
20260720_crosssystem_eviction_sglang_approx_rep2,2,load_only,sglang_approx,d5755bd0b7b1aa7f6812a4fb5e21d0eadef6f9a413cd8b5cbb618ce3453ccc56,Current,1.1,1.0226429101707497,-90.96915830468743,1182.6734222578125,-110.75958999999989,1268.567467,46.68871000000013,1821.319289,8768.0,9152,50176.0,78848.0,51392.0,88160.0,448.0,704.0
20260720_crosssystem_eviction_preble_global_rep2,2,load_only,preble_global,d5755bd0b7b1aa7f6812a4fb5e21d0eadef6f9a413cd8b5cbb618ce3453ccc56,Current,1.0,1.0,-102.47126123437488,1171.171319328125,-52.91871500000002,1326.408342,126.885264,1901.515843,0.0,384,43008.0,71680.0,49440.0,86208.0,384.0,640.0
20260720_crosssystem_eviction_sketch_coverage_k16_rep2,2,load_only,sketch_coverage_k16,d5755bd0b7b1aa7f6812a4fb5e21d0eadef6f9a413cd8b5cbb618ce3453ccc56,Current,0.875,0.8812175204157386,-188.720474421875,1084.922106140625,-128.564077,1250.76298,-151.53913599999987,1623.091443,4096.0,4480,34048.0,62720.0,39200.0,75968.0,304.0,560.0
20260720_crosssystem_eviction_exact_rep2,2,load_only,exact,d5755bd0b7b1aa7f6812a4fb5e21d0eadef6f9a413cd8b5cbb618ce3453ccc56,Current,1.0,1.0,-133.02027380468735,1140.6223067578126,-121.06053700000007,1258.26652,-19.46044699999993,1755.170132,6144.0,6528,43008.0,71680.0,49440.0,86208.0,384.0,640.0
20260720_crosssystem_eviction_sglang_approx_rep3,3,load_only,sglang_approx,6b648f05f7ff1775613ff76719b7716754e1d0728891ca927bc3c3363ae8edbd,Current,1.1,0.9960402071276272,-140.36046241406257,1126.825990859375,-146.41532200000006,1259.22608,345.5546280000001,2172.576462,8000.0,8384,66304.0,98560.0,63824.0,104640.0,592.0,880.0
20260720_crosssystem_eviction_preble_global_rep3,3,load_only,preble_global,6b648f05f7ff1775613ff76719b7716754e1d0728891ca927bc3c3363ae8edbd,Current,1.0,1.0,-157.9967842890626,1109.189668984375,-122.92071499999997,1282.720687,44.03149300000018,1871.053327,0.0,384,57344.0,89600.0,64240.0,105056.0,512.0,800.0
20260720_crosssystem_eviction_sketch_coverage_k16_rep3,3,load_only,sketch_coverage_k16,6b648f05f7ff1775613ff76719b7716754e1d0728891ca927bc3c3363ae8edbd,Current,0.9,0.9214133414559854,-221.7680429375,1045.4184103359376,-94.16865899999993,1311.472743,-83.21589199999994,1743.805942,4096.0,4480,48384.0,80640.0,55984.0,96800.0,432.0,720.0
20260720_crosssystem_eviction_exact_rep3,3,load_only,exact,6b648f05f7ff1775613ff76719b7716754e1d0728891ca927bc3c3363ae8edbd,Current,1.0,1.0,-172.2723076015625,1094.914145671875,-106.09597200000007,1299.54543,-60.46111799999994,1766.560716,6144.0,6528,57344.0,89600.0,64240.0,105056.0,512.0,800.0
20260720_crosssystem_eviction_sglang_approx_rep4,4,load_only,sglang_approx,81af3ef4e7af8c33b9b184427b4a5e3d4d0971655ce80d3a834bae4e13537e69,Current,1.0816326530612246,1.0175465838509317,-308.0308368750002,1130.9326969921874,-136.584564,1382.541125,-70.99131399999987,1988.579671,8384.0,8768,73472.0,94976.0,76160.0,104848.0,656.0,848.0
20260720_crosssystem_eviction_preble_global_rep4,4,load_only,preble_global,81af3ef4e7af8c33b9b184427b4a5e3d4d0971655ce80d3a834bae4e13537e69,Current,1.0,1.0,-333.3967471953126,1105.566786671875,-204.72467600000004,1314.401013,-134.33454399999982,1925.236441,0.0,384,66304.0,87808.0,74352.0,103040.0,592.0,784.0
20260720_crosssystem_eviction_sketch_coverage_k16_rep4,4,load_only,sketch_coverage_k16,81af3ef4e7af8c33b9b184427b4a5e3d4d0971655ce80d3a834bae4e13537e69,Current,0.7551020408163265,0.778416149068323,-230.43420870312502,1208.5293251640626,-97.87430199999994,1421.251387,-96.87760999999978,1962.693375,4096.0,4480,44800.0,66304.0,51520.0,80208.0,400.0,592.0
20260720_crosssystem_eviction_exact_rep4,4,load_only,exact,81af3ef4e7af8c33b9b184427b4a5e3d4d0971655ce80d3a834bae4e13537e69,Current,1.0,1.0,-389.26521270312514,1049.6983211640625,-247.232348,1271.893341,-222.03194599999983,1837.539039,6144.0,6528,66304.0,87808.0,74352.0,103040.0,592.0,784.0
20260720_crosssystem_eviction_sglang_approx_rep5,5,load_only,sglang_approx,c4ef7c54d2b517fb02f40519d1c8dbdb9fc6d891764cc748c5f6142632691b60,Current,1.05,0.9998142989786444,-263.17992971093736,1231.663079375,-158.30143900000007,1395.850942,-83.19909399999983,2041.900644,8832.0,9216,55552.0,75264.0,59552.0,86144.0,496.0,672.0
20260720_crosssystem_eviction_preble_global_rep5,5,load_only,preble_global,c4ef7c54d2b517fb02f40519d1c8dbdb9fc6d891764cc748c5f6142632691b60,Current,1.0,1.0,-258.2747003984375,1236.5683086875,-122.59167900000011,1431.560702,-36.892105999999785,2088.207632,0.0,384,51968.0,71680.0,59568.0,86160.0,464.0,640.0
20260720_crosssystem_eviction_sketch_coverage_k16_rep5,5,load_only,sketch_coverage_k16,c4ef7c54d2b517fb02f40519d1c8dbdb9fc6d891764cc748c5f6142632691b60,Current,0.85,0.8562674094707521,-178.36428149999983,1316.4787275859376,-84.64803700000016,1469.504344,-26.174081000000115,2098.925657,4096.0,4480,41216.0,60928.0,47184.0,73776.0,368.0,544.0
20260720_crosssystem_eviction_exact_rep5,5,load_only,exact,c4ef7c54d2b517fb02f40519d1c8dbdb9fc6d891764cc748c5f6142632691b60,Current,1.0,1.0,-286.81902785937496,1208.0239812265625,-159.4070760000002,1394.745305,-166.95528799999988,1958.14445,6144.0,6528,51968.0,71680.0,59568.0,86160.0,464.0,640.0
20260720_crosssystem_eviction_sglang_approx_rep6,6,load_only,sglang_approx,626872a783ec4be8a67053c17525a0d93b5b77b125fd3c4bd69c95e09b73a281,Current,1.0869565217391304,0.9403081914030819,28.575271757812516,1411.578732703125,33.055745000000115,1535.935154,172.64569099999972,2293.068598,8768.0,9152,53760.0,89600.0,47600.0,92752.0,480.0,800.0
20260720_crosssystem_eviction_preble_global_rep6,6,load_only,preble_global,626872a783ec4be8a67053c17525a0d93b5b77b125fd3c4bd69c95e09b73a281,Current,1.0,1.0,-134.00103454687496,1249.0024263984376,-23.002822999999808,1479.876586,-102.14444700000013,2018.27846,0.0,384,46592.0,82432.0,53488.0,98640.0,416.0,736.0
20260720_crosssystem_eviction_sketch_coverage_k16_rep6,6,load_only,sketch_coverage_k16,626872a783ec4be8a67053c17525a0d93b5b77b125fd3c4bd69c95e09b73a281,Current,0.782608695652174,0.7915652879156528,33.2217625078124,1416.225223453125,53.895979000000125,1556.775388,124.85634600000003,2245.279253,4096.0,4480,28672.0,64512.0,32928.0,78080.0,256.0,576.0
20260720_crosssystem_eviction_exact_rep6,6,load_only,exact,626872a783ec4be8a67053c17525a0d93b5b77b125fd3c4bd69c95e09b73a281,Current,1.0,1.0,-36.06690301562503,1346.9365579296875,43.14739600000007,1546.026805,100.17554299999983,2220.59845,6144.0,6528,46592.0,82432.0,53488.0,98640.0,416.0,736.0
20260720_crosssystem_eviction_sglang_approx_rep7,7,load_only,sglang_approx,3b7607db6fd7cd4ccd3f47ed09339984df850615aed0defcbbb58fb528393546,Current,1.1304347826086956,0.9798668615034908,-195.17151664843755,1382.0478030859374,-75.08749499999999,1599.940824,-2.6034209999997984,2337.954933,8576.0,8960,68096.0,93184.0,63760.0,96560.0,608.0,832.0
20260720_crosssystem_eviction_preble_global_rep7,7,load_only,preble_global,3b7607db6fd7cd4ccd3f47ed09339984df850615aed0defcbbb58fb528393546,Current,1.0,1.0,-329.826440140625,1247.39287959375,-154.32895800000006,1520.699361,-194.7513829999998,2145.806971,0.0,384,57344.0,82432.0,65744.0,98544.0,512.0,736.0
20260720_crosssystem_eviction_sketch_coverage_k16_rep7,7,load_only,sketch_coverage_k16,3b7607db6fd7cd4ccd3f47ed09339984df850615aed0defcbbb58fb528393546,Current,0.6521739130434783,0.6679655788277318,-174.13281240624997,1403.086507328125,-42.081725000000006,1632.946594,-121.81627499999968,2218.742079,4096.0,4480,28672.0,53760.0,33024.0,65824.0,256.0,480.0
20260720_crosssystem_eviction_exact_rep7,7,load_only,exact,3b7607db6fd7cd4ccd3f47ed09339984df850615aed0defcbbb58fb528393546,Current,1.0,1.0,-346.8088021953124,1230.4105175390625,-200.24727400000006,1474.781045,-201.7492229999998,2138.809131,6144.0,6528,57344.0,82432.0,65744.0,98544.0,512.0,736.0
20260720_crosssystem_eviction_sglang_approx_rep8,8,load_only,sglang_approx,8eab11591eff05b1fea21a9aab64539b99e63b9f520a19d2be5ac1f53fc73655,Current,1.1714285714285715,0.9997888959256913,-81.209020328125,1528.3583945625,-84.387205,1646.577993,85.43193199999996,2494.961674,9152.0,9536,48384.0,73472.0,43152.0,75776.0,432.0,656.0
20260720_crosssystem_eviction_preble_global_rep8,8,load_only,preble_global,8eab11591eff05b1fea21a9aab64539b99e63b9f520a19d2be5ac1f53fc73655,Current,1.0,1.0,-139.42600489843744,1470.1414099921876,-93.76093500000002,1637.204263,-59.07914200000005,2350.4506,0.0,384,37632.0,62720.0,43168.0,75792.0,336.0,560.0
20260720_crosssystem_eviction_sketch_coverage_k16_rep8,8,load_only,sketch_coverage_k16,8eab11591eff05b1fea21a9aab64539b99e63b9f520a19d2be5ac1f53fc73655,Current,0.6285714285714286,0.6493561325733587,-93.50619313281254,1516.0612217578125,-152.84805900000015,1578.117139,-165.20910900000035,2244.320633,4096.0,4480,14336.0,39424.0,16592.0,49216.0,128.0,352.0
20260720_crosssystem_eviction_exact_rep8,8,load_only,exact,8eab11591eff05b1fea21a9aab64539b99e63b9f520a19d2be5ac1f53fc73655,Current,1.0,1.0,-137.75351392187508,1471.81390096875,-113.801199,1617.163999,-118.68845899999997,2290.841283,6144.0,6528,37632.0,62720.0,43168.0,75792.0,336.0,560.0
20260720_crosssystem_eviction_sglang_approx_rep9,9,load_only,sglang_approx,b72fb79f34564c8e3ba13aec5f9679cedfa82d68c237409f08eeaddaec45a6b7,Current,1.0930232558139534,0.9788854274835583,-182.5297820156252,1514.5172199921874,-177.63921300000015,1642.712838,158.89610300000004,2586.442976,8832.0,9216,60928.0,84224.0,59952.0,90496.0,544.0,752.0
20260720_crosssystem_eviction_preble_global_rep9,9,load_only,preble_global,b72fb79f34564c8e3ba13aec5f9679cedfa82d68c237409f08eeaddaec45a6b7,Current,1.0,1.0,-231.4168937812501,1465.6301082265625,-105.23549000000003,1715.116561,34.96040700000003,2462.50728,0.0,384,53760.0,77056.0,61904.0,92448.0,480.0,688.0
20260720_crosssystem_eviction_sketch_coverage_k16_rep9,9,load_only,sketch_coverage_k16,b72fb79f34564c8e3ba13aec5f9679cedfa82d68c237409f08eeaddaec45a6b7,Current,0.6976744186046512,0.6898580823814469,-152.2964493671875,1544.750552640625,-122.77388600000018,1697.578165,50.50521000000026,2478.052083,4096.0,4480,30464.0,53760.0,33232.0,63776.0,272.0,480.0
20260720_crosssystem_eviction_exact_rep9,9,load_only,exact,b72fb79f34564c8e3ba13aec5f9679cedfa82d68c237409f08eeaddaec45a6b7,Current,1.0,1.0,-275.0451524453126,1422.0018495625,-135.62876400000005,1684.723287,-60.58381799999961,2366.963055,6144.0,6528,53760.0,77056.0,61904.0,92448.0,480.0,688.0
20260720_crosssystem_eviction_sglang_approx_rep10,10,load_only,sglang_approx,928c86002c70865ffa259d8411739ed92c8fe88978c9a0bcf1fe908e37f3a4af,Current,1.0625,1.0201651317878693,-374.79277933593767,1361.587473671875,-178.88042400000018,1616.730359,-187.22564899999998,2436.891532,8512.0,8896,64512.0,91392.0,68064.0,102800.0,576.0,816.0
20260720_crosssystem_eviction_preble_global_rep10,10,load_only,preble_global,928c86002c70865ffa259d8411739ed92c8fe88978c9a0bcf1fe908e37f3a4af,Current,1.0,1.0,-212.5905286953125,1523.7897243125,-156.38201700000013,1639.228766,227.84183600000006,2851.959017,0.0,384,59136.0,86016.0,66032.0,100768.0,528.0,768.0
