experiment_id,experiment,evidence_type,code_commit,model,hardware,cell_id,policy,wire_frame_bytes,wire_bytes_per_msg_assumed,rep,repetitions,seed,workload_trace_hash,zipf_alpha,pool_size,lineage_steps,distinct_lineages_total,phase_shift_at_request,n_requests,warmup_request_count,concurrency,fixed_output_tokens,kv_cache_tokens_per_instance_shadow,max_queue_relay,drain_timeout_s,topk,j,guard_ms,prefill_tokens_per_ms,queue_penalty_ms,cell_order_index,cell_order_sequence,generation_mode,vllm_cache_salt,semantic_prompt_contains_policy,metric_scope,status,request_count,overlap_fraction,overlap_seed_prefixes,overlap_seed_requests,cell_active_s,upserts_generated,upserts_per_s,offered_wire_bit_per_s,affinity_selection_rate,dispatch_state_age_defined_count,dispatch_state_age_mean_s,dispatch_state_age_p50_s,dispatch_state_age_p95_s,dispatcher_view_missing_at_dispatch_rate,source_view_false_negative_rate,source_view_false_positive_rate,physical_false_positive_affinity_rate,source_unique_prefixes_at_end,dispatcher_unique_prefixes_at_end,dispatcher_unique_prefixes_per_wire_byte,vllm_cached_token_rate,vllm_cached_tokens_total,stale_fallback_count,stale_fallback_rate,mean_coverage_shortfall_tokens,ttft_mean_ms,ttft_p50_ms,ttft_p95_ms,latency_p50_ms,latency_p95_ms,retried_request_count,request_error_rate,rho,sig_bit_per_s,background_traffic,relay_max_inflight,source_local_topk,gateway_global_topk,source_upserts_sent,source_tombstones_sent,source_suppressed_upserts,net_msgs_sent,net_msgs_delivered,net_wire_bytes_sent,net_undelivered_at_drain_end,ad_delivery_delay_mean_s,ad_delivery_delay_p50_s,ad_delivery_delay_p95_s,ad_delivery_delay_p99_s,tombstone_delay_p95_s,tc_sig_backlog_bytes_before,tc_sig_backlog_bytes_mid,tc_sig_backlog_bytes_after,tc_sig_dropped_after,tc_class110_sent_bytes_after,tc_class120_sent_bytes_after,tc_class120_sent_bytes_before,relay_forwarded,relay_drop_superseded,relay_drop_replica_cap,relay_drop_low_utility,relay_drop_backlog_cap,relay_drop_global_topk,relay_max_queue,relay_ewma_dq_s
20260723_shared_link_live_v3_ideal_rep0,shared_link_live_v3,hybrid_live_vllm_real_kernel_link,b1e8872dd99041c833af99474d96479e725180e8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,3x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,ideal,ideal,64,104,0,5,20260723,753341c0b7e2784a6a7d9bb2b2c6a9088f7cf0ab082de417cc614086785c607e,1.2,32,3,64,36,72,18,3,4,50000,200,60.0,8,4,0.5,50.0,2.0,0,"ideal,exact_fifo@rho1.2,agg_static@rho1.2,agg_full@rho0.8,agg_static@rho0.5,agg_static@rho0.8,exact_fifo@rho0.5,exact_fifo@rho0.8,agg_full@rho0.5,agg_full@rho1.2",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v3:formal_window2_crossover_20260724:ideal:rep0,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,Current,54,0.0,0,0,79.09354979544878,72,0.9103144338091529,757.3816089292152,0.4074074074074074,35,5.634486430031913,2.729262590408325,24.881314992904663,0.0,0.0,0.0,0.0,31,31,0.0,1.0,84384.0,0,0.0,146.07407407407408,1810.875979,1648.087336,3564.63682,2281.621993,4617.977106,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260723_shared_link_live_v3_exact_fifo@rho1.2_rep0,shared_link_live_v3,hybrid_live_vllm_real_kernel_link,b1e8872dd99041c833af99474d96479e725180e8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,3x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,exact_fifo@rho1.2,exact_fifo,64,104,0,5,20260723,753341c0b7e2784a6a7d9bb2b2c6a9088f7cf0ab082de417cc614086785c607e,1.2,32,3,64,36,72,18,3,4,50000,200,60.0,8,4,0.5,50.0,2.0,1,"ideal,exact_fifo@rho1.2,agg_static@rho1.2,agg_full@rho0.8,agg_static@rho0.5,agg_static@rho0.8,exact_fifo@rho0.5,exact_fifo@rho0.8,agg_full@rho0.5,agg_full@rho1.2",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v3:formal_window2_crossover_20260724:exact_fifo@rho1.2:rep0,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,Current,54,0.0,0,0,87.45799383707345,72,0.8232523619753921,684.9459651635262,0.2222222222222222,35,46.87473667689732,51.28898549079895,79.59466433525085,0.4074074074074074,0.4074074074074074,0.07407407407407407,0.0,31,14,0.0018696581196581197,1.0,64800.0,0,0.0,35.25925925925926,2035.3706764074075,2425.282727,3682.025818,2887.53315,4178.41348,0,0.0,1.2,631,False,2,False,0,72,0,0,72,32,7488,40,36.42840562015772,37.321434020996094,89.0504219532013,95.30338215827942,0.0,0,262,262,0,62836,45486,38962,32,0,0,0,0,0,45,72.081
20260723_shared_link_live_v3_agg_static@rho1.2_rep0,shared_link_live_v3,hybrid_live_vllm_real_kernel_link,b1e8872dd99041c833af99474d96479e725180e8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,3x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,agg_static@rho1.2,agg_static,64,104,0,5,20260723,753341c0b7e2784a6a7d9bb2b2c6a9088f7cf0ab082de417cc614086785c607e,1.2,32,3,64,36,72,18,3,4,50000,200,60.0,8,4,0.5,50.0,2.0,2,"ideal,exact_fifo@rho1.2,agg_static@rho1.2,agg_full@rho0.8,agg_static@rho0.5,agg_static@rho0.8,exact_fifo@rho0.5,exact_fifo@rho0.8,agg_full@rho0.5,agg_full@rho1.2",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v3:formal_window2_crossover_20260724:agg_static@rho1.2:rep0,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,Current,54,0.0,0,0,93.36774863488972,72,0.7711442232751341,641.5919937649116,0.0,35,60.020018693378994,60.79979944229126,89.33334994316101,0.6481481481481481,0.6481481481481481,0.0,0.0,31,19,0.0025373931623931625,1.0,57632.0,0,0.0,0.0,2116.962293111111,2503.853062,3762.445832,2905.104127,4290.276338,0,0.0,1.2,631,False,2,False,16,72,0,0,72,27,7488,45,49.440066231621635,53.201200008392334,70.94953060150146,73.88782548904419,0.0,262,262,196,0,68922,50960,45486,29,21,7,0,0,4,22,66.757
20260723_shared_link_live_v3_agg_full@rho0.8_rep0,shared_link_live_v3,hybrid_live_vllm_real_kernel_link,b1e8872dd99041c833af99474d96479e725180e8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,3x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,agg_full@rho0.8,agg_full,64,104,0,5,20260723,753341c0b7e2784a6a7d9bb2b2c6a9088f7cf0ab082de417cc614086785c607e,1.2,32,3,64,36,72,18,3,4,50000,200,60.0,8,4,0.5,50.0,2.0,3,"ideal,exact_fifo@rho1.2,agg_static@rho1.2,agg_full@rho0.8,agg_static@rho0.5,agg_static@rho0.8,exact_fifo@rho0.5,exact_fifo@rho0.8,agg_full@rho0.5,agg_full@rho1.2",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v3:formal_window2_crossover_20260724:agg_full@rho0.8:rep0,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,Current,54,0.0,0,0,91.26546482183039,72,0.7889073938379575,656.3709516731806,0.16666666666666666,35,40.45993050847735,30.778427362442017,71.185054063797,0.4074074074074074,0.4074074074074074,0.037037037037037035,0.0,31,15,0.002003205128205128,1.0,61808.0,0,0.0,62.81481481481482,2076.392678925926,2623.33128,3858.518728,3034.495852,4355.839786,0,0.0,0.8,946,False,2,False,16,72,0,0,72,29,7488,43,15.407067931931595,15.336597204208374,20.070274353027344,20.644988298416138,0.0,262,262,0,0,75270,56170,50960,29,11,2,6,0,24,7,13.963
20260723_shared_link_live_v3_agg_static@rho0.5_rep0,shared_link_live_v3,hybrid_live_vllm_real_kernel_link,b1e8872dd99041c833af99474d96479e725180e8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,3x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,agg_static@rho0.5,agg_static,64,104,0,5,20260723,753341c0b7e2784a6a7d9bb2b2c6a9088f7cf0ab082de417cc614086785c607e,1.2,32,3,64,36,72,18,3,4,50000,200,60.0,8,4,0.5,50.0,2.0,4,"ideal,exact_fifo@rho1.2,agg_static@rho1.2,agg_full@rho0.8,agg_static@rho0.5,agg_static@rho0.8,exact_fifo@rho0.5,exact_fifo@rho0.8,agg_full@rho0.5,agg_full@rho1.2",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v3:formal_window2_crossover_20260724:agg_static@rho0.5:rep0,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,Current,54,0.0,0,0,85.72048961184919,72,0.8399392062040603,698.8294195617781,0.3333333333333333,35,21.382659598759243,19.03976607322693,48.43047547340393,0.1111111111111111,0.1111111111111111,0.07407407407407407,0.0,31,31,0.004139957264957265,1.0,75136.0,0,0.0,107.85185185185185,1997.8196351111112,2416.196267,3798.799143,2940.272915,4458.288673,0,0.0,0.5,1514,False,2,False,16,72,0,0,72,66,7488,6,5.124396074901927,5.316776752471924,8.66549038887024,9.416059732437134,0.0,0,196,0,0,88608,61182,56170,66,5,1,0,0,0,6,8.163
20260723_shared_link_live_v3_agg_static@rho0.8_rep0,shared_link_live_v3,hybrid_live_vllm_real_kernel_link,b1e8872dd99041c833af99474d96479e725180e8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,3x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,agg_static@rho0.8,agg_static,64,104,0,5,20260723,753341c0b7e2784a6a7d9bb2b2c6a9088f7cf0ab082de417cc614086785c607e,1.2,32,3,64,36,72,18,3,4,50000,200,60.0,8,4,0.5,50.0,2.0,5,"ideal,exact_fifo@rho1.2,agg_static@rho1.2,agg_full@rho0.8,agg_static@rho0.5,agg_static@rho0.8,exact_fifo@rho0.5,exact_fifo@rho0.8,agg_full@rho0.5,agg_full@rho1.2",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v3:formal_window2_crossover_20260724:agg_static@rho0.8:rep0,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,Current,54,0.0,0,0,90.55867323465645,72,0.7950646517692783,661.4937902720396,0.16666666666666666,35,47.04293308939253,49.326322078704834,81.84948539733887,0.42592592592592593,0.42592592592592593,0.07407407407407407,0.0,31,31,0.004139957264957265,1.0,66864.0,0,0.0,53.925925925925924,2055.6558921481483,2487.759481,3928.331058,2989.616982,4452.205123,0,0.0,0.8,946,False,2,False,16,72,0,0,72,49,7488,23,22.769777015763886,25.768749237060547,33.33377432823181,36.67878794670105,0.0,0,262,0,0,98872,66788,61182,49,20,3,0,0,0,17,32.82
20260723_shared_link_live_v3_exact_fifo@rho0.5_rep0,shared_link_live_v3,hybrid_live_vllm_real_kernel_link,b1e8872dd99041c833af99474d96479e725180e8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,3x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,exact_fifo@rho0.5,exact_fifo,64,104,0,5,20260723,753341c0b7e2784a6a7d9bb2b2c6a9088f7cf0ab082de417cc614086785c607e,1.2,32,3,64,36,72,18,3,4,50000,200,60.0,8,4,0.5,50.0,2.0,6,"ideal,exact_fifo@rho1.2,agg_static@rho1.2,agg_full@rho0.8,agg_static@rho0.5,agg_static@rho0.8,exact_fifo@rho0.5,exact_fifo@rho0.8,agg_full@rho0.5,agg_full@rho1.2",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v3:formal_window2_crossover_20260724:exact_fifo@rho0.5:rep0,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,Current,54,0.0,0,0,89.85237664263695,72,0.8013143635182867,666.6935504472145,0.3333333333333333,35,28.612198577608382,23.516310453414917,65.28219938278198,0.18518518518518517,0.18518518518518517,0.12962962962962962,0.0,31,31,0.004139957264957265,1.0,71552.0,0,0.0,98.07407407407408,2270.9332900185186,2603.605908,4211.610478,3024.306518,5069.488128,0,0.0,0.5,1514,False,2,False,0,72,0,0,72,72,7488,0,9.17150968975491,10.851483583450317,14.33395504951477,14.758430004119873,0.0,0,196,0,0,113840,72262,66788,72,0,0,0,0,0,10,11.752
20260723_shared_link_live_v3_exact_fifo@rho0.8_rep0,shared_link_live_v3,hybrid_live_vllm_real_kernel_link,b1e8872dd99041c833af99474d96479e725180e8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,3x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,exact_fifo@rho0.8,exact_fifo,64,104,0,5,20260723,753341c0b7e2784a6a7d9bb2b2c6a9088f7cf0ab082de417cc614086785c607e,1.2,32,3,64,36,72,18,3,4,50000,200,60.0,8,4,0.5,50.0,2.0,7,"ideal,exact_fifo@rho1.2,agg_static@rho1.2,agg_full@rho0.8,agg_static@rho0.5,agg_static@rho0.8,exact_fifo@rho0.5,exact_fifo@rho0.8,agg_full@rho0.5,agg_full@rho1.2",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v3:formal_window2_crossover_20260724:exact_fifo@rho0.8:rep0,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,Current,54,0.0,0,0,91.29514402616769,72,0.7886509273632651,656.1575715662366,0.16666666666666666,35,49.93471997124808,53.8953914642334,82.33347630500793,0.46296296296296297,0.46296296296296297,0.0,0.0,31,28,0.0037393162393162395,1.0,62240.0,0,0.0,17.48148148148148,2167.472919777778,2543.575618,3872.494868,3020.924354,4387.967583,0,0.0,0.8,946,False,2,False,0,72,0,0,72,62,7488,10,44.54089347777828,51.89067625999451,70.021719455719,71.63586616516113,0.0,0,262,262,0,126586,77934,72262,64,0,0,0,0,0,40,69.273
20260723_shared_link_live_v3_agg_full@rho0.5_rep0,shared_link_live_v3,hybrid_live_vllm_real_kernel_link,b1e8872dd99041c833af99474d96479e725180e8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,3x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,agg_full@rho0.5,agg_full,64,104,0,5,20260723,753341c0b7e2784a6a7d9bb2b2c6a9088f7cf0ab082de417cc614086785c607e,1.2,32,3,64,36,72,18,3,4,50000,200,60.0,8,4,0.5,50.0,2.0,8,"ideal,exact_fifo@rho1.2,agg_static@rho1.2,agg_full@rho0.8,agg_static@rho0.5,agg_static@rho0.8,exact_fifo@rho0.5,exact_fifo@rho0.8,agg_full@rho0.5,agg_full@rho1.2",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v3:formal_window2_crossover_20260724:agg_full@rho0.5:rep0,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,Current,54,0.0,0,0,84.37866453267634,72,0.8532962733976123,709.9424994668134,0.42592592592592593,35,22.54072935921805,17.6519615650177,57.02540397644043,0.16666666666666666,0.16666666666666666,0.18518518518518517,0.0,31,30,0.004006410256410256,1.0,79264.0,0,0.0,98.66666666666667,1967.2701715555556,2347.464833,3160.076163,2989.297712,4029.301329,0,0.0,0.5,1514,False,2,False,16,72,0,0,72,58,7488,14,5.812942122590953,6.0264856815338135,7.775762557983398,8.570005178451538,0.0,196,262,0,0,138618,83210,77934,58,12,1,0,0,1,5,6.628
20260723_shared_link_live_v3_agg_full@rho1.2_rep0,shared_link_live_v3,hybrid_live_vllm_real_kernel_link,b1e8872dd99041c833af99474d96479e725180e8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,3x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,agg_full@rho1.2,agg_full,64,104,0,5,20260723,753341c0b7e2784a6a7d9bb2b2c6a9088f7cf0ab082de417cc614086785c607e,1.2,32,3,64,36,72,18,3,4,50000,200,60.0,8,4,0.5,50.0,2.0,9,"ideal,exact_fifo@rho1.2,agg_static@rho1.2,agg_full@rho0.8,agg_static@rho0.5,agg_static@rho0.8,exact_fifo@rho0.5,exact_fifo@rho0.8,agg_full@rho0.5,agg_full@rho1.2",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v3:formal_window2_crossover_20260724:agg_full@rho1.2:rep0,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,Current,54,0.0,0,0,93.39899906981736,72,0.7708862056024686,641.3773230612538,0.1111111111111111,35,47.354461329323904,38.763349533081055,81.18493247032166,0.5,0.5,0.018518518518518517,0.0,31,15,0.002003205128205128,1.0,58640.0,0,0.0,53.925925925925924,2209.4472605555557,2592.761517,4010.864533,3026.57359,4520.661171,0,0.0,1.2,631,False,2,False,16,72,0,0,72,22,7488,50,16.063448840921577,17.703063249588013,24.64011812210083,25.22557282447815,0.0,0,262,66,0,143420,88446,83210,,,,,,,,
