rep,cell_id,policy,rho,saved_prefill_retention_vs_ideal,delta_ttft_mean_ms_vs_ideal,delta_ttft_p95_ms_vs_ideal,delta_stale_fallback_rate_vs_ideal
0,agg_static@rho0.8,agg_static,0.8,0.8596890405764126,98.12440548148152,43.72234099999969,0.0
0,agg_full@rho1.2,agg_full,1.2,0.6892301858172165,425.7694481296296,348.20064999999977,0.0
0,exact_fifo@rho0.8,exact_fifo,0.8,0.8048919226393629,216.7370017222222,299.0617179999999,0.0
0,exact_fifo@rho1.2,exact_fifo,1.2,0.6465680697762609,459.40193440740745,457.16171399999985,0.0
0,agg_static@rho1.2,agg_static,1.2,0.682973075464543,338.425718851852,446.11286900000005,0.0
0,agg_full@rho0.8,agg_full,0.8,0.7444065225635191,596.301285462963,910.7406420000002,0.0
