experiment_id,experiment,evidence_type,code_commit,model,hardware,cell_id,policy,wire_frame_bytes,wire_bytes_per_msg_assumed,rep,repetitions,seed,workload_trace_hash,zipf_alpha,pool_size,lineage_steps,distinct_lineages_total,phase_shift_at_request,n_requests,warmup_request_count,concurrency,fixed_output_tokens,kv_cache_tokens_per_instance_shadow,max_queue_relay,drain_timeout_s,topk,j,guard_ms,prefill_tokens_per_ms,queue_penalty_ms,cell_order_index,cell_order_sequence,generation_mode,vllm_cache_salt,semantic_prompt_contains_policy,metric_scope,status,request_count,overlap_fraction,overlap_seed_prefixes,overlap_seed_requests,cell_active_s,upserts_generated,upserts_per_s,offered_wire_bit_per_s,affinity_selection_rate,vllm_cached_token_rate,vllm_cached_tokens_total,stale_fallback_count,stale_fallback_rate,mean_coverage_shortfall_tokens,ttft_mean_ms,ttft_p50_ms,ttft_p95_ms,latency_p50_ms,latency_p95_ms,retried_request_count,request_error_rate,rho,sig_bit_per_s,background_traffic,source_local_topk,gateway_global_topk,source_upserts_sent,source_tombstones_sent,source_suppressed_upserts,net_msgs_sent,net_msgs_delivered,net_wire_bytes_sent,net_undelivered_at_drain_end,ad_delivery_delay_mean_s,ad_delivery_delay_p50_s,ad_delivery_delay_p95_s,ad_delivery_delay_p99_s,tombstone_delay_p95_s,tc_sig_backlog_bytes_before,tc_sig_backlog_bytes_mid,tc_sig_backlog_bytes_after,tc_sig_dropped_after,tc_class110_sent_bytes_after,tc_class120_sent_bytes_after,tc_class120_sent_bytes_before,relay_forwarded,relay_drop_superseded,relay_drop_replica_cap,relay_drop_low_utility,relay_drop_backlog_cap,relay_drop_global_topk,relay_max_queue,relay_ewma_dq_s
20260723_shared_link_live_v3_ideal_rep0,shared_link_live_v3,hybrid_live_vllm_real_kernel_link,a3562569cda1110b37b3bc807a16f2db52abafd1,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,ideal,ideal,64,104,0,1,20260723,fea1fde83ccd2e232986d873df162931149c25e14e119b0821c46f64f4d738b8,0.55,48,3,96,24,48,12,4,4,50000,200,60.0,4,4,0.5,50.0,2.0,0,"ideal,agg_static@rho1.1",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v3:e5_k8-202607241020:ideal:rep0,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,Current,36,0.0,0,0,23.347752360627055,48,2.0558724136951936,1710.4858481944011,0.25,1.0,27104.0,0,0.0,0.0,1399.9001452222221,1240.441063,2913.601005,1449.859923,3388.493192,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260723_shared_link_live_v3_agg_static@rho1.1_rep0,shared_link_live_v3,hybrid_live_vllm_real_kernel_link,a3562569cda1110b37b3bc807a16f2db52abafd1,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,agg_static@rho1.1,agg_static,64,104,0,1,20260723,fea1fde83ccd2e232986d873df162931149c25e14e119b0821c46f64f4d738b8,0.55,48,3,96,24,48,12,4,4,50000,200,60.0,4,4,0.5,50.0,2.0,1,"ideal,agg_static@rho1.1",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v3:e5_k8-202607241020:agg_static@rho1.1:rep0,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,Current,36,0.0,0,0,22.583930503576994,48,2.125405052605765,1768.3370037679965,0.05555555555555555,1.0,14304.0,0,0.0,0.0,1309.5596324166668,1244.245884,1883.107049,1447.295537,2272.786948,0,0.0,1.1,1554,False,False,8,48,0,0,48,47,4992,1,12.330300625334395,16.27236771583557,21.509169816970825,22.29642128944397,0.0,0,986,132,0,258380,200898,197008,47,0,1,0,0,0,3,19.349
