experiment_id,experiment,evidence_type,code_commit,model,hardware,cell_id,policy,wire_frame_bytes,wire_bytes_per_msg_assumed,rep,repetitions,seed,workload_trace_hash,zipf_alpha,pool_size,lineage_steps,distinct_lineages_total,phase_shift_at_request,n_requests,warmup_request_count,concurrency,fixed_output_tokens,kv_cache_tokens_per_instance_shadow,max_queue_relay,drain_timeout_s,topk,j,guard_ms,prefill_tokens_per_ms,queue_penalty_ms,cell_order_index,cell_order_sequence,generation_mode,vllm_cache_salt,semantic_prompt_contains_policy,metric_scope,status,request_count,overlap_fraction,overlap_seed_prefixes,overlap_seed_requests,cell_active_s,upserts_generated,upserts_per_s,offered_wire_bit_per_s,affinity_selection_rate,vllm_cached_token_rate,vllm_cached_tokens_total,stale_fallback_count,stale_fallback_rate,mean_coverage_shortfall_tokens,ttft_mean_ms,ttft_p50_ms,ttft_p95_ms,latency_p50_ms,latency_p95_ms,retried_request_count,request_error_rate,rho,sig_bit_per_s,background_traffic,source_local_topk,gateway_global_topk,source_upserts_sent,source_tombstones_sent,source_suppressed_upserts,net_msgs_sent,net_msgs_delivered,net_wire_bytes_sent,net_undelivered_at_drain_end,ad_delivery_delay_mean_s,ad_delivery_delay_p50_s,ad_delivery_delay_p95_s,ad_delivery_delay_p99_s,tombstone_delay_p95_s,tc_sig_backlog_bytes_before,tc_sig_backlog_bytes_mid,tc_sig_backlog_bytes_after,tc_sig_dropped_after,tc_class110_sent_bytes_after,tc_class120_sent_bytes_after,tc_class120_sent_bytes_before,relay_forwarded,relay_drop_superseded,relay_drop_replica_cap,relay_drop_low_utility,relay_drop_backlog_cap,relay_drop_global_topk,relay_max_queue,relay_ewma_dq_s
20260723_shared_link_live_v3_ideal_rep0,shared_link_live_v3,hybrid_live_vllm_real_kernel_link,a3562569cda1110b37b3bc807a16f2db52abafd1,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,ideal,ideal,64,104,0,1,20260723,46cf4febe209d17de16183b7c04ac8499287d3c4a365847369eb8a1bc01242e1,0.55,32,3,64,16,32,8,4,4,50000,200,60.0,4,4,0.5,50.0,2.0,0,"ideal,priority_only@rho1.1,agg_static@rho1.1,local_topk@rho1.1,dedup_only@rho1.1,merge_priority@rho1.1,exact_fifo@rho1.1,merge_only@rho1.1,agg_full@rho1.1,hybrid@rho1.1",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v3:e4_ablation-202607241005:ideal:rep0,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,Current,24,0.0,0,0,13.610445431433618,32,2.3511353953262475,1956.144648911438,0.16666666666666666,1.0,10800.0,0,0.0,0.0,1290.624112625,1231.059773,1842.383306,1415.928039,2211.294418,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260723_shared_link_live_v3_priority_only@rho1.1_rep0,shared_link_live_v3,hybrid_live_vllm_real_kernel_link,a3562569cda1110b37b3bc807a16f2db52abafd1,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,priority_only@rho1.1,priority_only,64,104,0,1,20260723,46cf4febe209d17de16183b7c04ac8499287d3c4a365847369eb8a1bc01242e1,0.55,32,3,64,16,32,8,4,4,50000,200,60.0,4,4,0.5,50.0,2.0,1,"ideal,priority_only@rho1.1,agg_static@rho1.1,local_topk@rho1.1,dedup_only@rho1.1,merge_priority@rho1.1,exact_fifo@rho1.1,merge_only@rho1.1,agg_full@rho1.1,hybrid@rho1.1",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v3:e4_ablation-202607241005:priority_only@rho1.1:rep0,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,Current,24,0.0,0,0,13.640871785581112,32,2.3458911206705384,1951.7814123978878,0.125,1.0,8768.0,0,0.0,0.0,1299.1693489166666,1295.846311,1736.201854,1496.678532,2071.921496,0,0.0,1.1,1778,False,False,0,32,0,0,32,32,3328,0,6.641879305243492,8.873608827590942,12.368814468383789,14.165004968643188,0.0,0,740,0,0,206622,170340,167308,32,0,0,0,0,0,3,11.993
20260723_shared_link_live_v3_agg_static@rho1.1_rep0,shared_link_live_v3,hybrid_live_vllm_real_kernel_link,a3562569cda1110b37b3bc807a16f2db52abafd1,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,agg_static@rho1.1,agg_static,64,104,0,1,20260723,46cf4febe209d17de16183b7c04ac8499287d3c4a365847369eb8a1bc01242e1,0.55,32,3,64,16,32,8,4,4,50000,200,60.0,4,4,0.5,50.0,2.0,2,"ideal,priority_only@rho1.1,agg_static@rho1.1,local_topk@rho1.1,dedup_only@rho1.1,merge_priority@rho1.1,exact_fifo@rho1.1,merge_only@rho1.1,agg_full@rho1.1,hybrid@rho1.1",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v3:e4_ablation-202607241005:agg_static@rho1.1:rep0,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,Current,24,0.0,0,0,13.290192482993007,32,2.40779055991471,2003.2817458490385,0.041666666666666664,1.0,4656.0,0,0.0,0.0,1214.6005122083334,1219.406306,1741.606298,1401.712524,1971.938575,0,0.0,1.1,1778,False,False,8,32,0,0,32,30,3328,2,10.591174221038818,12.60317087173462,15.395493507385254,15.906787395477295,0.0,0,830,678,0,210724,173108,170340,32,0,0,0,0,0,3,12.542
20260723_shared_link_live_v3_local_topk@rho1.1_rep0,shared_link_live_v3,hybrid_live_vllm_real_kernel_link,a3562569cda1110b37b3bc807a16f2db52abafd1,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,local_topk@rho1.1,local_topk,64,104,0,1,20260723,46cf4febe209d17de16183b7c04ac8499287d3c4a365847369eb8a1bc01242e1,0.55,32,3,64,16,32,8,4,4,50000,200,60.0,4,4,0.5,50.0,2.0,3,"ideal,priority_only@rho1.1,agg_static@rho1.1,local_topk@rho1.1,dedup_only@rho1.1,merge_priority@rho1.1,exact_fifo@rho1.1,merge_only@rho1.1,agg_full@rho1.1,hybrid@rho1.1",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v3:e4_ablation-202607241005:local_topk@rho1.1:rep0,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,Current,24,0.0,0,0,14.625931763090193,32,2.187894796607405,1820.3284707773607,0.0,1.0,528.0,0,0.0,0.0,1343.4197636666665,1243.305725,1746.889841,1433.436322,1980.432337,0,0.0,1.1,1778,False,True,0,32,16,0,48,31,4992,17,11.002128321191538,10.420024156570435,15.519225835800171,17.487683296203613,15.519275426864624,594,1980,1690,0,215060,176074,173108,48,0,0,0,0,0,12,15.157
20260723_shared_link_live_v3_dedup_only@rho1.1_rep0,shared_link_live_v3,hybrid_live_vllm_real_kernel_link,a3562569cda1110b37b3bc807a16f2db52abafd1,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,dedup_only@rho1.1,dedup_only,64,104,0,1,20260723,46cf4febe209d17de16183b7c04ac8499287d3c4a365847369eb8a1bc01242e1,0.55,32,3,64,16,32,8,4,4,50000,200,60.0,4,4,0.5,50.0,2.0,4,"ideal,priority_only@rho1.1,agg_static@rho1.1,local_topk@rho1.1,dedup_only@rho1.1,merge_priority@rho1.1,exact_fifo@rho1.1,merge_only@rho1.1,agg_full@rho1.1,hybrid@rho1.1",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v3:e4_ablation-202607241005:dedup_only@rho1.1:rep0,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,Current,24,0.0,0,0,14.787453479133546,32,2.1639966641419996,1800.4452245661437,0.0,1.0,528.0,0,0.0,0.0,1355.546174625,1237.122711,1844.36039,1432.528489,2105.153944,0,0.0,1.1,1778,False,False,0,32,0,0,32,25,3328,7,16.88446304321289,16.842670679092407,19.18907618522644,19.189194679260254,0.0,1546,524,1250,0,219788,178776,176074,32,0,0,0,0,0,28,16.517
20260723_shared_link_live_v3_merge_priority@rho1.1_rep0,shared_link_live_v3,hybrid_live_vllm_real_kernel_link,a3562569cda1110b37b3bc807a16f2db52abafd1,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,merge_priority@rho1.1,merge_priority,64,104,0,1,20260723,46cf4febe209d17de16183b7c04ac8499287d3c4a365847369eb8a1bc01242e1,0.55,32,3,64,16,32,8,4,4,50000,200,60.0,4,4,0.5,50.0,2.0,5,"ideal,priority_only@rho1.1,agg_static@rho1.1,local_topk@rho1.1,dedup_only@rho1.1,merge_priority@rho1.1,exact_fifo@rho1.1,merge_only@rho1.1,agg_full@rho1.1,hybrid@rho1.1",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v3:e4_ablation-202607241005:merge_priority@rho1.1:rep0,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,Current,24,0.0,0,0,14.442418808117509,32,2.2156953364358936,1843.4585199146634,0.0,1.0,528.0,0,0.0,0.0,1365.7896677916667,1241.890351,1797.754369,1441.418281,2036.953288,0,0.0,1.1,1778,False,False,0,32,0,0,32,10,3328,22,12.370649933815002,12.47016167640686,14.217862844467163,14.217862844467163,0.0,1118,140,0,0,222254,181214,178776,32,0,0,0,0,0,24,10.782
20260723_shared_link_live_v3_exact_fifo@rho1.1_rep0,shared_link_live_v3,hybrid_live_vllm_real_kernel_link,a3562569cda1110b37b3bc807a16f2db52abafd1,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,exact_fifo@rho1.1,exact_fifo,64,104,0,1,20260723,46cf4febe209d17de16183b7c04ac8499287d3c4a365847369eb8a1bc01242e1,0.55,32,3,64,16,32,8,4,4,50000,200,60.0,4,4,0.5,50.0,2.0,6,"ideal,priority_only@rho1.1,agg_static@rho1.1,local_topk@rho1.1,dedup_only@rho1.1,merge_priority@rho1.1,exact_fifo@rho1.1,merge_only@rho1.1,agg_full@rho1.1,hybrid@rho1.1",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v3:e4_ablation-202607241005:exact_fifo@rho1.1:rep0,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,Current,24,0.0,0,0,14.440308336168528,32,2.216019163513971,1843.7279440436237,0.0,1.0,528.0,0,0.0,0.0,1326.440395125,1231.992772,1746.400597,1419.506509,1995.147934,0,0.0,1.1,1778,False,False,0,32,0,0,32,0,3328,32,0.0,0.0,0.0,0.0,0.0,1882,1300,290,0,224822,183652,181214,0,0,0,0,0,0,32,0.0
20260723_shared_link_live_v3_merge_only@rho1.1_rep0,shared_link_live_v3,hybrid_live_vllm_real_kernel_link,a3562569cda1110b37b3bc807a16f2db52abafd1,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,merge_only@rho1.1,merge_only,64,104,0,1,20260723,46cf4febe209d17de16183b7c04ac8499287d3c4a365847369eb8a1bc01242e1,0.55,32,3,64,16,32,8,4,4,50000,200,60.0,4,4,0.5,50.0,2.0,7,"ideal,priority_only@rho1.1,agg_static@rho1.1,local_topk@rho1.1,dedup_only@rho1.1,merge_priority@rho1.1,exact_fifo@rho1.1,merge_only@rho1.1,agg_full@rho1.1,hybrid@rho1.1",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v3:e4_ablation-202607241005:merge_only@rho1.1:rep0,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,Current,24,0.0,0,0,14.222574825398624,32,2.2499442184585674,1871.9535897575279,0.0,1.0,528.0,0,0.0,0.0,1336.834659,1237.201705,1711.994016,1441.0072,1934.327041,0,0.0,1.1,1778,False,False,0,32,0,0,32,16,3328,16,7.1114451587200165,8.029606342315674,10.777219533920288,10.777413129806519,0.0,290,1304,1768,0,227324,186090,183652,32,0,0,0,0,0,3,9.011
20260723_shared_link_live_v3_agg_full@rho1.1_rep0,shared_link_live_v3,hybrid_live_vllm_real_kernel_link,a3562569cda1110b37b3bc807a16f2db52abafd1,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,agg_full@rho1.1,agg_full,64,104,0,1,20260723,46cf4febe209d17de16183b7c04ac8499287d3c4a365847369eb8a1bc01242e1,0.55,32,3,64,16,32,8,4,4,50000,200,60.0,4,4,0.5,50.0,2.0,8,"ideal,priority_only@rho1.1,agg_static@rho1.1,local_topk@rho1.1,dedup_only@rho1.1,merge_priority@rho1.1,exact_fifo@rho1.1,merge_only@rho1.1,agg_full@rho1.1,hybrid@rho1.1",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v3:e4_ablation-202607241005:agg_full@rho1.1:rep0,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,Current,24,0.0,0,0,14.793506173416972,32,2.163111274966177,1799.7085807718595,0.0,1.0,528.0,0,0.0,0.0,1337.1588978333334,1235.066781,1956.581264,1438.553068,2203.32888,0,0.0,1.1,1778,False,False,8,32,0,0,32,13,3328,19,13.50181825344379,14.323047161102295,16.580995798110962,17.752081871032715,0.0,1328,584,330,0,231300,188528,186090,13,0,0,0,0,19,13,10.26
20260723_shared_link_live_v3_hybrid@rho1.1_rep0,shared_link_live_v3,hybrid_live_vllm_real_kernel_link,a3562569cda1110b37b3bc807a16f2db52abafd1,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,hybrid@rho1.1,hybrid,64,104,0,1,20260723,46cf4febe209d17de16183b7c04ac8499287d3c4a365847369eb8a1bc01242e1,0.55,32,3,64,16,32,8,4,4,50000,200,60.0,4,4,0.5,50.0,2.0,9,"ideal,priority_only@rho1.1,agg_static@rho1.1,local_topk@rho1.1,dedup_only@rho1.1,merge_priority@rho1.1,exact_fifo@rho1.1,merge_only@rho1.1,agg_full@rho1.1,hybrid@rho1.1",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v3:e4_ablation-202607241005:hybrid@rho1.1:rep0,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,Current,24,0.0,0,0,14.808569288812578,32,2.1609109817364343,1797.8779368047135,0.0,1.0,528.0,0,0.0,0.0,1333.3317365833334,1231.840814,1769.80134,1419.703291,2008.325692,0,0.0,1.1,1778,False,True,8,32,16,0,48,16,4992,32,6.822410210967064,7.662104368209839,10.33627724647522,10.336502075195312,0.0,198,1382,1858,0,233982,191428,188528,36,0,0,12,0,0,4,8.636
