experiment_id,experiment,evidence_type,code_commit,source_dataset,source_url,source_license,source_file_sha256,source_raw_text_retained,policy_family,interface,K,admission,routing_guard,guard_tokens,J,rep,repetitions,seed,workload_trace_hash,request_count_total,warmup_request_count,cache_capacity,metric_scope,status,request_count,affinity_selected_rate,saved_prefill_tokens_total,incremental_saved_prefill_tokens_total,native_counterfactual_incremental_tokens_total,raw_candidate_fanout_p95,evaluated_candidate_fanout_p95,dispatcher_index_bytes
20260716_cross_p2c_exact_kinf_rep3,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,p2c,exact,inf,n/a,net_benefit_coverage_threshold,512,4,3,10,20260716,b21b07dbbd3dfe45bbc8c04dc48b58a8c3f928f7611d506bddbe035ea605f00a,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.1796875,261028.0,162724.0,51699.0,4.0,4.0,33152
20260716_cross_dualmap_load_only_kinf_rep3,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,dualmap,load_only,inf,n/a,net_benefit_coverage_threshold,512,4,3,10,20260716,b21b07dbbd3dfe45bbc8c04dc48b58a8c3f928f7611d506bddbe035ea605f00a,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.0,201298.0,102994.0,102994.0,0.0,0.0,384
20260716_cross_dualmap_sketch_coverage_k8_rep3,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,dualmap,sketch_coverage,8,coverage_first,net_benefit_coverage_threshold,512,4,3,10,20260716,b21b07dbbd3dfe45bbc8c04dc48b58a8c3f928f7611d506bddbe035ea605f00a,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.109375,248345.0,150041.0,70257.0,1.0,1.0,2432
20260716_cross_dualmap_sketch_coverage_k16_rep3,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,dualmap,sketch_coverage,16,coverage_first,net_benefit_coverage_threshold,512,4,3,10,20260716,b21b07dbbd3dfe45bbc8c04dc48b58a8c3f928f7611d506bddbe035ea605f00a,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.13802083333333334,249975.0,151671.0,97191.0,1.0,1.0,4480
20260716_cross_dualmap_sketch_coverage_k32_rep3,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,dualmap,sketch_coverage,32,coverage_first,net_benefit_coverage_threshold,512,4,3,10,20260716,b21b07dbbd3dfe45bbc8c04dc48b58a8c3f928f7611d506bddbe035ea605f00a,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.17708333333333334,262113.0,163809.0,66415.0,1.0,1.0,8576
20260716_cross_dualmap_exact_kinf_rep3,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,dualmap,exact,inf,n/a,net_benefit_coverage_threshold,512,4,3,10,20260716,b21b07dbbd3dfe45bbc8c04dc48b58a8c3f928f7611d506bddbe035ea605f00a,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.1796875,267900.0,169596.0,169596.0,4.0,4.0,32064
20260716_cross_p2c_load_only_kinf_rep4,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,p2c,load_only,inf,n/a,net_benefit_coverage_threshold,512,4,4,10,20260716,adeaaa94150579a366bf3c0888c55df9a128986eeac4084ffb8d0ad86e4036f4,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.0,139092.0,40788.0,40788.0,0.0,0.0,384
20260716_cross_p2c_sketch_coverage_k8_rep4,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,p2c,sketch_coverage,8,coverage_first,net_benefit_coverage_threshold,512,4,4,10,20260716,adeaaa94150579a366bf3c0888c55df9a128986eeac4084ffb8d0ad86e4036f4,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.0859375,193479.0,95175.0,32394.0,1.0,1.0,2432
20260716_cross_p2c_sketch_coverage_k16_rep4,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,p2c,sketch_coverage,16,coverage_first,net_benefit_coverage_threshold,512,4,4,10,20260716,adeaaa94150579a366bf3c0888c55df9a128986eeac4084ffb8d0ad86e4036f4,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.13802083333333334,214117.0,115813.0,22609.0,1.0,1.0,4480
20260716_cross_p2c_sketch_coverage_k32_rep4,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,p2c,sketch_coverage,32,coverage_first,net_benefit_coverage_threshold,512,4,4,10,20260716,adeaaa94150579a366bf3c0888c55df9a128986eeac4084ffb8d0ad86e4036f4,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.16666666666666666,225190.0,126886.0,38612.0,1.0,1.0,8576
20260716_cross_p2c_exact_kinf_rep4,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,p2c,exact,inf,n/a,net_benefit_coverage_threshold,512,4,4,10,20260716,adeaaa94150579a366bf3c0888c55df9a128986eeac4084ffb8d0ad86e4036f4,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.1640625,224941.0,126637.0,40301.0,4.0,4.0,33152
20260716_cross_dualmap_load_only_kinf_rep4,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,dualmap,load_only,inf,n/a,net_benefit_coverage_threshold,512,4,4,10,20260716,adeaaa94150579a366bf3c0888c55df9a128986eeac4084ffb8d0ad86e4036f4,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.0,187795.0,89491.0,89491.0,0.0,0.0,384
20260716_cross_dualmap_sketch_coverage_k8_rep4,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,dualmap,sketch_coverage,8,coverage_first,net_benefit_coverage_threshold,512,4,4,10,20260716,adeaaa94150579a366bf3c0888c55df9a128986eeac4084ffb8d0ad86e4036f4,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.09114583333333333,204620.0,106316.0,65633.0,1.0,1.0,2432
20260716_cross_dualmap_sketch_coverage_k16_rep4,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,dualmap,sketch_coverage,16,coverage_first,net_benefit_coverage_threshold,512,4,4,10,20260716,adeaaa94150579a366bf3c0888c55df9a128986eeac4084ffb8d0ad86e4036f4,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.140625,222841.0,124537.0,80069.0,1.0,1.0,4480
20260716_cross_dualmap_sketch_coverage_k32_rep4,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,dualmap,sketch_coverage,32,coverage_first,net_benefit_coverage_threshold,512,4,4,10,20260716,adeaaa94150579a366bf3c0888c55df9a128986eeac4084ffb8d0ad86e4036f4,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.15885416666666666,227841.0,129537.0,60948.0,2.0,2.0,8576
20260716_cross_dualmap_exact_kinf_rep4,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,dualmap,exact,inf,n/a,net_benefit_coverage_threshold,512,4,4,10,20260716,adeaaa94150579a366bf3c0888c55df9a128986eeac4084ffb8d0ad86e4036f4,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.16666666666666666,233529.0,135225.0,135225.0,4.0,4.0,31488
20260716_cross_p2c_load_only_kinf_rep5,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,p2c,load_only,inf,n/a,net_benefit_coverage_threshold,512,4,5,10,20260716,abaaaa2625d36e1b1ff9b761bc7b810bcf8fdded8a30ce89d674d8dcd686c1ff,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.0,135603.0,37299.0,37299.0,0.0,0.0,384
20260716_cross_p2c_sketch_coverage_k8_rep5,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,p2c,sketch_coverage,8,coverage_first,net_benefit_coverage_threshold,512,4,5,10,20260716,abaaaa2625d36e1b1ff9b761bc7b810bcf8fdded8a30ce89d674d8dcd686c1ff,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.08072916666666667,194434.0,96130.0,41586.0,1.0,1.0,2432
20260716_cross_p2c_sketch_coverage_k16_rep5,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,p2c,sketch_coverage,16,coverage_first,net_benefit_coverage_threshold,512,4,5,10,20260716,abaaaa2625d36e1b1ff9b761bc7b810bcf8fdded8a30ce89d674d8dcd686c1ff,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.12760416666666666,214485.0,116181.0,17628.0,1.0,1.0,4480
20260716_cross_p2c_sketch_coverage_k32_rep5,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,p2c,sketch_coverage,32,coverage_first,net_benefit_coverage_threshold,512,4,5,10,20260716,abaaaa2625d36e1b1ff9b761bc7b810bcf8fdded8a30ce89d674d8dcd686c1ff,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.13541666666666666,216972.0,118668.0,42652.0,2.0,2.0,8576
20260716_cross_p2c_exact_kinf_rep5,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,p2c,exact,inf,n/a,net_benefit_coverage_threshold,512,4,5,10,20260716,abaaaa2625d36e1b1ff9b761bc7b810bcf8fdded8a30ce89d674d8dcd686c1ff,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.140625,218137.0,119833.0,24126.0,4.0,4.0,33152
20260716_cross_dualmap_load_only_kinf_rep5,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,dualmap,load_only,inf,n/a,net_benefit_coverage_threshold,512,4,5,10,20260716,abaaaa2625d36e1b1ff9b761bc7b810bcf8fdded8a30ce89d674d8dcd686c1ff,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.0,185339.0,87035.0,87035.0,0.0,0.0,384
20260716_cross_dualmap_sketch_coverage_k8_rep5,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,dualmap,sketch_coverage,8,coverage_first,net_benefit_coverage_threshold,512,4,5,10,20260716,abaaaa2625d36e1b1ff9b761bc7b810bcf8fdded8a30ce89d674d8dcd686c1ff,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.08072916666666667,205781.0,107477.0,59521.0,1.0,1.0,2432
20260716_cross_dualmap_sketch_coverage_k16_rep5,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,dualmap,sketch_coverage,16,coverage_first,net_benefit_coverage_threshold,512,4,5,10,20260716,abaaaa2625d36e1b1ff9b761bc7b810bcf8fdded8a30ce89d674d8dcd686c1ff,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.125,220527.0,122223.0,45731.0,1.0,1.0,4480
20260716_cross_dualmap_sketch_coverage_k32_rep5,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,dualmap,sketch_coverage,32,coverage_first,net_benefit_coverage_threshold,512,4,5,10,20260716,abaaaa2625d36e1b1ff9b761bc7b810bcf8fdded8a30ce89d674d8dcd686c1ff,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.140625,221246.0,122942.0,73109.0,2.0,2.0,8576
20260716_cross_dualmap_exact_kinf_rep5,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,dualmap,exact,inf,n/a,net_benefit_coverage_threshold,512,4,5,10,20260716,abaaaa2625d36e1b1ff9b761bc7b810bcf8fdded8a30ce89d674d8dcd686c1ff,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.14322916666666666,226927.0,128623.0,128623.0,4.0,4.0,32000
20260716_cross_p2c_load_only_kinf_rep6,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,p2c,load_only,inf,n/a,net_benefit_coverage_threshold,512,4,6,10,20260716,067a9b97e93eed1e395fbab614fb768113f9dc11935ccdce737e844c3563c5da,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.0,134463.0,36159.0,36159.0,0.0,0.0,384
20260716_cross_p2c_sketch_coverage_k8_rep6,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,p2c,sketch_coverage,8,coverage_first,net_benefit_coverage_threshold,512,4,6,10,20260716,067a9b97e93eed1e395fbab614fb768113f9dc11935ccdce737e844c3563c5da,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.09114583333333333,201285.0,102981.0,44008.0,1.0,1.0,2432
20260716_cross_p2c_sketch_coverage_k16_rep6,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,p2c,sketch_coverage,16,coverage_first,net_benefit_coverage_threshold,512,4,6,10,20260716,067a9b97e93eed1e395fbab614fb768113f9dc11935ccdce737e844c3563c5da,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.13802083333333334,219865.0,121561.0,36271.0,1.0,1.0,4480
20260716_cross_p2c_sketch_coverage_k32_rep6,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,p2c,sketch_coverage,32,coverage_first,net_benefit_coverage_threshold,512,4,6,10,20260716,067a9b97e93eed1e395fbab614fb768113f9dc11935ccdce737e844c3563c5da,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.15364583333333334,223341.0,125037.0,25075.0,2.0,2.0,8576
20260716_cross_p2c_exact_kinf_rep6,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,p2c,exact,inf,n/a,net_benefit_coverage_threshold,512,4,6,10,20260716,067a9b97e93eed1e395fbab614fb768113f9dc11935ccdce737e844c3563c5da,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.15364583333333334,223730.0,125426.0,25989.0,4.0,4.0,33152
20260716_cross_dualmap_load_only_kinf_rep6,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,dualmap,load_only,inf,n/a,net_benefit_coverage_threshold,512,4,6,10,20260716,067a9b97e93eed1e395fbab614fb768113f9dc11935ccdce737e844c3563c5da,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.0,178495.0,80191.0,80191.0,0.0,0.0,384
20260716_cross_dualmap_sketch_coverage_k8_rep6,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,dualmap,sketch_coverage,8,coverage_first,net_benefit_coverage_threshold,512,4,6,10,20260716,067a9b97e93eed1e395fbab614fb768113f9dc11935ccdce737e844c3563c5da,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.09635416666666667,211370.0,113066.0,67084.0,1.0,1.0,2432
20260716_cross_dualmap_sketch_coverage_k16_rep6,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,dualmap,sketch_coverage,16,coverage_first,net_benefit_coverage_threshold,512,4,6,10,20260716,067a9b97e93eed1e395fbab614fb768113f9dc11935ccdce737e844c3563c5da,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.12239583333333333,219954.0,121650.0,69915.0,1.0,1.0,4480
20260716_cross_dualmap_sketch_coverage_k32_rep6,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,dualmap,sketch_coverage,32,coverage_first,net_benefit_coverage_threshold,512,4,6,10,20260716,067a9b97e93eed1e395fbab614fb768113f9dc11935ccdce737e844c3563c5da,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.15364583333333334,226566.0,128262.0,69166.0,2.0,2.0,8576
20260716_cross_dualmap_exact_kinf_rep6,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,dualmap,exact,inf,n/a,net_benefit_coverage_threshold,512,4,6,10,20260716,067a9b97e93eed1e395fbab614fb768113f9dc11935ccdce737e844c3563c5da,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.15364583333333334,231719.0,133415.0,133415.0,4.0,4.0,32000
20260716_cross_p2c_load_only_kinf_rep7,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,p2c,load_only,inf,n/a,net_benefit_coverage_threshold,512,4,7,10,20260716,d8512e165954c41ef73a46a2bc9a57ecef7ea872f987394a4acb4a06702432f5,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.0,151806.0,53502.0,53502.0,0.0,0.0,384
20260716_cross_p2c_sketch_coverage_k8_rep7,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,p2c,sketch_coverage,8,coverage_first,net_benefit_coverage_threshold,512,4,7,10,20260716,d8512e165954c41ef73a46a2bc9a57ecef7ea872f987394a4acb4a06702432f5,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.09635416666666667,213484.0,115180.0,35688.0,1.0,1.0,2432
20260716_cross_p2c_sketch_coverage_k16_rep7,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,p2c,sketch_coverage,16,coverage_first,net_benefit_coverage_threshold,512,4,7,10,20260716,d8512e165954c41ef73a46a2bc9a57ecef7ea872f987394a4acb4a06702432f5,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.140625,235051.0,136747.0,44724.0,1.0,1.0,4480
