experiment_id,experiment,evidence_type,code_commit,source_dataset,source_url,source_license,source_file_sha256,source_raw_text_retained,policy_family,interface,K,admission,routing_guard,guard_tokens,J,rep,repetitions,seed,workload_trace_hash,request_count_total,warmup_request_count,cache_capacity,metric_scope,status,request_count,affinity_selected_rate,saved_prefill_tokens_total,incremental_saved_prefill_tokens_total,native_counterfactual_incremental_tokens_total,raw_candidate_fanout_p95,evaluated_candidate_fanout_p95,dispatcher_index_bytes
20260716_cross_p2c_sketch_coverage_k32_rep7,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,p2c,sketch_coverage,32,coverage_first,net_benefit_coverage_threshold,512,4,7,10,20260716,d8512e165954c41ef73a46a2bc9a57ecef7ea872f987394a4acb4a06702432f5,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.15625,235755.0,137451.0,28956.0,2.0,2.0,8576
20260716_cross_p2c_exact_kinf_rep7,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,p2c,exact,inf,n/a,net_benefit_coverage_threshold,512,4,7,10,20260716,d8512e165954c41ef73a46a2bc9a57ecef7ea872f987394a4acb4a06702432f5,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.15885416666666666,238677.0,140373.0,42951.0,4.0,4.0,33152
20260716_cross_dualmap_load_only_kinf_rep7,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,dualmap,load_only,inf,n/a,net_benefit_coverage_threshold,512,4,7,10,20260716,d8512e165954c41ef73a46a2bc9a57ecef7ea872f987394a4acb4a06702432f5,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.0,198483.0,100179.0,100179.0,0.0,0.0,384
20260716_cross_dualmap_sketch_coverage_k8_rep7,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,dualmap,sketch_coverage,8,coverage_first,net_benefit_coverage_threshold,512,4,7,10,20260716,d8512e165954c41ef73a46a2bc9a57ecef7ea872f987394a4acb4a06702432f5,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.10677083333333333,231743.0,133439.0,66569.0,1.0,1.0,2432
20260716_cross_dualmap_sketch_coverage_k16_rep7,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,dualmap,sketch_coverage,16,coverage_first,net_benefit_coverage_threshold,512,4,7,10,20260716,d8512e165954c41ef73a46a2bc9a57ecef7ea872f987394a4acb4a06702432f5,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.14583333333333334,238930.0,140626.0,69674.0,1.0,1.0,4480
20260716_cross_dualmap_sketch_coverage_k32_rep7,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,dualmap,sketch_coverage,32,coverage_first,net_benefit_coverage_threshold,512,4,7,10,20260716,d8512e165954c41ef73a46a2bc9a57ecef7ea872f987394a4acb4a06702432f5,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.15885416666666666,242920.0,144616.0,82451.0,1.0,1.0,8576
20260716_cross_dualmap_exact_kinf_rep7,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,dualmap,exact,inf,n/a,net_benefit_coverage_threshold,512,4,7,10,20260716,d8512e165954c41ef73a46a2bc9a57ecef7ea872f987394a4acb4a06702432f5,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.15885416666666666,246988.0,148684.0,148684.0,4.0,4.0,31296
20260716_cross_p2c_load_only_kinf_rep8,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,p2c,load_only,inf,n/a,net_benefit_coverage_threshold,512,4,8,10,20260716,eaa15ded1a7793cfc70e1f55234842745030d0e5f9d40c1a476069fdb5fea6c9,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.0,154595.0,56291.0,56291.0,0.0,0.0,384
20260716_cross_p2c_sketch_coverage_k8_rep8,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,p2c,sketch_coverage,8,coverage_first,net_benefit_coverage_threshold,512,4,8,10,20260716,eaa15ded1a7793cfc70e1f55234842745030d0e5f9d40c1a476069fdb5fea6c9,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.07552083333333333,201292.0,102988.0,39061.0,1.0,1.0,2432
20260716_cross_p2c_sketch_coverage_k16_rep8,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,p2c,sketch_coverage,16,coverage_first,net_benefit_coverage_threshold,512,4,8,10,20260716,eaa15ded1a7793cfc70e1f55234842745030d0e5f9d40c1a476069fdb5fea6c9,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.13802083333333334,241644.0,143340.0,40723.0,1.0,1.0,4480
20260716_cross_p2c_sketch_coverage_k32_rep8,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,p2c,sketch_coverage,32,coverage_first,net_benefit_coverage_threshold,512,4,8,10,20260716,eaa15ded1a7793cfc70e1f55234842745030d0e5f9d40c1a476069fdb5fea6c9,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.171875,251247.0,152943.0,34774.0,2.0,2.0,8576
20260716_cross_p2c_exact_kinf_rep8,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,p2c,exact,inf,n/a,net_benefit_coverage_threshold,512,4,8,10,20260716,eaa15ded1a7793cfc70e1f55234842745030d0e5f9d40c1a476069fdb5fea6c9,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.1796875,253546.0,155242.0,36621.0,4.0,4.0,33152
20260716_cross_dualmap_load_only_kinf_rep8,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,dualmap,load_only,inf,n/a,net_benefit_coverage_threshold,512,4,8,10,20260716,eaa15ded1a7793cfc70e1f55234842745030d0e5f9d40c1a476069fdb5fea6c9,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.0,205818.0,107514.0,107514.0,0.0,0.0,384
20260716_cross_dualmap_sketch_coverage_k8_rep8,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,dualmap,sketch_coverage,8,coverage_first,net_benefit_coverage_threshold,512,4,8,10,20260716,eaa15ded1a7793cfc70e1f55234842745030d0e5f9d40c1a476069fdb5fea6c9,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.08072916666666667,225039.0,126735.0,98585.0,1.0,1.0,2432
20260716_cross_dualmap_sketch_coverage_k16_rep8,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,dualmap,sketch_coverage,16,coverage_first,net_benefit_coverage_threshold,512,4,8,10,20260716,eaa15ded1a7793cfc70e1f55234842745030d0e5f9d40c1a476069fdb5fea6c9,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.140625,254134.0,155830.0,88553.0,1.0,1.0,4480
20260716_cross_dualmap_sketch_coverage_k32_rep8,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,dualmap,sketch_coverage,32,coverage_first,net_benefit_coverage_threshold,512,4,8,10,20260716,eaa15ded1a7793cfc70e1f55234842745030d0e5f9d40c1a476069fdb5fea6c9,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.16666666666666666,249865.0,151561.0,68371.0,1.0,1.0,8576
20260716_cross_dualmap_exact_kinf_rep8,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,dualmap,exact,inf,n/a,net_benefit_coverage_threshold,512,4,8,10,20260716,eaa15ded1a7793cfc70e1f55234842745030d0e5f9d40c1a476069fdb5fea6c9,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.1796875,261643.0,163339.0,163339.0,4.0,4.0,32448
20260716_cross_p2c_load_only_kinf_rep9,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,p2c,load_only,inf,n/a,net_benefit_coverage_threshold,512,4,9,10,20260716,535a89155c291e366f66e27e64a196702563ed516e18deeeec707f894f280235,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.0,155163.0,56859.0,56859.0,0.0,0.0,384
20260716_cross_p2c_sketch_coverage_k8_rep9,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,p2c,sketch_coverage,8,coverage_first,net_benefit_coverage_threshold,512,4,9,10,20260716,535a89155c291e366f66e27e64a196702563ed516e18deeeec707f894f280235,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.09635416666666667,229675.0,131371.0,45806.0,1.0,1.0,2432
20260716_cross_p2c_sketch_coverage_k16_rep9,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,p2c,sketch_coverage,16,coverage_first,net_benefit_coverage_threshold,512,4,9,10,20260716,535a89155c291e366f66e27e64a196702563ed516e18deeeec707f894f280235,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.15104166666666666,251572.0,153268.0,51743.0,1.0,1.0,4480
20260716_cross_p2c_sketch_coverage_k32_rep9,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,p2c,sketch_coverage,32,coverage_first,net_benefit_coverage_threshold,512,4,9,10,20260716,535a89155c291e366f66e27e64a196702563ed516e18deeeec707f894f280235,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.17447916666666666,256954.0,158650.0,33397.0,2.0,2.0,8576
20260716_cross_p2c_exact_kinf_rep9,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,p2c,exact,inf,n/a,net_benefit_coverage_threshold,512,4,9,10,20260716,535a89155c291e366f66e27e64a196702563ed516e18deeeec707f894f280235,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.17708333333333334,257464.0,159160.0,35139.0,4.0,4.0,33152
20260716_cross_dualmap_load_only_kinf_rep9,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,dualmap,load_only,inf,n/a,net_benefit_coverage_threshold,512,4,9,10,20260716,535a89155c291e366f66e27e64a196702563ed516e18deeeec707f894f280235,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.0,218912.0,120608.0,120608.0,0.0,0.0,384
20260716_cross_dualmap_sketch_coverage_k8_rep9,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,dualmap,sketch_coverage,8,coverage_first,net_benefit_coverage_threshold,512,4,9,10,20260716,535a89155c291e366f66e27e64a196702563ed516e18deeeec707f894f280235,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.09375,239063.0,140759.0,93704.0,1.0,1.0,2432
20260716_cross_dualmap_sketch_coverage_k16_rep9,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,dualmap,sketch_coverage,16,coverage_first,net_benefit_coverage_threshold,512,4,9,10,20260716,535a89155c291e366f66e27e64a196702563ed516e18deeeec707f894f280235,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.15104166666666666,256241.0,157937.0,81727.0,1.0,1.0,4480
20260716_cross_dualmap_sketch_coverage_k32_rep9,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,dualmap,sketch_coverage,32,coverage_first,net_benefit_coverage_threshold,512,4,9,10,20260716,535a89155c291e366f66e27e64a196702563ed516e18deeeec707f894f280235,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.1796875,263044.0,164740.0,85751.0,2.0,2.0,8576
20260716_cross_dualmap_exact_kinf_rep9,cross_policy_interface_v4,trace_derived_simulation,b192742a0f3d59d468c641b941c3d797d257df1d,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,dualmap,exact,inf,n/a,net_benefit_coverage_threshold,512,4,9,10,20260716,535a89155c291e366f66e27e64a196702563ed516e18deeeec707f894f280235,512,128,128,paired trace-derived replay; P2C/DualMap policy adaptation; no live vLLM latency,Current,384,0.18229166666666666,268567.0,170263.0,170263.0,4.0,4.0,32064
