experiment_id,experiment,evidence_type,code_commit,model,hardware,cell_id,relay_cell_id,policy,workload,policy_definition,wire_frame_bytes,wire_bytes_per_msg_assumed,rep,repetitions,seed,workload_trace_hash,zipf_alpha,pool_size,lineage_steps,distinct_lineages_total,phase_shift_at_request,n_requests,warmup_request_count,concurrency,fixed_output_tokens,kv_cache_tokens_per_instance_shadow,max_queue_relay,drain_timeout_s,topk,j,guard_ms,prefill_tokens_per_ms,queue_penalty_ms,cell_order_index,cell_order_sequence,generation_mode,vllm_cache_salt,semantic_prompt_contains_policy,metric_scope,status,request_count,overlap_fraction,overlap_seed_prefixes,overlap_seed_requests,cell_active_s,upserts_generated,upserts_per_s,offered_wire_bit_per_s,affinity_selection_rate,dispatch_state_age_defined_count,dispatch_state_age_mean_s,dispatch_state_age_p50_s,dispatch_state_age_p95_s,dispatcher_view_missing_at_dispatch_rate,source_view_false_negative_rate,source_view_false_positive_rate,physical_false_positive_affinity_rate,source_unique_prefixes_at_end,dispatcher_unique_prefixes_at_end,dispatcher_unique_prefixes_per_wire_byte,vllm_cached_token_rate,vllm_cached_tokens_total,vllm_cached_tokens_per_request,stale_fallback_count,stale_fallback_rate,mean_coverage_shortfall_tokens,ttft_mean_ms,ttft_p50_ms,ttft_p95_ms,ttft_p99_ms,latency_p50_ms,latency_p95_ms,throughput_requests_per_s,validation_attempt_count,validation_failure_count,fallback_count,incorrect_kv_reuse_count,retried_request_count,request_error_rate,rho,sig_bit_per_s,background_traffic,background_rate,relay_max_inflight,source_local_topk,gateway_global_topk,c0_tokens,theta_s,util_lambda,delay_gate_s,queue_gate_frames,prefix_length,source_upserts_sent,source_tombstones_sent,forced_owner_resets,source_suppressed_upserts,net_msgs_sent,net_msgs_delivered,net_wire_bytes_sent,net_undelivered_at_drain_end,ad_delivery_delay_mean_s,ad_delivery_delay_p50_s,ad_delivery_delay_p95_s,ad_delivery_delay_p99_s,tombstone_delay_p95_s,tc_sig_backlog_bytes_before,tc_sig_backlog_bytes_mid,tc_sig_backlog_bytes_after,tc_sig_dropped_after,tc_class110_sent_bytes_after,tc_class120_sent_bytes_after,tc_class120_sent_bytes_before,relay_forwarded,relay_drop_rate_limit,relay_drop_superseded,relay_drop_duplicate_holder,relay_drop_low_utility,relay_drop_queue_drop,relay_drop_expired,relay_max_queue
20260726_formal4t4_reuse_intensive_Ideal_rep0,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,4f09a541090cf3c8249425d83f1c0ef1012ec1d8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,Ideal,43506,Ideal,reuse_intensive,Immediate dispatcher visibility; no signaling cost; upper bound.,64,104,0,5,20260726,a54caa37c01134bdd923ad848b0ed293335aeacfdb487cfabbb876ce1ef0a802,1.2,64,3,128,60,120,24,4,4,104544,4096,60.0,8,4,0.5,50.0,2.0,0,"Ideal,Adaptive@rho1.2_c01024_theta30,StaticSemantic@rho1.2,RateFIFO@rho1.2",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:panel_b_L2048:Ideal:rep0,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,16,64,112.04932081699371,184,1.64213400543963,1366.255492525772,0.2604166666666667,66,8.987251137242172,2.9563186168670654,44.26341724395752,0.0,0.0,0.0,0.0,47,47,0.0,1.0,138176.0,1439.3333333333333,0,0.0,0.0,1109.7174644895833,307.516365,2662.688425,3052.932035,741.234628,3351.605271,0.8567655680554591,25,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260726_formal4t4_reuse_intensive_Adaptive@rho1.2_c01024_theta30_rep0,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,4f09a541090cf3c8249425d83f1c0ef1012ec1d8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,Adaptive@rho1.2_c01024_theta30,43507,Adaptive,reuse_intensive,StaticSemantic plus EWMA-delay/queue-aware utility admission and dynamic tightening of the global useful-prefix set.,64,104,0,5,20260726,a54caa37c01134bdd923ad848b0ed293335aeacfdb487cfabbb876ce1ef0a802,1.2,64,3,128,60,120,24,4,4,104544,4096,60.0,8,4,0.5,50.0,2.0,1,"Ideal,Adaptive@rho1.2_c01024_theta30,StaticSemantic@rho1.2,RateFIFO@rho1.2",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:panel_b_L2048:Adaptive@rho1.2_c01024_theta30:rep0,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,16,64,112.21575839584693,184,1.6396984044872773,1364.2290725334146,0.3229166666666667,66,59.48826773238905,59.15451169013977,103.8010766506195,0.23958333333333334,0.23958333333333334,0.0,0.0,47,30,0.0015677257525083612,1.0,123840.0,1290.0,0,0.0,0.0,1106.1348481666666,316.060209,2625.225114,2634.504551,873.103506,3038.6219,0.8554948197324924,31,0,0,0,0,0.0,1.2,1138,False,none,4,False,16,1024.0,30.0,16.0,2.0,8,2048,184,0,0,0,184,62,19136,122,9.415926441069573,11.305503368377686,16.7604877948761,18.358211755752563,0.0,0,326,0,0,1376386,3150,3150,62,0,7,37,78,0,0,7
20260726_formal4t4_reuse_intensive_StaticSemantic@rho1.2_rep0,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,4f09a541090cf3c8249425d83f1c0ef1012ec1d8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,StaticSemantic@rho1.2,43508,StaticSemantic,reuse_intensive,"Static semantic aggregation: latest-update replacement, non-preemptive invalidation priority, and at-most-two queued/advertised owners per prefix.",64,104,0,5,20260726,a54caa37c01134bdd923ad848b0ed293335aeacfdb487cfabbb876ce1ef0a802,1.2,64,3,128,60,120,24,4,4,104544,4096,60.0,8,4,0.5,50.0,2.0,2,"Ideal,Adaptive@rho1.2_c01024_theta30,StaticSemantic@rho1.2,RateFIFO@rho1.2",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:panel_b_L2048:StaticSemantic@rho1.2:rep0,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,16,64,115.2221966017969,184,1.5969145305908055,1328.6328894515502,0.22916666666666666,66,75.32360700766246,68.04608392715454,109.53568077087402,0.3541666666666667,0.3541666666666667,0.0,0.0,47,47,0.002456103678929766,1.0,119744.0,1247.3333333333333,0,0.0,0.0,1137.1611758541667,326.934386,2599.828107,2808.44489,909.145728,3001.807787,0.833172798569116,22,0,0,0,0,0.0,1.2,1138,False,none,4,False,0,,,,2.0,8,2048,184,0,0,0,184,86,19136,98,32.889868872110235,32.37030625343323,55.26066493988037,56.71234846115112,0.0,0,260,196,0,1388980,3150,3150,87,0,53,44,0,0,0,31
20260726_formal4t4_reuse_intensive_RateFIFO@rho1.2_rep0,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,4f09a541090cf3c8249425d83f1c0ef1012ec1d8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,RateFIFO@rho1.2,43509,RateFIFO,reuse_intensive,FIFO plus only a token bucket at the same physical signaling rate; no KV-state semantics.,64,104,0,5,20260726,a54caa37c01134bdd923ad848b0ed293335aeacfdb487cfabbb876ce1ef0a802,1.2,64,3,128,60,120,24,4,4,104544,4096,60.0,8,4,0.5,50.0,2.0,3,"Ideal,Adaptive@rho1.2_c01024_theta30,StaticSemantic@rho1.2,RateFIFO@rho1.2",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:panel_b_L2048:RateFIFO@rho1.2:rep0,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,16,64,128.83477759594098,184,1.4281858007088066,1188.2505861897273,0.5208333333333334,66,35.28845862908797,13.036913633346558,100.79415678977966,0.13541666666666666,0.13541666666666666,0.0,0.0,47,28,0.001463210702341137,1.0,125888.0,1311.3333333333333,0,0.0,0.0,1370.5417840520834,878.512217,2929.645628,3194.565488,2204.032198,3616.674787,0.7451404177611166,50,0,0,0,0,0.0,1.2,1138,False,none,4,False,0,,,,2.0,8,2048,184,0,0,0,184,46,19136,138,3.1178692475609155,2.946939468383789,5.1675848960876465,5.388351678848267,0.0,132,262,0,0,1398530,3150,3150,46,138,0,0,0,0,0,1
20260726_formal4t4_reuse_intensive_Ideal_rep1,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,4f09a541090cf3c8249425d83f1c0ef1012ec1d8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,Ideal,43510,Ideal,reuse_intensive,Immediate dispatcher visibility; no signaling cost; upper bound.,64,104,1,5,20260726,e07d50d8068dca46b719c378f99431259ad756f9b86f71e73bca79e4a4f6cb24,1.2,64,3,128,60,120,24,4,4,104544,4096,60.0,8,4,0.5,50.0,2.0,0,"Ideal,Adaptive@rho1.2_c01024_theta30,RateFIFO@rho1.2,StaticSemantic@rho1.2",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:panel_b_L2048:Ideal:rep1,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,16,64,124.95924574602395,184,1.4724800786167889,1225.1034254091685,0.2604166666666667,59,13.694359419709546,7.88090705871582,54.96624946594238,0.0,0.0,0.0,0.0,59,59,0.0,1.0,123856.0,1290.1666666666667,0,0.0,0.0,1241.9159613333334,413.393939,2739.416063,2874.74723,1037.03337,3396.171035,0.7682504758000638,25,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260726_formal4t4_reuse_intensive_Adaptive@rho1.2_c01024_theta30_rep1,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,4f09a541090cf3c8249425d83f1c0ef1012ec1d8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,Adaptive@rho1.2_c01024_theta30,43511,Adaptive,reuse_intensive,StaticSemantic plus EWMA-delay/queue-aware utility admission and dynamic tightening of the global useful-prefix set.,64,104,1,5,20260726,e07d50d8068dca46b719c378f99431259ad756f9b86f71e73bca79e4a4f6cb24,1.2,64,3,128,60,120,24,4,4,104544,4096,60.0,8,4,0.5,50.0,2.0,1,"Ideal,Adaptive@rho1.2_c01024_theta30,RateFIFO@rho1.2,StaticSemantic@rho1.2",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:panel_b_L2048:Adaptive@rho1.2_c01024_theta30:rep1,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,16,64,131.82283941283822,184,1.3958127500482307,1161.3162080401278,0.21875,59,78.63829062752805,74.65688610076904,125.8428566455841,0.28125,0.28125,0.0,0.0,59,33,0.0017244983277591973,1.0,93152.0,970.3333333333334,0,0.0,0.0,1488.2400936979168,2238.406024,2685.481516,2730.486323,2584.249232,3171.527847,0.7282501304599465,21,0,0,0,0,0.0,1.2,1020,False,none,4,False,16,1024.0,30.0,16.0,2.0,8,2048,184,0,0,0,184,63,19136,121,10.507434754144578,12.716732263565063,18.270215272903442,20.265446424484253,0.0,0,326,0,0,1409592,3360,3360,63,0,7,34,80,0,0,7
20260726_formal4t4_reuse_intensive_RateFIFO@rho1.2_rep1,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,4f09a541090cf3c8249425d83f1c0ef1012ec1d8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,RateFIFO@rho1.2,43512,RateFIFO,reuse_intensive,FIFO plus only a token bucket at the same physical signaling rate; no KV-state semantics.,64,104,1,5,20260726,e07d50d8068dca46b719c378f99431259ad756f9b86f71e73bca79e4a4f6cb24,1.2,64,3,128,60,120,24,4,4,104544,4096,60.0,8,4,0.5,50.0,2.0,2,"Ideal,Adaptive@rho1.2_c01024_theta30,RateFIFO@rho1.2,StaticSemantic@rho1.2",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:panel_b_L2048:RateFIFO@rho1.2:rep1,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,16,64,137.39398615807295,184,1.3392143655276618,1114.2263521190146,0.3125,59,66.75541694285506,59.768592834472656,127.57287764549255,0.28125,0.28125,0.0,0.0,59,33,0.0017244983277591973,1.0,95184.0,991.5,0,0.0,0.0,1576.96606415625,2246.75315,2790.53415,2845.367695,2593.915458,3285.085701,0.6987205385361713,30,0,0,0,0,0.0,1.2,1020,False,none,4,False,0,,,,2.0,8,2048,184,0,0,0,184,46,19136,138,3.8387696743011475,4.223388671875,5.69917631149292,6.97202730178833,0.0,0,262,0,0,1418954,3360,3360,46,138,0,0,0,0,0,1
20260726_formal4t4_reuse_intensive_StaticSemantic@rho1.2_rep1,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,4f09a541090cf3c8249425d83f1c0ef1012ec1d8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,StaticSemantic@rho1.2,43513,StaticSemantic,reuse_intensive,"Static semantic aggregation: latest-update replacement, non-preemptive invalidation priority, and at-most-two queued/advertised owners per prefix.",64,104,1,5,20260726,e07d50d8068dca46b719c378f99431259ad756f9b86f71e73bca79e4a4f6cb24,1.2,64,3,128,60,120,24,4,4,104544,4096,60.0,8,4,0.5,50.0,2.0,3,"Ideal,Adaptive@rho1.2_c01024_theta30,RateFIFO@rho1.2,StaticSemantic@rho1.2",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:panel_b_L2048:StaticSemantic@rho1.2:rep1,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,16,64,132.29781517805532,184,1.3908015015392385,1157.1468492806464,0.16666666666666666,59,91.10429779149719,96.5752866268158,126.77488374710083,0.34375,0.34375,0.0,0.0,59,39,0.0020380434782608695,1.0,91088.0,948.8333333333334,0,0.0,0.0,1439.4106698541666,2139.757356,2645.171018,2700.610168,2509.148731,3064.810425,0.7256355660204723,16,0,0,0,0,0.0,1.2,1020,False,none,4,False,0,,,,2.0,8,2048,184,0,0,0,184,71,19136,113,44.18840981872989,42.55061197280884,86.9635317325592,90.09466600418091,0.0,0,522,522,0,1431236,3360,3360,75,0,38,43,0,0,0,51
20260726_formal4t4_reuse_intensive_RateFIFO@rho1.2_rep2,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,4f09a541090cf3c8249425d83f1c0ef1012ec1d8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,RateFIFO@rho1.2,43514,RateFIFO,reuse_intensive,FIFO plus only a token bucket at the same physical signaling rate; no KV-state semantics.,64,104,2,5,20260726,2b26e5a14b1b7a101ca05de3b9f20a7b0fe74fe6a196dde4b0301996ddae92c9,1.2,64,3,128,60,120,24,4,4,104544,4096,60.0,8,4,0.5,50.0,2.0,0,"RateFIFO@rho1.2,Ideal,StaticSemantic@rho1.2,Adaptive@rho1.2_c01024_theta30",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:panel_b_L2048:RateFIFO@rho1.2:rep2,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,16,64,127.32031782111153,184,1.4451738979989428,1202.3846831351202,0.4166666666666667,61,53.665748291328306,47.0458402633667,111.22737383842468,0.19791666666666666,0.19791666666666666,0.0,0.0,52,31,0.0016199832775919732,1.0,113632.0,1183.6666666666667,0,0.0,0.0,1452.0513620104166,884.588321,2822.831536,3418.111846,2000.046124,3257.792714,0.7540037728690135,40,0,0,0,0,0.0,1.2,1020,False,none,4,False,0,,,,2.0,8,2048,184,0,0,0,184,46,19136,138,9.086181132689767,8.928537130355835,12.173705577850342,12.445921659469604,0.0,456,456,0,0,1440186,3360,3360,46,138,0,0,0,0,0,3
20260726_formal4t4_reuse_intensive_Ideal_rep2,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,4f09a541090cf3c8249425d83f1c0ef1012ec1d8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,Ideal,43515,Ideal,reuse_intensive,Immediate dispatcher visibility; no signaling cost; upper bound.,64,104,2,5,20260726,2b26e5a14b1b7a101ca05de3b9f20a7b0fe74fe6a196dde4b0301996ddae92c9,1.2,64,3,128,60,120,24,4,4,104544,4096,60.0,8,4,0.5,50.0,2.0,1,"RateFIFO@rho1.2,Ideal,StaticSemantic@rho1.2,Adaptive@rho1.2_c01024_theta30",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:panel_b_L2048:Ideal:rep2,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,16,64,119.23509731702507,184,1.5431697892674712,1283.917264670536,0.15625,61,13.658024920791876,6.385552644729614,50.55357336997986,0.0,0.0,0.0,0.0,52,52,0.0,1.0,127968.0,1333.0,0,0.0,0.0,1154.45874165625,302.389242,2806.203445,2891.559204,713.206713,3384.42666,0.8051320639656372,15,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
