rep,cell_id,policy,workload,rho,saved_prefill_retention_vs_ideal,delta_ttft_mean_ms_vs_ideal,delta_ttft_p95_ms_vs_ideal,delta_stale_fallback_rate_vs_ideal
0,Adaptive@rho1.2_c01024_theta30,Adaptive,reuse_intensive,1.2,0.8951065324280028,376.962197822917,-262.9802440000003,0.0
0,StaticSemantic@rho1.2,StaticSemantic,reuse_intensive,1.2,0.865136970264575,162.7317628333335,-367.7718729999997,0.0
0,RateFIFO@rho1.2,RateFIFO,reuse_intensive,1.2,0.9400608756731444,634.8276577187498,349.15372299999945,0.0
1,Adaptive@rho1.2_c01024_theta30,Adaptive,reuse_intensive,1.2,0.782384097299418,782.4142923749996,-70.29326600000059,0.0
1,RateFIFO@rho1.2,RateFIFO,reuse_intensive,1.2,0.7154253580069313,1839.1095461458335,142.8383249999988,0.0
1,StaticSemantic@rho1.2,StaticSemantic,reuse_intensive,1.2,0.7489047276531746,859.0948144062495,18.472148999999263,0.0
2,RateFIFO@rho1.2,RateFIFO,reuse_intensive,1.2,0.8866253321523472,894.6819422083331,97.84161099999983,0.0
2,StaticSemantic@rho1.2,StaticSemantic,reuse_intensive,1.2,0.7894470454257877,860.8484036354162,-181.28534899999977,0.0
2,Adaptive@rho1.2_c01024_theta30,Adaptive,reuse_intensive,1.2,0.8380361887890675,757.7456397812498,-225.15335499999856,0.0
3,Adaptive@rho1.2_c01024_theta30,Adaptive,reuse_intensive,1.2,0.8631528908431874,885.6551343750002,156.79331600000114,0.0
3,RateFIFO@rho1.2,RateFIFO,reuse_intensive,1.2,0.8023055440014261,1338.6153728437498,-115.46190500000012,0.0
3,StaticSemantic@rho1.2,StaticSemantic,reuse_intensive,1.2,0.7869748648166854,1188.4020021562496,160.74423299999944,0.0
4,RateFIFO@rho1.2,RateFIFO,reuse_intensive,1.2,0.8801287679250804,759.803993583334,-83.52832799999851,0.0
4,StaticSemantic@rho1.2,StaticSemantic,reuse_intensive,1.2,0.835118525021949,1270.693227947917,431.0081050000008,0.0
4,Adaptive@rho1.2_c01024_theta30,Adaptive,reuse_intensive,1.2,0.8651448639157155,1282.2895153229165,428.42600100000163,0.0
