rep,cell_id,policy,workload,rho,saved_prefill_retention_vs_ideal,delta_ttft_mean_ms_vs_ideal,delta_ttft_p95_ms_vs_ideal,delta_stale_fallback_rate_vs_ideal
0,Adaptive@rho1.2_c01024_theta30,Adaptive,reuse_intensive,1.2,0.7942907592701589,672.906784822917,19.99247899999955,0.010416666666666666
0,StaticSemantic@rho1.2,StaticSemantic,reuse_intensive,1.2,0.8041200706297822,750.1779489166665,608.2119650000004,0.010416666666666666
0,RateFIFO@rho1.2,RateFIFO,reuse_intensive,1.2,0.8493525603296056,2489.5119384791665,2374.390974,0.041666666666666664
1,Adaptive@rho1.2_c01024_theta30,Adaptive,reuse_intensive,1.2,0.6722373918478797,1528.5591855833327,45.138356999999814,0.010416666666666666
1,RateFIFO@rho1.2,RateFIFO,reuse_intensive,1.2,0.6735533111820245,2934.7817665520834,1297.8473709999998,0.020833333333333332
1,StaticSemantic@rho1.2,StaticSemantic,reuse_intensive,1.2,0.6718426160476363,1808.4153869479169,909.9538169999996,0.020833333333333332
2,RateFIFO@rho1.2,RateFIFO,reuse_intensive,1.2,0.8611164152504615,1873.4040963229163,257.09377099999983,0.0
2,StaticSemantic@rho1.2,StaticSemantic,reuse_intensive,1.2,0.7339761950225956,1373.1167216979165,554.0695299999988,0.020833333333333332
2,Adaptive@rho1.2_c01024_theta30,Adaptive,reuse_intensive,1.2,0.7664375278467316,1658.9489165625,1447.210239,0.0
3,Adaptive@rho1.2_c01024_theta30,Adaptive,reuse_intensive,1.2,0.7399085721115062,1558.2801740208333,-597.7340690000001,0.0
3,RateFIFO@rho1.2,RateFIFO,reuse_intensive,1.2,0.8316950013445278,1195.718943427083,-342.4732989999993,0.0
3,StaticSemantic@rho1.2,StaticSemantic,reuse_intensive,1.2,0.7858017867280169,1645.620089020833,629.2372000000014,0.0
4,RateFIFO@rho1.2,RateFIFO,reuse_intensive,1.2,0.8621876931226273,1608.4175118749995,885.7856890000003,0.010416666666666666
4,StaticSemantic@rho1.2,StaticSemantic,reuse_intensive,1.2,0.8131602954592272,1768.4829320416661,1701.3363989999998,0.010416666666666666
4,Adaptive@rho1.2_c01024_theta30,Adaptive,reuse_intensive,1.2,0.7739913481062947,2150.66697053125,1359.354859000001,0.020833333333333332
