rep,cell_id,policy,workload,rho,saved_prefill_retention_vs_ideal,delta_ttft_mean_ms_vs_ideal,delta_ttft_p95_ms_vs_ideal,delta_stale_fallback_rate_vs_ideal
0,Adaptive@rho1.2_c01024_theta30,Adaptive,reuse_intensive,1.2,0.8694469628286491,16.40934119791666,-28.19638299999997,0.0
0,StaticSemantic@rho1.2,StaticSemantic,reuse_intensive,1.2,0.8839528558476881,8.825693874999956,-2.4713239999999814,0.0
0,RateFIFO@rho1.2,RateFIFO,reuse_intensive,1.2,0.9131912964641886,126.31333003124996,49.393665000000055,0.0
1,Adaptive@rho1.2_c01024_theta30,Adaptive,reuse_intensive,1.2,0.7578814627994955,34.13281352083334,-83.37416599999995,0.0
1,RateFIFO@rho1.2,RateFIFO,reuse_intensive,1.2,0.7578814627994955,95.81655378124998,-50.51145599999995,0.0
1,StaticSemantic@rho1.2,StaticSemantic,reuse_intensive,1.2,0.7578814627994955,36.907639500000016,-68.10037999999997,0.0
2,RateFIFO@rho1.2,RateFIFO,reuse_intensive,1.2,0.89057156814851,121.34704941666666,67.09421599999996,0.0
2,StaticSemantic@rho1.2,StaticSemantic,reuse_intensive,1.2,0.8124084025403029,69.7501300208333,8.871713,0.0
2,Adaptive@rho1.2_c01024_theta30,Adaptive,reuse_intensive,1.2,0.7967757694186615,74.28171435416664,13.856358,0.0
3,Adaptive@rho1.2_c01024_theta30,Adaptive,reuse_intensive,1.2,0.7937456886640607,96.7701144895833,64.99474099999998,0.0
3,RateFIFO@rho1.2,RateFIFO,reuse_intensive,1.2,0.8675557599448149,111.61189543749998,13.055612999999994,0.0
3,StaticSemantic@rho1.2,StaticSemantic,reuse_intensive,1.2,0.7937456886640607,80.49535967708329,16.22640100000001,0.0
4,RateFIFO@rho1.2,RateFIFO,reuse_intensive,1.2,0.8839791525039655,71.52998443749999,16.715791999999965,0.0
4,StaticSemantic@rho1.2,StaticSemantic,reuse_intensive,1.2,0.840244731475187,58.043202947916654,15.916066999999998,0.0
4,Adaptive@rho1.2_c01024_theta30,Adaptive,reuse_intensive,1.2,0.840244731475187,52.190310645833335,-1.3191200000001118,0.0
