experiment_id,experiment,evidence_type,code_commit,model,hardware,workload_trace_hash,baseline,rate_budget_Bps,transport_capacity_Bps,churn_events_per_inst_s,duration_s,rep,repetitions,seed,baseline_definition,status,generated_events,sent_events,sent_bytes_total,event_sent_Bps,update_delay_p50_ms,update_delay_p95_ms,update_delay_p99_ms,queue_length_max,coalescing_ratio,dropped_or_expired_updates,stale_lookup_rate,fallback_rate,saved_prefill_ms_total,ttft_p95_ms_model,request_count
20260715_budgetv3_periodic_full_b64_c0.01_rep0,budget_freshness_quality_v3,control_plane_simulation,780e505b2caabcf996166ac4a59b30740304415f,fixed high-locality dispatch opportunity model,CPU-only; no vLLM transport,simulated_fixed_high_locality_request_stream_v3,periodic_full,64,64,0.01,120.0,0,20,20260715,all rows share finite link capacity; no_rate omits sender coalescing/pacing,Current,3,0,7296,60.8,2000.0,2000.0,2000.0,3,0.0,1.0,0.0,0.0,540000.0,80.0,6000
20260715_budgetv3_periodic_full_b64_c0.01_rep1,budget_freshness_quality_v3,control_plane_simulation,780e505b2caabcf996166ac4a59b30740304415f,fixed high-locality dispatch opportunity model,CPU-only; no vLLM transport,simulated_fixed_high_locality_request_stream_v3,periodic_full,64,64,0.01,120.0,1,20,20260715,all rows share finite link capacity; no_rate omits sender coalescing/pacing,Current,3,0,7296,60.8,2000.0,2000.0,2000.0,3,0.0,1.0,0.0,0.0,540000.0,80.0,6000
20260715_budgetv3_periodic_full_b64_c0.01_rep2,budget_freshness_quality_v3,control_plane_simulation,780e505b2caabcf996166ac4a59b30740304415f,fixed high-locality dispatch opportunity model,CPU-only; no vLLM transport,simulated_fixed_high_locality_request_stream_v3,periodic_full,64,64,0.01,120.0,2,20,20260715,all rows share finite link capacity; no_rate omits sender coalescing/pacing,Current,2,1,7296,60.8,2000.0,2000.0,2000.0,3,0.0,0.5,0.0,0.0,540000.0,80.0,6000
20260715_budgetv3_periodic_full_b64_c0.01_rep3,budget_freshness_quality_v3,control_plane_simulation,780e505b2caabcf996166ac4a59b30740304415f,fixed high-locality dispatch opportunity model,CPU-only; no vLLM transport,simulated_fixed_high_locality_request_stream_v3,periodic_full,64,64,0.01,120.0,3,20,20260715,all rows share finite link capacity; no_rate omits sender coalescing/pacing,Current,0,0,7296,60.8,2000.0,2000.0,2000.0,3,0.0,0.0,0.0,0.0,540000.0,80.0,6000
20260715_budgetv3_periodic_full_b64_c0.01_rep4,budget_freshness_quality_v3,control_plane_simulation,780e505b2caabcf996166ac4a59b30740304415f,fixed high-locality dispatch opportunity model,CPU-only; no vLLM transport,simulated_fixed_high_locality_request_stream_v3,periodic_full,64,64,0.01,120.0,4,20,20260715,all rows share finite link capacity; no_rate omits sender coalescing/pacing,Current,3,0,7296,60.8,2000.0,2000.0,2000.0,3,0.0,1.0,0.0055,0.0055,537030.0,80.2475,6000
20260715_budgetv3_periodic_full_b64_c0.01_rep5,budget_freshness_quality_v3,control_plane_simulation,780e505b2caabcf996166ac4a59b30740304415f,fixed high-locality dispatch opportunity model,CPU-only; no vLLM transport,simulated_fixed_high_locality_request_stream_v3,periodic_full,64,64,0.01,120.0,5,20,20260715,all rows share finite link capacity; no_rate omits sender coalescing/pacing,Current,4,0,7296,60.8,2000.0,2000.0,2000.0,3,0.0,1.0,0.017166666666666667,0.017166666666666667,530730.0,80.7725,6000
20260715_budgetv3_periodic_full_b64_c0.01_rep6,budget_freshness_quality_v3,control_plane_simulation,780e505b2caabcf996166ac4a59b30740304415f,fixed high-locality dispatch opportunity model,CPU-only; no vLLM transport,simulated_fixed_high_locality_request_stream_v3,periodic_full,64,64,0.01,120.0,6,20,20260715,all rows share finite link capacity; no_rate omits sender coalescing/pacing,Current,1,0,7296,60.8,2000.0,2000.0,2000.0,3,0.0,1.0,0.0,0.0,540000.0,80.0,6000
20260715_budgetv3_periodic_full_b64_c0.01_rep7,budget_freshness_quality_v3,control_plane_simulation,780e505b2caabcf996166ac4a59b30740304415f,fixed high-locality dispatch opportunity model,CPU-only; no vLLM transport,simulated_fixed_high_locality_request_stream_v3,periodic_full,64,64,0.01,120.0,7,20,20260715,all rows share finite link capacity; no_rate omits sender coalescing/pacing,Current,1,0,7296,60.8,2000.0,2000.0,2000.0,3,0.0,1.0,0.0018333333333333333,0.0018333333333333333,539010.0,80.0825,6000
20260715_budgetv3_periodic_full_b64_c0.01_rep8,budget_freshness_quality_v3,control_plane_simulation,780e505b2caabcf996166ac4a59b30740304415f,fixed high-locality dispatch opportunity model,CPU-only; no vLLM transport,simulated_fixed_high_locality_request_stream_v3,periodic_full,64,64,0.01,120.0,8,20,20260715,all rows share finite link capacity; no_rate omits sender coalescing/pacing,Current,4,1,7296,60.8,2000.0,2000.0,2000.0,3,0.0,0.75,0.021333333333333333,0.021333333333333333,528480.0,80.96,6000
20260715_budgetv3_periodic_full_b64_c0.01_rep9,budget_freshness_quality_v3,control_plane_simulation,780e505b2caabcf996166ac4a59b30740304415f,fixed high-locality dispatch opportunity model,CPU-only; no vLLM transport,simulated_fixed_high_locality_request_stream_v3,periodic_full,64,64,0.01,120.0,9,20,20260715,all rows share finite link capacity; no_rate omits sender coalescing/pacing,Current,3,0,7296,60.8,2000.0,2000.0,2000.0,3,0.0,1.0,0.008,0.008,535680.0,80.36,6000
