experiment,evidence_type,mode,policy,K,n_reps,status,observed_reuse_hit_rate_mean,observed_reuse_hit_rate_ci95_low,observed_reuse_hit_rate_ci95_high,mean_reuse_coverage_mean,mean_reuse_coverage_ci95_low,mean_reuse_coverage_ci95_high,saved_prefill_tokens_total_mean,saved_prefill_tokens_total_ci95_low,saved_prefill_tokens_total_ci95_high,dispatcher_index_bytes_mean,dispatcher_index_bytes_ci95_low,dispatcher_index_bytes_ci95_high
agenttrace_structural_replay_v3,trace_derived_simulation,closed_loop,exact,inf,10,Current,1.0,1.0,1.0,0.3833755925694234,0.3740636300442445,0.3932395081754446,170339.6,163030.7,177529.0,8576.0,8576.0,8576.0
agenttrace_structural_replay_v3,trace_derived_simulation,closed_loop,load_only,inf,10,Current,1.0,1.0,1.0,0.36262565687601955,0.3565049168322028,0.36890920220071394,142750.3,137511.8,148927.4,384.0,384.0,384.0
agenttrace_structural_replay_v3,trace_derived_simulation,closed_loop,sketch_k16,16,10,Current,1.0,1.0,1.0,0.33320571864496235,0.32661008529859037,0.3402938968582412,103575.6,101592.2,105470.0,1408.0,1408.0,1408.0
agenttrace_structural_replay_v3,trace_derived_simulation,closed_loop,sketch_k8,8,10,Current,1.0,1.0,1.0,0.33066068940937976,0.3247406513963101,0.33722458534678057,99796.8,99044.3,100602.4,896.0,896.0,896.0
agenttrace_structural_replay_v3,trace_derived_simulation,frozen,exact,inf,10,Current,1.0,1.0,1.0,0.3437162614210529,0.33487377692055115,0.3548832738445826,112018.7,106725.3,120626.4,10579.2,10336.0,10841.6
agenttrace_structural_replay_v3,trace_derived_simulation,frozen,load_only,inf,10,Current,1.0,1.0,1.0,0.3334880170576125,0.3271577361785212,0.3406992602888366,102062.2,100393.6,104601.8,384.0,384.0,384.0
agenttrace_structural_replay_v3,trace_derived_simulation,frozen,sketch_k16,16,10,Current,1.0,1.0,1.0,0.3324880090156821,0.3267607992555355,0.3386904646161836,101584.9,100091.8,103959.5,4480.0,4480.0,4480.0
agenttrace_structural_replay_v3,trace_derived_simulation,frozen,sketch_k8,8,10,Current,1.0,1.0,1.0,0.3303998708237134,0.3244572665563618,0.3370196378564525,99166.4,99033.3,99324.1,2432.0,2432.0,2432.0
