experiment_id,experiment,evidence_type,code_commit,source_dataset,source_url,source_license,source_file_sha256,source_raw_text_retained,model,hardware,mode,policy,K,J,rep,repetitions,seed,workload_trace_hash,request_count_total,warmup_request_count,cache_capacity,metric_scope,status,request_count,observed_reuse_hit_rate,mean_reuse_coverage,saved_prefill_tokens_total,raw_candidate_fanout_p95,evaluated_candidate_fanout_p95,dispatcher_index_bytes
20260715_agenttrace_frozen_load_only_rep0,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,load_only,inf,8,0,10,20260715,d6a6fc0c1ad357697db58af53f83bc5a26a7c9aa3cf5c4511883a8f2a84b1ad2,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.34057384035397614,100738.0,0.0,0.0,384
20260715_agenttrace_frozen_exact_rep1,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,exact,inf,8,1,10,20260715,e25cdaf7a3ae546e8d9391a4ecdd20e94c216a8dc8431e8bbc2b843ba3202695,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.38677240334249907,146844.0,4.0,4.0,11392
20260715_agenttrace_closed_loop_load_only_rep1,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,load_only,inf,8,1,10,20260715,e25cdaf7a3ae546e8d9391a4ecdd20e94c216a8dc8431e8bbc2b843ba3202695,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.38426792649634284,144320.0,0.0,0.0,384
20260715_agenttrace_closed_loop_sketch_k8_rep1,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,sketch_k8,8,8,1,10,20260715,e25cdaf7a3ae546e8d9391a4ecdd20e94c216a8dc8431e8bbc2b843ba3202695,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.3531257501008168,101603.0,1.0,1.0,896
20260715_agenttrace_closed_loop_sketch_k16_rep1,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,sketch_k16,16,8,1,10,20260715,e25cdaf7a3ae546e8d9391a4ecdd20e94c216a8dc8431e8bbc2b843ba3202695,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.3577742422068202,108852.0,1.0,1.0,1408
20260715_agenttrace_closed_loop_exact_rep1,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,exact,inf,8,1,10,20260715,e25cdaf7a3ae546e8d9391a4ecdd20e94c216a8dc8431e8bbc2b843ba3202695,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.4113333602641765,180118.0,1.0,1.0,8576
20260715_agenttrace_frozen_load_only_rep2,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,load_only,inf,8,2,10,20260715,45b7907e9bd7b530353ec7b6168585653429dbb6aa2ce2a90630c7de09359e5e,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.3313997953651743,100549.0,0.0,0.0,384
20260715_agenttrace_frozen_sketch_k8_rep2,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,sketch_k8,8,8,2,10,20260715,45b7907e9bd7b530353ec7b6168585653429dbb6aa2ce2a90630c7de09359e5e,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.32924689363622106,99029.0,4.0,4.0,2432
20260715_agenttrace_frozen_sketch_k16_rep2,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,sketch_k16,16,8,2,10,20260715,45b7907e9bd7b530353ec7b6168585653429dbb6aa2ce2a90630c7de09359e5e,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.3321339134430173,101714.0,4.0,4.0,4480
20260715_agenttrace_frozen_exact_rep2,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,exact,inf,8,2,10,20260715,45b7907e9bd7b530353ec7b6168585653429dbb6aa2ce2a90630c7de09359e5e,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.34161148106095535,108657.0,4.0,4.0,10560
20260715_agenttrace_closed_loop_load_only_rep2,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,load_only,inf,8,2,10,20260715,45b7907e9bd7b530353ec7b6168585653429dbb6aa2ce2a90630c7de09359e5e,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.3580488624209872,133565.0,0.0,0.0,384
20260715_agenttrace_closed_loop_sketch_k8_rep2,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,sketch_k8,8,8,2,10,20260715,45b7907e9bd7b530353ec7b6168585653429dbb6aa2ce2a90630c7de09359e5e,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.32885121411808826,98788.0,1.0,1.0,896
20260715_agenttrace_closed_loop_sketch_k16_rep2,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,sketch_k16,16,8,2,10,20260715,45b7907e9bd7b530353ec7b6168585653429dbb6aa2ce2a90630c7de09359e5e,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.3305301428144736,101294.0,1.0,1.0,1408
20260715_agenttrace_closed_loop_exact_rep2,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,exact,inf,8,2,10,20260715,45b7907e9bd7b530353ec7b6168585653429dbb6aa2ce2a90630c7de09359e5e,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.3744828767379661,157589.0,1.0,1.0,8576
20260715_agenttrace_frozen_load_only_rep3,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,load_only,inf,8,3,10,20260715,98674c73282f947888460872693cb48d8bbe02beae090780eb7417cab4bb160a,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.31964055941437425,100452.0,0.0,0.0,384
20260715_agenttrace_frozen_sketch_k8_rep3,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,sketch_k8,8,8,3,10,20260715,98674c73282f947888460872693cb48d8bbe02beae090780eb7417cab4bb160a,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.31731264145236565,98991.0,4.0,4.0,2432
20260715_agenttrace_frozen_sketch_k16_rep3,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,sketch_k16,16,8,3,10,20260715,98674c73282f947888460872693cb48d8bbe02beae090780eb7417cab4bb160a,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.3204954115396926,102741.0,4.0,4.0,4480
20260715_agenttrace_frozen_exact_rep3,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,exact,inf,8,3,10,20260715,98674c73282f947888460872693cb48d8bbe02beae090780eb7417cab4bb160a,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.327668715688499,107278.0,4.0,4.0,9920
20260715_agenttrace_closed_loop_load_only_rep3,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,load_only,inf,8,3,10,20260715,98674c73282f947888460872693cb48d8bbe02beae090780eb7417cab4bb160a,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.3597422847352341,160491.0,0.0,0.0,384
20260715_agenttrace_closed_loop_sketch_k8_rep3,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,sketch_k8,8,8,3,10,20260715,98674c73282f947888460872693cb48d8bbe02beae090780eb7417cab4bb160a,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.31738579025789165,99487.0,1.0,1.0,896
20260715_agenttrace_closed_loop_sketch_k16_rep3,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,sketch_k16,16,8,3,10,20260715,98674c73282f947888460872693cb48d8bbe02beae090780eb7417cab4bb160a,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.3190430437986294,102054.0,1.0,1.0,1408
20260715_agenttrace_closed_loop_exact_rep3,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,exact,inf,8,3,10,20260715,98674c73282f947888460872693cb48d8bbe02beae090780eb7417cab4bb160a,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.3677387457127329,170524.0,1.0,1.0,8576
20260715_agenttrace_frozen_load_only_rep4,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,load_only,inf,8,4,10,20260715,49e67e98c9da8a92599fd4f37f404328c126c7979033629442193830f181a54b,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.3338255535359461,104723.0,0.0,0.0,384
20260715_agenttrace_frozen_sketch_k8_rep4,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,sketch_k8,8,8,4,10,20260715,49e67e98c9da8a92599fd4f37f404328c126c7979033629442193830f181a54b,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.3289805196910072,99177.0,4.0,4.0,2432
20260715_agenttrace_frozen_sketch_k16_rep4,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,sketch_k16,16,8,4,10,20260715,49e67e98c9da8a92599fd4f37f404328c126c7979033629442193830f181a54b,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.3372350886371797,110801.0,4.0,4.0,4480
20260715_agenttrace_frozen_exact_rep4,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,exact,inf,8,4,10,20260715,49e67e98c9da8a92599fd4f37f404328c126c7979033629442193830f181a54b,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.3446378056510074,115488.0,4.0,4.0,10368
