experiment_id,experiment,evidence_type,code_commit,source_dataset,source_url,source_license,source_file_sha256,source_raw_text_retained,model,hardware,mode,policy,K,J,rep,repetitions,seed,workload_trace_hash,request_count_total,warmup_request_count,cache_capacity,metric_scope,status,request_count,observed_reuse_hit_rate,mean_reuse_coverage,saved_prefill_tokens_total,raw_candidate_fanout_p95,evaluated_candidate_fanout_p95,dispatcher_index_bytes
20260715_agenttrace_frozen_load_only_rep0,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,load_only,inf,8,0,10,20260715,d6a6fc0c1ad357697db58af53f83bc5a26a7c9aa3cf5c4511883a8f2a84b1ad2,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.34057384035397614,100738.0,0.0,0.0,384
20260715_agenttrace_closed_loop_load_only_rep4,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,load_only,inf,8,4,10,20260715,49e67e98c9da8a92599fd4f37f404328c126c7979033629442193830f181a54b,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.35656138654651054,137024.0,0.0,0.0,384
20260715_agenttrace_closed_loop_sketch_k8_rep4,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,sketch_k8,8,8,4,10,20260715,49e67e98c9da8a92599fd4f37f404328c126c7979033629442193830f181a54b,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.3299365548891386,100889.0,1.0,1.0,896
20260715_agenttrace_closed_loop_sketch_k16_rep4,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,sketch_k16,16,8,4,10,20260715,49e67e98c9da8a92599fd4f37f404328c126c7979033629442193830f181a54b,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.3334622071280322,106097.0,1.0,1.0,1408
20260715_agenttrace_closed_loop_exact_rep4,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,exact,inf,8,4,10,20260715,49e67e98c9da8a92599fd4f37f404328c126c7979033629442193830f181a54b,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.37880487780168515,166001.0,1.0,1.0,8576
20260715_agenttrace_frozen_load_only_rep5,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,load_only,inf,8,5,10,20260715,4e538c72699c7b5ac77172db52b8825d2e8a59dd3652e53070b918672d9cf5bb,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.33931485011075635,100930.0,0.0,0.0,384
20260715_agenttrace_frozen_sketch_k8_rep5,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,sketch_k8,8,8,5,10,20260715,4e538c72699c7b5ac77172db52b8825d2e8a59dd3652e53070b918672d9cf5bb,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.33707250615910855,99407.0,4.0,4.0,2432
20260715_agenttrace_frozen_sketch_k16_rep5,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,sketch_k16,16,8,5,10,20260715,4e538c72699c7b5ac77172db52b8825d2e8a59dd3652e53070b918672d9cf5bb,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.33788285494756093,100167.0,4.0,4.0,4480
20260715_agenttrace_frozen_exact_rep5,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,exact,inf,8,5,10,20260715,4e538c72699c7b5ac77172db52b8825d2e8a59dd3652e53070b918672d9cf5bb,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.34982130837554737,111920.0,4.0,4.0,10944
20260715_agenttrace_closed_loop_load_only_rep5,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,load_only,inf,8,5,10,20260715,4e538c72699c7b5ac77172db52b8825d2e8a59dd3652e53070b918672d9cf5bb,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.35892885777899797,127595.0,0.0,0.0,384
20260715_agenttrace_closed_loop_sketch_k8_rep5,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,sketch_k8,8,8,5,10,20260715,4e538c72699c7b5ac77172db52b8825d2e8a59dd3652e53070b918672d9cf5bb,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.33709735556582154,99764.0,1.0,1.0,896
20260715_agenttrace_closed_loop_sketch_k16_rep5,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,sketch_k16,16,8,5,10,20260715,4e538c72699c7b5ac77172db52b8825d2e8a59dd3652e53070b918672d9cf5bb,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.3389645334238816,102567.0,1.0,1.0,1408
20260715_agenttrace_closed_loop_exact_rep5,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,exact,inf,8,5,10,20260715,4e538c72699c7b5ac77172db52b8825d2e8a59dd3652e53070b918672d9cf5bb,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.38774376054104914,166258.0,1.0,1.0,8576
20260715_agenttrace_frozen_load_only_rep6,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,load_only,inf,8,6,10,20260715,002fa40d1e17893a48acde5f6d4c3e6d170b7246c938b4acfbdbc1c66d4bf4ed,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.32158864142084037,100176.0,0.0,0.0,384
20260715_agenttrace_frozen_sketch_k8_rep6,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,sketch_k8,8,8,6,10,20260715,002fa40d1e17893a48acde5f6d4c3e6d170b7246c938b4acfbdbc1c66d4bf4ed,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.31968124099577544,99675.0,4.0,4.0,2432
20260715_agenttrace_frozen_sketch_k16_rep6,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,sketch_k16,16,8,6,10,20260715,002fa40d1e17893a48acde5f6d4c3e6d170b7246c938b4acfbdbc1c66d4bf4ed,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.3210904418186037,100783.0,4.0,4.0,4480
20260715_agenttrace_frozen_exact_rep6,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,exact,inf,8,6,10,20260715,002fa40d1e17893a48acde5f6d4c3e6d170b7246c938b4acfbdbc1c66d4bf4ed,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.32890978118430714,106350.0,4.0,4.0,10176
20260715_agenttrace_closed_loop_load_only_rep6,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,load_only,inf,8,6,10,20260715,002fa40d1e17893a48acde5f6d4c3e6d170b7246c938b4acfbdbc1c66d4bf4ed,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.3442242972346929,133449.0,0.0,0.0,384
20260715_agenttrace_closed_loop_sketch_k8_rep6,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,sketch_k8,8,8,6,10,20260715,002fa40d1e17893a48acde5f6d4c3e6d170b7246c938b4acfbdbc1c66d4bf4ed,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.3189145662967898,98687.0,1.0,1.0,896
20260715_agenttrace_closed_loop_sketch_k16_rep6,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,sketch_k16,16,8,6,10,20260715,002fa40d1e17893a48acde5f6d4c3e6d170b7246c938b4acfbdbc1c66d4bf4ed,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.32236725002644107,103905.0,1.0,1.0,1408
20260715_agenttrace_closed_loop_exact_rep6,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,exact,inf,8,6,10,20260715,002fa40d1e17893a48acde5f6d4c3e6d170b7246c938b4acfbdbc1c66d4bf4ed,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.36191772479772966,155986.0,1.0,1.0,8576
20260715_agenttrace_frozen_load_only_rep7,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,load_only,inf,8,7,10,20260715,e057c228dfac2069d71418b57216176de76bd64d671595035ebede42048e75b0,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.33543677152692186,100025.0,0.0,0.0,384
20260715_agenttrace_frozen_sketch_k8_rep7,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,sketch_k8,8,8,7,10,20260715,e057c228dfac2069d71418b57216176de76bd64d671595035ebede42048e75b0,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.3335695690174403,98962.0,4.0,4.0,2432
20260715_agenttrace_frozen_sketch_k16_rep7,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,sketch_k16,16,8,7,10,20260715,e057c228dfac2069d71418b57216176de76bd64d671595035ebede42048e75b0,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.33414184879088027,99495.0,4.0,4.0,4480
20260715_agenttrace_frozen_exact_rep7,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,exact,inf,8,7,10,20260715,e057c228dfac2069d71418b57216176de76bd64d671595035ebede42048e75b0,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.34161684586933205,104304.0,4.0,4.0,10688
20260715_agenttrace_closed_loop_load_only_rep7,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,load_only,inf,8,7,10,20260715,e057c228dfac2069d71418b57216176de76bd64d671595035ebede42048e75b0,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.3691567565942408,147382.0,0.0,0.0,384
20260715_agenttrace_closed_loop_sketch_k8_rep7,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,sketch_k8,8,8,7,10,20260715,e057c228dfac2069d71418b57216176de76bd64d671595035ebede42048e75b0,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.33563991674730975,102285.0,1.0,1.0,896
20260715_agenttrace_closed_loop_sketch_k16_rep7,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,sketch_k16,16,8,7,10,20260715,e057c228dfac2069d71418b57216176de76bd64d671595035ebede42048e75b0,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.33957042396617515,107633.0,1.0,1.0,1408
20260715_agenttrace_closed_loop_exact_rep7,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,exact,inf,8,7,10,20260715,e057c228dfac2069d71418b57216176de76bd64d671595035ebede42048e75b0,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.39910488934557414,190073.0,1.0,1.0,8576
20260715_agenttrace_frozen_load_only_rep8,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,load_only,inf,8,8,10,20260715,14da3578f720db2d3e8510ab2248db1293e13581ab7bcda63700716f3982b83f,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.3224118591776817,100935.0,0.0,0.0,384
20260715_agenttrace_frozen_sketch_k8_rep8,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,sketch_k8,8,8,8,10,20260715,14da3578f720db2d3e8510ab2248db1293e13581ab7bcda63700716f3982b83f,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.3195380966554056,98945.0,4.0,4.0,2432
20260715_agenttrace_frozen_sketch_k16_rep8,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,sketch_k16,16,8,8,10,20260715,14da3578f720db2d3e8510ab2248db1293e13581ab7bcda63700716f3982b83f,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.32111355642119394,100550.0,4.0,4.0,4480
20260715_agenttrace_frozen_exact_rep8,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,exact,inf,8,8,10,20260715,14da3578f720db2d3e8510ab2248db1293e13581ab7bcda63700716f3982b83f,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.32979584938359924,105899.0,4.0,4.0,10304
20260715_agenttrace_closed_loop_load_only_rep8,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,load_only,inf,8,8,10,20260715,14da3578f720db2d3e8510ab2248db1293e13581ab7bcda63700716f3982b83f,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.35791363862777653,150026.0,0.0,0.0,384
20260715_agenttrace_closed_loop_sketch_k8_rep8,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,sketch_k8,8,8,8,10,20260715,14da3578f720db2d3e8510ab2248db1293e13581ab7bcda63700716f3982b83f,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.3193402971362215,98957.0,1.0,1.0,896
20260715_agenttrace_closed_loop_sketch_k16_rep8,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,sketch_k16,16,8,8,10,20260715,14da3578f720db2d3e8510ab2248db1293e13581ab7bcda63700716f3982b83f,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.3198478679628091,99536.0,1.0,1.0,1408
20260715_agenttrace_closed_loop_exact_rep8,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,closed_loop,exact,inf,8,8,10,20260715,14da3578f720db2d3e8510ab2248db1293e13581ab7bcda63700716f3982b83f,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.37606844017107705,174869.0,1.0,1.0,8576
20260715_agenttrace_frozen_load_only_rep9,agenttrace_structural_replay_v3,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,AgentTrace Qwen/Qwen3-1.7B source; B02 dispatcher simulation,CPU-only; no live vLLM request,frozen,load_only,inf,8,9,10,20260715,d1833c1174e37f0040f10ce9b94dc5f76a938070a236da8a07849c0db4018ed5,512,128,128,trace-derived agent turn structure; no raw text and no live vLLM latency,Current,384,1.0,0.3296483468455143,99779.0,0.0,0.0,384
