experiment,evidence_type,treatment_policy,baseline_policy,n_reps,status,exact_normalized_estimated_saved_prefill_mean,exact_normalized_estimated_saved_prefill_ci95_low,exact_normalized_estimated_saved_prefill_ci95_high,exact_normalized_estimated_saved_prefill_median,exact_normalized_estimated_saved_prefill_iqr,exact_normalized_physical_cached_tokens_mean,exact_normalized_physical_cached_tokens_ci95_low,exact_normalized_physical_cached_tokens_ci95_high,exact_normalized_physical_cached_tokens_median,exact_normalized_physical_cached_tokens_iqr,delta_mean_ttft_ms_mean,delta_mean_ttft_ms_ci95_low,delta_mean_ttft_ms_ci95_high,delta_mean_ttft_ms_median,delta_mean_ttft_ms_iqr,delta_ttft_p50_ms_mean,delta_ttft_p50_ms_ci95_low,delta_ttft_p50_ms_ci95_high,delta_ttft_p50_ms_median,delta_ttft_p50_ms_iqr,delta_ttft_p95_ms_mean,delta_ttft_p95_ms_ci95_low,delta_ttft_p95_ms_ci95_high,delta_ttft_p95_ms_median,delta_ttft_p95_ms_iqr,treatment_dispatcher_index_bytes_mean,treatment_dispatcher_index_bytes_ci95_low,treatment_dispatcher_index_bytes_ci95_high,treatment_dispatcher_index_bytes_median,treatment_dispatcher_index_bytes_iqr,treatment_estimated_saved_prefill_tokens_total_mean,treatment_estimated_saved_prefill_tokens_total_ci95_low,treatment_estimated_saved_prefill_tokens_total_ci95_high,treatment_estimated_saved_prefill_tokens_total_median,treatment_estimated_saved_prefill_tokens_total_iqr,treatment_physical_cached_tokens_total_mean,treatment_physical_cached_tokens_total_ci95_low,treatment_physical_cached_tokens_total_ci95_high,treatment_physical_cached_tokens_total_median,treatment_physical_cached_tokens_total_iqr
difficult_live_k_tradeoff_v5,live_t4_vllm,exact,load_only,12,Current,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-375.40801622851563,-431.86438160677085,-320.3456388352864,-356.20717872656246,171.4981816953125,-1164.4180334166667,-1232.48607175,-1093.3879610833333,-1165.8917945,203.39087900000027,-6.789878833333357,-58.322636500000044,43.44425149999997,-9.955948499999977,132.69939399999976,5333.333333333333,5253.333333333333,5402.666666666667,5344.0,256.0,170090.66666666666,166506.66666666666,173824.0,169344.0,5376.0,199888.0,195906.66666666666,204028.0,199016.0,6288.0
difficult_live_k_tradeoff_v5,live_t4_vllm,sketch_coverage_k16,load_only,12,Current,0.9478575101581982,0.9362687627670179,0.9585439320535093,0.9535059331175837,0.019946808510638347,0.9488369232701299,0.9383038938935371,0.9596853107625698,0.9543624190854769,0.019719323892770535,-328.9484412408854,-392.2094460983073,-267.6232716269531,-328.9983364609375,130.6704816875,-1158.6808756666667,-1224.7330063333334,-1093.8688810833332,-1165.4652419999998,189.5199050000001,5.674565916666627,-31.171725166666686,42.7798678333333,-1.0356910000000425,79.79765199999997,4474.666666666667,4464.0,4480.0,4480.0,0.0,161280.0,156949.33333333334,165909.33333333334,161280.0,10752.0,189726.66666666666,184576.0,195264.0,189728.0,12528.0
difficult_live_k_tradeoff_v5,live_t4_vllm,sketch_coverage_k32,load_only,12,Current,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-379.37550730403643,-432.6968786627604,-332.77900371875,-363.67392529296876,152.6462580937499,-1164.6867761666667,-1230.6676505,-1095.590956,-1172.007243,204.32690300000013,1.0460929166666044,-29.735227000000066,32.80707133333323,-4.173285500000134,63.27774700000032,5333.333333333333,5258.666666666667,5413.333333333333,5344.0,256.0,170090.66666666666,166656.0,174122.66666666666,169344.0,5376.0,199888.0,195766.66666666666,204032.0,199016.0,6288.0
difficult_live_k_tradeoff_v5,live_t4_vllm,sketch_coverage_k4,load_only,12,Current,0.5282962726534538,0.5050769086232405,0.5511593931873301,0.5240238484919335,0.04834755320192208,0.5375298519913796,0.5154656441045454,0.5597440645019671,0.5335640789929045,0.04759765457980858,44.37708835221354,19.638092494791675,67.07986946809898,46.00809839062504,24.85252775781271,27.407471750000013,6.546428833333323,48.5024368333333,31.292605500000036,28.96740399999976,58.082321916666615,21.5776294166666,94.98930699999995,57.77541649999989,68.84466100000009,1408.0,1408.0,1408.0,1408.0,0.0,89898.66666666667,84970.66666666667,94528.0,89600.0,12544.0,107489.33333333333,102320.0,112988.0,107104.0,14544.0
difficult_live_k_tradeoff_v5,live_t4_vllm,sketch_coverage_k8,load_only,12,Current,0.6482968081533972,0.6110263809684418,0.6816165497159038,0.6576273189176415,0.08143939393939392,0.6550225758509562,0.6183871589350405,0.6881101884984597,0.664293622626956,0.08017314738295367,-60.235419345052044,-88.86843246028643,-39.330367147135384,-46.492686589843686,27.865190296875085,-138.63801899999996,-348.0466087499999,-22.00073249999993,-33.88650949999999,67.48557000000005,6.923913916666645,-24.090575250000047,40.62848041666668,3.4226585000000114,39.890135999999984,2432.0,2432.0,2432.0,2432.0,0.0,110058.66666666667,104981.33333333333,115434.66666666667,108416.0,12544.0,130690.66666666667,124841.33333333333,137048.0,128768.0,14432.0
