experiment_id,experiment,evidence_type,code_commit,model,hardware,locality,policy,K,J,admission,routing_guard,guard_ms,prefill_tokens_per_ms,queue_penalty_ms,rep,repetitions,seed,workload_trace_hash,request_count_total,warmup_request_count,cache_capacity,concurrency,prefix_token_target,fixed_output_tokens,policy_order,policy_order_sequence,vllm_cache_salt,semantic_prompt_contains_policy,metric_scope,status,request_count,candidate_hit_rate,dispatcher_reuse_rate,mean_selected_coverage_tokens,vllm_cached_token_rate,vllm_cached_tokens_total,metric_prefix_cache_hits_delta,metric_prefix_cache_queries_delta,metric_prompt_tokens_delta,raw_candidate_fanout_p95,evaluated_candidate_fanout_p95,dispatcher_index_bytes,ttft_p50_ms,ttft_p95_ms,ttft_p99_ms,latency_p50_ms,latency_p95_ms,request_error_rate
20260716_fixed_t4_high_sketch_coverage_k8_rep0,fixed_prompt_t4_replay_v4,live_t4_vllm,86adc13cec5f5a186ade1082f0fb1da4944533a4,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B; one vLLM instance/GPU,high,sketch_coverage_k8,8,4,coverage_value,net_prefill_benefit,0.5,50.0,2.0,0,2,20260716,d4feb3e00c377f6a346ca940971f19f5a4aa313c8bcd0119b334da00190e119e,24,8,128,1,2048,16,0,"sketch_coverage_k8,sketch_coverage_k16,exact,load_only",b02-v4:high:rep0:sketch_coverage_k8,False,TTFT and cached-token telemetry are live vLLM measurements; total latency is comparable because generation length is fixed.,Current,16,0.5,0.625,1280.0,0.9375,21040.0,27376.0,50400.0,50400.0,1.0,1.0,1088,116.327224,963.924076,5147.972359,850.694925,1634.362097,0.0
20260716_fixed_t4_high_sketch_coverage_k16_rep0,fixed_prompt_t4_replay_v4,live_t4_vllm,86adc13cec5f5a186ade1082f0fb1da4944533a4,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B; one vLLM instance/GPU,high,sketch_coverage_k16,16,4,coverage_value,net_prefill_benefit,0.5,50.0,2.0,0,2,20260716,d4feb3e00c377f6a346ca940971f19f5a4aa313c8bcd0119b334da00190e119e,24,8,128,1,2048,16,1,"sketch_coverage_k8,sketch_coverage_k16,exact,load_only",b02-v4:high:rep0:sketch_coverage_k16,False,TTFT and cached-token telemetry are live vLLM measurements; total latency is comparable because generation length is fixed.,Current,16,0.5,0.625,1280.0,0.9375,21040.0,27376.0,50400.0,50400.0,1.0,1.0,1088,118.441305,964.099733,981.420984,842.098857,1635.274905,0.0
20260716_fixed_t4_high_exact_rep0,fixed_prompt_t4_replay_v4,live_t4_vllm,86adc13cec5f5a186ade1082f0fb1da4944533a4,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B; one vLLM instance/GPU,high,exact,inf,4,n/a,net_prefill_benefit,0.5,50.0,2.0,0,2,20260716,d4feb3e00c377f6a346ca940971f19f5a4aa313c8bcd0119b334da00190e119e,24,8,128,1,2048,16,2,"sketch_coverage_k8,sketch_coverage_k16,exact,load_only",b02-v4:high:rep0:exact,False,TTFT and cached-token telemetry are live vLLM measurements; total latency is comparable because generation length is fixed.,Current,16,0.5,0.625,1280.0,0.9375,21040.0,27376.0,50400.0,50400.0,1.0,1.0,1088,117.813361,897.822084,992.666937,842.411365,1548.6995,0.0
20260716_fixed_t4_high_load_only_rep0,fixed_prompt_t4_replay_v4,live_t4_vllm,86adc13cec5f5a186ade1082f0fb1da4944533a4,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B; one vLLM instance/GPU,high,load_only,inf,4,n/a,net_prefill_benefit,0.5,50.0,2.0,0,2,20260716,d4feb3e00c377f6a346ca940971f19f5a4aa313c8bcd0119b334da00190e119e,24,8,128,1,2048,16,3,"sketch_coverage_k8,sketch_coverage_k16,exact,load_only",b02-v4:high:rep0:load_only,False,TTFT and cached-token telemetry are live vLLM measurements; total latency is comparable because generation length is fixed.,Current,16,0.0,0.375,768.0,1.0,12784.0,14928.0,50400.0,50400.0,0.0,0.0,384,929.043002,973.982067,1035.958711,1581.131196,1628.205188,0.0
20260716_fixed_t4_high_exact_rep1,fixed_prompt_t4_replay_v4,live_t4_vllm,86adc13cec5f5a186ade1082f0fb1da4944533a4,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B; one vLLM instance/GPU,high,exact,inf,4,n/a,net_prefill_benefit,0.5,50.0,2.0,1,2,20260716,d46c873409163056212b29c3d27c188f59cbfd99de39fdb73004a6af5a0a1f61,24,8,128,1,2048,16,0,"exact,sketch_coverage_k16,sketch_coverage_k8,load_only",b02-v4:high:rep1:exact,False,TTFT and cached-token telemetry are live vLLM measurements; total latency is comparable because generation length is fixed.,Current,16,0.625,0.6875,1408.0,1.0,23136.0,27360.0,50400.0,50400.0,1.0,1.0,1088,117.42342,943.281819,958.948438,850.402186,1602.235229,0.0
20260716_fixed_t4_high_sketch_coverage_k16_rep1,fixed_prompt_t4_replay_v4,live_t4_vllm,86adc13cec5f5a186ade1082f0fb1da4944533a4,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B; one vLLM instance/GPU,high,sketch_coverage_k16,16,4,coverage_value,net_prefill_benefit,0.5,50.0,2.0,1,2,20260716,d46c873409163056212b29c3d27c188f59cbfd99de39fdb73004a6af5a0a1f61,24,8,128,1,2048,16,1,"exact,sketch_coverage_k16,sketch_coverage_k8,load_only",b02-v4:high:rep1:sketch_coverage_k16,False,TTFT and cached-token telemetry are live vLLM measurements; total latency is comparable because generation length is fixed.,Current,16,0.625,0.6875,1408.0,1.0,23136.0,27360.0,50400.0,50400.0,1.0,1.0,1088,117.346538,943.508752,965.23516,839.307394,1598.543786,0.0
20260716_fixed_t4_high_sketch_coverage_k8_rep1,fixed_prompt_t4_replay_v4,live_t4_vllm,86adc13cec5f5a186ade1082f0fb1da4944533a4,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B; one vLLM instance/GPU,high,sketch_coverage_k8,8,4,coverage_value,net_prefill_benefit,0.5,50.0,2.0,1,2,20260716,d46c873409163056212b29c3d27c188f59cbfd99de39fdb73004a6af5a0a1f61,24,8,128,1,2048,16,2,"exact,sketch_coverage_k16,sketch_coverage_k8,load_only",b02-v4:high:rep1:sketch_coverage_k8,False,TTFT and cached-token telemetry are live vLLM measurements; total latency is comparable because generation length is fixed.,Current,16,0.625,0.6875,1408.0,1.0,23136.0,27360.0,50400.0,50400.0,1.0,1.0,1088,114.75453,931.769819,961.727726,841.910878,1593.226048,0.0
20260716_fixed_t4_high_load_only_rep1,fixed_prompt_t4_replay_v4,live_t4_vllm,86adc13cec5f5a186ade1082f0fb1da4944533a4,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B; one vLLM instance/GPU,high,load_only,inf,4,n/a,net_prefill_benefit,0.5,50.0,2.0,1,2,20260716,d46c873409163056212b29c3d27c188f59cbfd99de39fdb73004a6af5a0a1f61,24,8,128,1,2048,16,3,"exact,sketch_coverage_k16,sketch_coverage_k8,load_only",b02-v4:high:rep1:load_only,False,TTFT and cached-token telemetry are live vLLM measurements; total latency is comparable because generation length is fixed.,Current,16,0.0,0.375,768.0,1.0,12768.0,12832.0,50400.0,50400.0,0.0,0.0,384,910.248086,994.104419,1007.426558,1565.350739,1693.049236,0.0
