experiment,evidence_type,locality,baseline_policy,treatment_policy,n_reps,status,delta_ttft_p50_ms_mean,delta_ttft_p50_ms_ci95_low,delta_ttft_p50_ms_ci95_high,delta_ttft_p50_ms_median,delta_ttft_p50_ms_iqr,delta_ttft_p50_ms_fraction_below_zero,delta_ttft_p95_ms_mean,delta_ttft_p95_ms_ci95_low,delta_ttft_p95_ms_ci95_high,delta_ttft_p95_ms_median,delta_ttft_p95_ms_iqr,delta_ttft_p95_ms_fraction_below_zero,delta_vllm_cached_tokens_total_mean,delta_vllm_cached_tokens_total_ci95_low,delta_vllm_cached_tokens_total_ci95_high,delta_vllm_cached_tokens_total_median,delta_vllm_cached_tokens_total_iqr,delta_vllm_cached_tokens_total_fraction_below_zero,delta_vllm_cached_token_rate_mean,delta_vllm_cached_token_rate_ci95_low,delta_vllm_cached_token_rate_ci95_high,delta_vllm_cached_token_rate_median,delta_vllm_cached_token_rate_iqr,delta_vllm_cached_token_rate_fraction_below_zero,delta_metric_prefix_cache_hits_delta_mean,delta_metric_prefix_cache_hits_delta_ci95_low,delta_metric_prefix_cache_hits_delta_ci95_high,delta_metric_prefix_cache_hits_delta_median,delta_metric_prefix_cache_hits_delta_iqr,delta_metric_prefix_cache_hits_delta_fraction_below_zero,delta_mean_selected_coverage_tokens_mean,delta_mean_selected_coverage_tokens_ci95_low,delta_mean_selected_coverage_tokens_ci95_high,delta_mean_selected_coverage_tokens_median,delta_mean_selected_coverage_tokens_iqr,delta_mean_selected_coverage_tokens_fraction_below_zero
fixed_prompt_t4_replay_v4,live_t4_vllm,high,load_only,sketch_coverage_k8,2,Current,-804.104667,-812.715778,-795.4935559999999,-804.104667,17.2222220000001,1.0,-36.19629550000002,-62.33460000000002,-10.057991000000015,-36.19629550000002,52.27660900000001,1.0,9312.0,8256.0,10368.0,9312.0,2112.0,0.0,-0.03125,-0.0625,0.0,-0.03125,0.0625,0.5,13488.0,12448.0,14528.0,13488.0,2080.0,0.0,576.0,512.0,640.0,576.0,128.0,0.0
fixed_prompt_t4_replay_v4,live_t4_vllm,high,load_only,sketch_coverage_k16,2,Current,-801.7516224999999,-810.6016970000001,-792.9015479999999,-801.7516224999999,17.700149000000124,1.0,-30.23900050000003,-50.59566700000005,-9.882334000000014,-30.23900050000003,40.713333000000034,1.0,9312.0,8256.0,10368.0,9312.0,2112.0,0.0,-0.03125,-0.0625,0.0,-0.03125,0.0625,0.5,13488.0,12448.0,14528.0,13488.0,2080.0,0.0,576.0,512.0,640.0,576.0,128.0,0.0
fixed_prompt_t4_replay_v4,live_t4_vllm,high,load_only,exact,2,Current,-802.0271534999999,-811.229641,-792.824666,-802.0271534999999,18.404975000000036,1.0,-63.49129149999999,-76.15998300000001,-50.822599999999966,-63.49129149999999,25.337383000000045,1.0,9312.0,8256.0,10368.0,9312.0,2112.0,0.0,-0.03125,-0.0625,0.0,-0.03125,0.0625,0.5,13488.0,12448.0,14528.0,13488.0,2080.0,0.0,576.0,512.0,640.0,576.0,128.0,0.0
