experiment_id,experiment,evidence_type,code_commit,policy,coverage_tokens,affinity_queue_ms,native_incidental_reuse_probability,sketch_visibility_probability,prefill_tokens_per_ms,lookup_ms,validation_ms,guard_epsilon_ms,rep,repetitions,requests,seed,metric_scope,status,ttft_p50_ms,ttft_p95_ms,saved_prefill_ms_total,affinity_selected_rate,harmful_diversion_rate,abstention_rate
20260716_net_guard_cov256_q0_load_only_rep0,net_benefit_conflict_v4,dispatcher_level_simulation,babdc3c5c526d38aea23f33d0bd7d88add9760c2,load_only,256,0.0,0.16,1.0,40.0,0.25,0.35,1.0,0,20,5000,20260716,seeded state/queue sensitivity simulation; not a live vLLM latency result,Current,108.90727087539486,116.53449194710696,5324.8,0.0,0.0,0.0
20260716_net_guard_cov256_q0_affinity_first_rep0,net_benefit_conflict_v4,dispatcher_level_simulation,babdc3c5c526d38aea23f33d0bd7d88add9760c2,affinity_first,256,0.0,0.16,1.0,40.0,0.25,0.35,1.0,0,20,5000,20260716,seeded state/queue sensitivity simulation; not a live vLLM latency result,Current,96.68450498948962,101.66332662569482,32000.0,1.0,0.0228,0.0
20260716_net_guard_cov256_q0_sketch_k16_guarded_rep0,net_benefit_conflict_v4,dispatcher_level_simulation,babdc3c5c526d38aea23f33d0bd7d88add9760c2,sketch_k16_guarded,256,0.0,0.16,0.82,40.0,0.25,0.35,1.0,0,20,5000,20260716,seeded state/queue sensitivity simulation; not a live vLLM latency result,Current,97.3597110317375,112.36912277868922,27001.600000000002,0.7954,0.0006,0.0204
20260716_net_guard_cov256_q0_exact_guarded_rep0,net_benefit_conflict_v4,dispatcher_level_simulation,babdc3c5c526d38aea23f33d0bd7d88add9760c2,exact_guarded,256,0.0,0.16,1.0,40.0,0.25,0.35,1.0,0,20,5000,20260716,seeded state/queue sensitivity simulation; not a live vLLM latency result,Current,96.61310975035678,101.50959411948165,31763.2,0.9642,0.0016,0.0358
20260716_net_guard_cov256_q0_load_only_rep1,net_benefit_conflict_v4,dispatcher_level_simulation,babdc3c5c526d38aea23f33d0bd7d88add9760c2,load_only,256,0.0,0.16,1.0,40.0,0.25,0.35,1.0,1,20,5000,20260716,seeded state/queue sensitivity simulation; not a live vLLM latency result,Current,108.73041672730857,116.41626594147496,5331.200000000001,0.0,0.0,0.0
20260716_net_guard_cov256_q0_affinity_first_rep1,net_benefit_conflict_v4,dispatcher_level_simulation,babdc3c5c526d38aea23f33d0bd7d88add9760c2,affinity_first,256,0.0,0.16,1.0,40.0,0.25,0.35,1.0,1,20,5000,20260716,seeded state/queue sensitivity simulation; not a live vLLM latency result,Current,96.6,101.50121091009696,32000.0,1.0,0.0222,0.0
20260716_net_guard_cov256_q0_sketch_k16_guarded_rep1,net_benefit_conflict_v4,dispatcher_level_simulation,babdc3c5c526d38aea23f33d0bd7d88add9760c2,sketch_k16_guarded,256,0.0,0.16,0.82,40.0,0.25,0.35,1.0,1,20,5000,20260716,seeded state/queue sensitivity simulation; not a live vLLM latency result,Current,97.51374153471251,112.9859750096523,26726.4,0.789,0.0008,0.0234
20260716_net_guard_cov256_q0_exact_guarded_rep1,net_benefit_conflict_v4,dispatcher_level_simulation,babdc3c5c526d38aea23f33d0bd7d88add9760c2,exact_guarded,256,0.0,0.16,1.0,40.0,0.25,0.35,1.0,1,20,5000,20260716,seeded state/queue sensitivity simulation; not a live vLLM latency result,Current,96.6,101.47468049614574,31814.4,0.967,0.001,0.033
20260716_net_guard_cov256_q0_load_only_rep2,net_benefit_conflict_v4,dispatcher_level_simulation,babdc3c5c526d38aea23f33d0bd7d88add9760c2,load_only,256,0.0,0.16,1.0,40.0,0.25,0.35,1.0,2,20,5000,20260716,seeded state/queue sensitivity simulation; not a live vLLM latency result,Current,108.79029227542506,116.46184759800656,5216.0,0.0,0.0,0.0
20260716_net_guard_cov256_q0_affinity_first_rep2,net_benefit_conflict_v4,dispatcher_level_simulation,babdc3c5c526d38aea23f33d0bd7d88add9760c2,affinity_first,256,0.0,0.16,1.0,40.0,0.25,0.35,1.0,2,20,5000,20260716,seeded state/queue sensitivity simulation; not a live vLLM latency result,Current,96.65242878555534,101.51806045461375,32000.0,1.0,0.0234,0.0
20260716_net_guard_cov256_q0_sketch_k16_guarded_rep2,net_benefit_conflict_v4,dispatcher_level_simulation,babdc3c5c526d38aea23f33d0bd7d88add9760c2,sketch_k16_guarded,256,0.0,0.16,0.82,40.0,0.25,0.35,1.0,2,20,5000,20260716,seeded state/queue sensitivity simulation; not a live vLLM latency result,Current,97.47435729857217,112.20279150865451,27014.4,0.7932,0.0006,0.0272
20260716_net_guard_cov256_q0_exact_guarded_rep2,net_benefit_conflict_v4,dispatcher_level_simulation,babdc3c5c526d38aea23f33d0bd7d88add9760c2,exact_guarded,256,0.0,0.16,1.0,40.0,0.25,0.35,1.0,2,20,5000,20260716,seeded state/queue sensitivity simulation; not a live vLLM latency result,Current,96.6,101.44809404776151,31910.4,0.9742,0.0016,0.0258
20260716_net_guard_cov256_q0_load_only_rep3,net_benefit_conflict_v4,dispatcher_level_simulation,babdc3c5c526d38aea23f33d0bd7d88add9760c2,load_only,256,0.0,0.16,1.0,40.0,0.25,0.35,1.0,3,20,5000,20260716,seeded state/queue sensitivity simulation; not a live vLLM latency result,Current,109.0179647630045,116.48897042729362,4998.400000000001,0.0,0.0,0.0
20260716_net_guard_cov256_q0_affinity_first_rep3,net_benefit_conflict_v4,dispatcher_level_simulation,babdc3c5c526d38aea23f33d0bd7d88add9760c2,affinity_first,256,0.0,0.16,1.0,40.0,0.25,0.35,1.0,3,20,5000,20260716,seeded state/queue sensitivity simulation; not a live vLLM latency result,Current,96.65789317968854,101.56256518914785,32000.0,1.0,0.0226,0.0
