experiment,evidence_type,locality,baseline_policy,treatment_policy,n_reps,status,delta_ttft_p50_ms_mean,delta_ttft_p50_ms_ci95_low,delta_ttft_p50_ms_ci95_high,delta_ttft_p50_ms_median,delta_ttft_p50_ms_iqr,delta_ttft_p50_ms_fraction_below_zero,delta_ttft_p95_ms_mean,delta_ttft_p95_ms_ci95_low,delta_ttft_p95_ms_ci95_high,delta_ttft_p95_ms_median,delta_ttft_p95_ms_iqr,delta_ttft_p95_ms_fraction_below_zero,delta_vllm_cached_tokens_total_mean,delta_vllm_cached_tokens_total_ci95_low,delta_vllm_cached_tokens_total_ci95_high,delta_vllm_cached_tokens_total_median,delta_vllm_cached_tokens_total_iqr,delta_vllm_cached_tokens_total_fraction_below_zero,delta_vllm_cached_token_rate_mean,delta_vllm_cached_token_rate_ci95_low,delta_vllm_cached_token_rate_ci95_high,delta_vllm_cached_token_rate_median,delta_vllm_cached_token_rate_iqr,delta_vllm_cached_token_rate_fraction_below_zero,delta_metric_prefix_cache_hits_delta_mean,delta_metric_prefix_cache_hits_delta_ci95_low,delta_metric_prefix_cache_hits_delta_ci95_high,delta_metric_prefix_cache_hits_delta_median,delta_metric_prefix_cache_hits_delta_iqr,delta_metric_prefix_cache_hits_delta_fraction_below_zero,delta_mean_selected_coverage_tokens_mean,delta_mean_selected_coverage_tokens_ci95_low,delta_mean_selected_coverage_tokens_ci95_high,delta_mean_selected_coverage_tokens_median,delta_mean_selected_coverage_tokens_iqr,delta_mean_selected_coverage_tokens_fraction_below_zero
fixed_prompt_t4_replay_v4,live_t4_vllm,high,load_only,sketch_coverage_k8,2,Current,-0.21562899999999274,-0.27885200000000054,-0.15240599999998494,-0.21562899999999274,0.1264460000000156,1.0,608.2206195,-75.459631,1291.90087,608.2206195,1367.3605009999999,0.5,1080.0,1072.0,1088.0,1080.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1320.0,1056.0,1584.0,1320.0,528.0,0.0,224.0,192.0,256.0,224.0,64.0,0.0
fixed_prompt_t4_replay_v4,live_t4_vllm,high,load_only,sketch_coverage_k16,2,Current,-42.03986,-81.332309,-2.7474109999999996,-42.03986,78.584898,1.0,-12.178526999999988,-78.505888,54.14883400000002,-12.178526999999988,132.65472200000002,0.5,1080.0,1072.0,1088.0,1080.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1320.0,1056.0,1584.0,1320.0,528.0,0.0,224.0,192.0,256.0,224.0,64.0,0.0
fixed_prompt_t4_replay_v4,live_t4_vllm,high,load_only,exact,2,Current,-54.936885999999994,-107.57660999999999,-2.297162,-54.936885999999994,105.27944799999999,1.0,583.6241995,-9.871037000000001,1177.119436,583.6241995,1186.9904729999998,0.5,1080.0,1072.0,1088.0,1080.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1320.0,1056.0,1584.0,1320.0,528.0,0.0,224.0,192.0,256.0,224.0,64.0,0.0
